Protein IDs,Majority protein IDs,Protein names,Gene names,function_annotation,Average Conc. (pmol/mg)_OLD Hippocampus,SD,Average Conc. (pmol/mg)_YOUNG Hippocampus,SD,t test OC/YC Hippocampus,rationO/Y Hippocampus,Average Conc. (pmol/mg)_OLD Cortex,SD,Average Conc. (pmol/mg)_YOUNG Cortex,SD,t test OC/YC Cortex,rationO/Y Cortex,Average Conc. (pmol/mg)_OLD Cerebellum,SD,Average Conc. (pmol/mg)_YOUNG Cerebellum,SD,t test OC/YC Cerebellum,rationO/Y Cerebellum
P11276;Q3UHL6;A0A087WR50;A0A087WS56;B9EHT6;A0A087WSN6;B7ZNJ1;A0A087WS99;Q4KL80,P11276;Q3UHL6;A0A087WR50;A0A087WS56;B9EHT6;A0A087WSN6;B7ZNJ1,Fibronectin;Anastellin,Fn1,,0.07598782,0.0256314,0.060119539,0.010935993,0.254888648,1.263945485,0.05107842,0.007703162,0.07856277,0.036480473,0.168783275,0.650160635,0.123929998,0.02676897,0.082954132,0.012046892,0.022755525,1.493958105
F8VQ40;P19137,F8VQ40;P19137,Laminin subunit alpha-1,Lama1,,0.027959008,0.012470121,0.019603116,0.001559054,0.209178284,1.426253305,0.034396031,0.022285851,0.031039291,0.012280619,0.777602505,1.10814488,0.085731055,0.025143675,0.032686153,0.007412801,0.007297449,2.622855473
Q60675;A0A087WRP2,Q60675,Laminin subunit alpha-2,Lama2,,0.061504751,0.015878742,0.01899652,0.005412781,0.002513845,3.237685166,0.063247215,0.01348529,0.017345455,0.008848937,0.000402,3.6463277,0.148485005,0.041600695,0.049269894,0.006949587,0.005373594,3.013706582
P97927,P97927,Laminin subunit alpha-4,Lama4,,0.003095978,0.002827381,0.017261403,0.006094701,0.00384604,0.179358415,0.023453299,0.014436291,0.0235189,0.020162507,0.995439765,0.997210695,0.012906967,0.007919764,0.019537314,0.018526975,0.492465322,0.660631625
Q61001,Q61001,Laminin subunit alpha-5,Lama5,,0.31403429,0.179251466,0.071346557,0.022878972,0.038224208,4.401533889,0.186875782,0.048445688,0.080569123,0.016406778,0.005869069,2.319446656,0.514426118,0.089242329,0.083766984,0.024712124,0.000225289,6.141155995
P02469;E9QN70;E9PYT5,P02469;E9QN70,Laminin subunit beta-1,Lamb1,,0.010977985,0.008311289,0.03123906,0.008285757,0.004806354,0.35141853,0,0,0.054112577,0.020716512,0.004283962,0,0.018124853,0.009720808,0.074721992,0.020194691,0.001518948,0.242563829
Q61292;A0A0A6YY71;A0A0A6YWY6;A0A0A6YWI2,Q61292,Laminin subunit beta-2,Lamb2,,0.665986034,0.175303779,0.297859534,0.041434973,0.007987549,2.235906384,0.474649625,0.053694014,0.33266015,0.128083939,0.06743566,1.426830428,1.315487798,0.109362128,0.388770819,0.055292053,3.0926E-06,3.383710228
F8VQJ3;P02468;F6TLW1,F8VQJ3;P02468,Laminin subunit gamma-1,Lamc1,,0.65987604,0.184554352,0.299532344,0.044676574,0.010426431,2.203020983,0.570381053,0.13960166,0.435891066,0.066647865,0.102127367,1.308540362,0.814625407,0.151118715,0.416038776,0.061181354,0.002356143,1.95805164
P05784;CON__P05784,P05784;CON__P05784,"Keratin, type I cytoskeletal 18",Krt18,,0.178097106,0.172146519,0.057613708,0.084863956,0.211321035,3.09122797,0,0,0,0,,,0.385920229,0.369973531,0.088446969,0.090348916,0.147981925,4.363295144
Q8CCX5;Q8CCX5-2;CON__Q8N1A0,Q8CCX5;Q8CCX5-2,Keratin-like protein KRT222,Krt222,,0.022883894,0.014628416,0.012500174,0.011509859,0.249406794,1.830686046,0.158694364,0.071542257,0.257637697,0.06344637,0.04984788,0.615959411,0.316959209,0.064529011,0.148997962,0.052779763,0.002191226,2.127272108
Q61765;CON__A2A5Y0,Q61765;CON__A2A5Y0,"Keratin, type I cuticular Ha1",Krt31,,0.028612512,0.063979522,0.011102233,0.015296472,0.580631212,2.577185358,0,0,0.016263565,0.023449547,0.195880741,0,0.099541352,0.09145694,0.023846084,0.032484653,0.141696699,4.174326948
Q8K0Y2,Q8K0Y2,"Keratin, type I cuticular Ha3-I",Krt33a,,0.407507134,0.887438453,0.203401747,0.223581043,0.64136845,2.003459364,0.052364525,0.059080733,0.059518283,0.09298939,0.888780106,0.879805696,1.226536393,1.276331622,0.839831296,0.981455769,0.606774504,1.460455688
P11679;CON__Q9H552,P11679,"Keratin, type II cytoskeletal 8",Krt8,,0.394268967,0.273182126,0.148756411,0.157910188,0.129408353,2.650433445,0.006208646,0.013882954,0.005500971,0.012300546,0.934138949,1.128645332,0.151116957,0.112948584,0.080155023,0.063350175,0.264361754,1.885308631
P97861,P97861,"Keratin, type II cuticular Hb6",Krt86,,0.519454694,1.060510677,0.433837238,0.470242543,0.874804179,1.197349257,0.107599184,0.115489719,0.087774746,0.145726059,0.817867691,1.225855836,1.175378624,1.087875236,0.934331077,1.251645572,0.753658735,1.257989435
P02463,P02463,Collagen alpha-1(IV) chain;Arresten,Col4a1,,0.561819102,0.249752076,0.185507223,0.005479589,0.028044737,3.028556475,0.288890427,0.08640399,0.262299101,0.083137185,0.633327015,1.101377875,0.963097306,0.142633229,0.330930993,0.060340996,0.000177482,2.910266264
P08122;D3YV27;B1AVK5,P08122,Collagen alpha-2(IV) chain;Canstatin,Col4a2,,0.31423024,0.130642917,0.110883932,0.057381897,0.021394487,2.833866305,0.064347506,0.017703165,0.031436248,0.018839559,0.021675069,2.046920705,0.45700182,0.155606781,0.203880151,0.030810824,0.020632611,2.241521885
Q9EQG9;Q9EQG9-2;Q9EQG9-3,Q9EQG9;Q9EQG9-2;Q9EQG9-3,Collagen type IV alpha-3-binding protein,Col4a3bp,,0.043411166,0.005973497,0.069577747,0.007178215,0.000276536,0.623923132,0.0408668,0.009631895,0.082956012,0.020504117,0.006729246,0.492632169,0.041946083,0.011269286,0.050256799,0.013832267,0.329264658,0.834634985
Q04857,Q04857,Collagen alpha-1(VI) chain,Col6a1,,0.113136901,0.085057969,0.045455408,0.017811415,0.150771596,2.488964591,0.059631087,0.029067662,0.03754817,0.038237808,0.336080024,1.588122321,0.215502538,0.086879468,0.065515315,0.023177571,0.015998549,3.289345967
Q02788;D3Z7D5,Q02788;D3Z7D5,Collagen alpha-2(VI) chain,Col6a2,,0.070700735,0.060785301,0.013425834,0.005648331,0.102722316,5.26602181,0.042905945,0.032618711,0.008227874,0.009072225,0.075012734,5.214706458,0.083252604,0.031814304,0.010396732,0.008985939,0.005360235,8.007574058
J3QQ16;A0A087WS16;E9PWQ3;D3YWD1,J3QQ16;A0A087WS16;E9PWQ3;D3YWD1,,Col6a3,,0.136319077,0.067702129,0.059920465,0.020042192,0.063407136,2.275000332,0.055084845,0.009362368,0.036962764,0.013274566,0.040450738,1.490279388,0.186607376,0.057543062,0.105252454,0.020217789,0.030915961,1.772950364
Q60847;E9PX70;Q60847-2;Q60847-5;Q60847-4;Q60847-3;F6WIM8,Q60847;E9PX70;Q60847-2;Q60847-5;Q60847-4;Q60847-3,Collagen alpha-1(XII) chain,Col12a1,,0.044359378,0.034172162,0.008942944,0.004220324,0.080982157,4.960265764,0.022025387,0.005149232,0.047494504,0.060596249,0.401348209,0.463746014,0.046451343,0.016565802,0.015742036,0.009186503,0.010283591,2.950783603
O35206;A2AJY2;A2AJY7;A2AJY5,O35206;A2AJY2;A2AJY7;A2AJY5,Collagen alpha-1(XV) chain;Restin,Col15a1,,0.000532841,0.001191469,0.000949943,0.001316012,0.613704776,0.560919014,0.000992887,0.002220163,0,0,0.373900966,,0.006061074,0.006319046,0.008486447,0.005146365,0.525213834,0.714206321
E9QPX1;P39061-1;P39061;P39061-2;D3Z5C2,E9QPX1;P39061-1;P39061;P39061-2,Collagen alpha-1(XVIII) chain;Endostatin,Col18a1,,0.064788179,0.05106218,0.018859969,0.013287903,0.114994843,3.435221938,0.008835559,0.003916079,0.003920293,0.008766041,0.299380206,2.253800683,0.124457765,0.016431295,0.069128991,0.020654771,0.001788746,1.800370049
Q62178;D3YWV5;D3YZ30;D3YUM4;D3Z336;V9GXF5;V9GXH9;D3YVM6;V9GWW2,Q62178;D3YWV5,Semaphorin-4A,Sema4a,,0.081241612,0.01741754,0.096230136,0.031935188,0.391380257,0.844242935,0.183054418,0.08379679,0.464763951,0.134549922,0.005867983,0.393865354,0.094882044,0.028248907,0.05166366,0.033739935,0.060373995,1.836533536
Q62179;F2Z3W4,Q62179;F2Z3W4,Semaphorin-4B,Sema4b,,0.104830265,0.023298778,0.072288801,0.022332938,0.054233043,1.450159136,0.009305164,0.006249146,0.059810449,0.039050094,0.04350615,0.155577559,0.035156934,0.009529034,0.021188896,0.012474372,0.084288111,1.659215043
O09126,O09126,Semaphorin-4D,Sema4d,,0.065872109,0.011951502,0.133820833,0.032606635,0.007005743,0.492241061,0.210143043,0.072110589,0.290937885,0.036776139,0.067473601,0.72229522,0.138908608,0.016783524,0.238880128,0.039803871,0.002860225,0.58149922
Q9WUH7,Q9WUH7,Semaphorin-4G,Sema4g,,0,0,0.000195445,0.000437029,0.373900966,0,0.001009664,0.002257678,0,0,0.373900966,,0.0365979,0.030008537,0.068867017,0.020703191,0.087682972,0.531428565
O54951,O54951,Semaphorin-6B,Sema6b,,0.025371164,0.00628519,0.039753362,0.007728606,0.012766071,0.638214305,0.039461816,0.010281175,0.081036632,0.040052067,0.080052977,0.486962682,0.009838513,0.005078341,0.011016317,0.002770794,0.664467801,0.893085525
Q9QUR8,Q9QUR8,Semaphorin-7A,Sema7a,,0.258320016,0.048121568,0.341694915,0.015271165,0.015187158,0.755996079,0.32754917,0.069600717,1.100415673,0.343532348,0.006412349,0.297659492,0.703778943,0.116561489,0.540417427,0.116416373,0.057418668,1.302287653
Q80YX1;Q80YX1-2;Q80YX1-3;Q80YX1-4;Q80YX1-5;Q80YX0,Q80YX1;Q80YX1-2;Q80YX1-3;Q80YX1-4;Q80YX1-5,Tenascin,Tnc,,0.139401537,0.026013866,1.599634806,0.160528956,2.43198E-05,0.087145851,0.083253209,0.031109097,0.657186811,0.19045723,0.002203605,0.126681193,0.474170882,0.150281119,1.292525014,0.163944404,3.72466E-05,0.366856252
Q61282,Q61282,Aggrecan core protein,Acan,,0.147314424,0.058093339,0.015963625,0.005334556,0.006993483,9.228131064,0.18400765,0.060621415,0.022424837,0.01453224,0.003132544,8.205529037,0.409406691,0.088294792,0.013905959,0.021690563,0.000351869,29.44109781
M0QWP1,M0QWP1,,Agrn,,0.102519229,0.018633753,0.10154104,0.015984654,0.931247029,1.00963343,0.110836829,0.024177074,0.169278756,0.060916557,0.100226617,0.654759236,0.235087704,0.02033479,0.109940188,0.034067346,0.000278127,2.138323652
P55066,P55066,Neurocan core protein,Ncan,,5.894693817,0.940485551,3.362525378,0.310140915,0.002510387,1.753055562,1.526930449,0.857864288,1.434035923,0.375466222,0.832489702,1.064778382,1.953170181,0.58833805,0.543687849,0.154207575,0.004620556,3.592447736
E9PYH0;Q62059;E9QMK2;Q62059-3,E9PYH0;Q62059;E9QMK2;Q62059-3,Versican core protein,Vcan,,0.499208344,0.08350273,0.205029794,0.02681088,0.000783908,2.434808789,0.365173105,0.037251452,0.262972616,0.102263714,0.089308973,1.38863548,1.154079447,0.197245715,0.361204772,0.065921974,0.000410747,3.195083607
Q61361;A0A0A6YW95,Q61361,Brevican core protein,Bcan,,7.893747378,0.805352457,6.067888394,0.815087732,0.007369238,1.300905169,4.996627891,1.894066125,3.962638385,1.521827963,0.370415675,1.260934611,7.140597961,1.289326733,3.375614875,0.201954197,0.002516595,2.115347344
P28654,P28654,Decorin,Dcn,,0.024270818,0.026139376,0.035785074,0.023072538,0.481653762,0.678238598,0,0,0,0,,,0.079601789,0.077933877,0.016131552,0.024584926,0.145535329,4.93454007
P28653,P28653,Biglycan,Bgn,,0.151309961,0.080626521,0.025577401,0.028354052,0.021889436,5.915767728,0.095850816,0.067875302,0,0,0.034260056,,0.202464929,0.118509678,0.016409805,0.010038535,0.024370042,12.33804619
Q9ER58;F6SLR4,Q9ER58;F6SLR4,Testican-2,Spock2,,0.045821558,0.026674088,0.06142107,0.041818039,0.50528512,0.746023438,0.026387444,0.015154445,0.257452962,0.120139749,0.012135648,0.102494235,0.147812415,0.077784234,0.160211944,0.05469306,0.778850727,0.922605463
P50608,P50608,Fibromodulin,Fmod,,0.09661554,0.080527577,0.032391611,0.010450263,0.149361466,2.982733358,0.081104705,0.056246882,0.03241232,0.033245501,0.142925016,2.502280118,0.093776042,0.061046482,0.024246189,0.02344342,0.061834859,3.867661125
Q9QUP5,Q9QUP5,Hyaluronan and proteoglycan link protein 1,Hapln1,,11.38919302,2.504396184,3.78993107,1.194358327,0.001028,3.005118778,5.654875113,2.290374053,2.452937556,0.794946426,0.032160481,2.305348173,13.49353646,2.288212565,1.747983945,0.326987437,0.000273862,7.71948535
Q9ESM3,Q9ESM3,Hyaluronan and proteoglycan link protein 2,Hapln2,,2.42347045,0.474014707,0.003034973,0.006786406,0.000335049,798.5147052,2.444838458,1.039893834,0.073188447,0.073770496,0.006860351,33.40470476,12.57994838,2.649070643,0.235830981,0.104292506,0.000473034,53.34306926
Q80WM5,Q80WM5,Hyaluronan and proteoglycan link protein 3,Hapln3,,0.784151662,0.077171484,0.225632603,0.016169153,5.17303E-05,3.475347322,0.237360561,0.155809992,0.1534874,0.105404873,0.351858286,1.546449815,0.52739954,0.153822629,0.059431026,0.040160332,0.001743701,8.874144907
Q80WM4,Q80WM4,Hyaluronan and proteoglycan link protein 4,Hapln4,,2.644799511,0.670061463,1.231385004,0.193193985,0.007362518,2.147825013,1.831763302,0.690434471,1.113135327,0.616775456,0.121309754,1.645589047,4.835738691,0.884220478,2.388693858,0.326135715,0.002042736,2.024427984
P15379;P15379-2;Q3U8S1;A2APM5;A2APM3;A2APM4;E9QKM8;Q80X37;A2APM1;A2APM2;P15379-3;P15379-6;P15379-11;P15379-5;P15379-10;P15379-9;P15379-4;P15379-8;P15379-7;P15379-12;P15379-13,P15379;P15379-2;Q3U8S1;A2APM5;A2APM3;A2APM4;E9QKM8;Q80X37;A2APM1;A2APM2;P15379-3;P15379-6;P15379-11;P15379-5;P15379-10;P15379-9;P15379-4;P15379-8;P15379-7;P15379-12;P15379-13,CD44 antigen,Cd44,,0.030799236,0.01095788,0.082731807,0.018326141,0.001214333,0.37227805,0.033910457,0.023904666,0.030129461,0.049718055,0.883427577,1.125491641,0.062964902,0.024288793,0.07475739,0.024283754,0.46469609,0.842256561
Q9JKS5;E9QKB2,Q9JKS5;E9QKB2,Intracellular hyaluronan-binding protein 4,Habp4,,0.409278904,0.082938532,0.704962478,0.081989426,0.000471033,0.580568351,0.680698086,0.362115674,0.488830676,0.087670288,0.307396521,1.3925028,0.384658424,0.089603353,0.346819163,0.068749922,0.476596765,1.10910372
O35598;E9PYF2;D3Z1E6,O35598;E9PYF2,Disintegrin and metalloproteinase domain-containing protein 10,Adam10,ECM remodeling - enzymes,0.382853044,0.032069406,0.295281751,0.020205502,0.001459418,1.296568591,0.122674585,0.053047941,0.093090734,0.078803666,0.508631342,1.317795871,0.312797103,0.063714551,0.244245281,0.087440468,0.197696592,1.28066795
Q7TQG7;Q9R1V4,Q7TQG7;Q9R1V4,Disintegrin and metalloproteinase domain-containing protein 11,Adam11,ECM remodeling - enzymes,0.325473255,0.046770804,0.22998607,0.041992886,0.009565028,1.415186823,0.220373838,0.109508455,0.438111125,0.10484786,0.012429247,0.503008999,0.536767459,0.111728524,0.198232656,0.076719902,0.000794351,2.707765052
Q9R1V6-14;Q9R1V6-11;D3YUP9;F7DAP1;F6XIT3,Q9R1V6-14;Q9R1V6-11;D3YUP9,Disintegrin and metalloproteinase domain-containing protein 22,Adam22,ECM remodeling - enzymes,0.866916931,0.106939158,0.607348361,0.107037807,0.004974957,1.427380045,1.168534753,0.48179226,1.080429698,0.524372674,0.789105216,1.081546309,1.106409179,0.337848178,0.878989527,0.200294903,0.239478257,1.258728511
Q9R1V7;Q9R1V7-2;Q5SRA0;Q9R1V7-4;Q9R1V7-3,Q9R1V7;Q9R1V7-2;Q5SRA0;Q9R1V7-4;Q9R1V7-3,Disintegrin and metalloproteinase domain-containing protein 23,Adam23,ECM remodeling - enzymes,0.842408886,0.095880757,0.582757353,0.097239214,0.002794311,1.445556855,0.924586628,0.155649331,0.516016659,0.131425589,0.002189446,1.791776705,1.781096062,0.217933109,0.696671667,0.115957443,5.81277E-05,2.556578867
Q9R0S3,Q9R0S3,Matrix metalloproteinase-17,Mmp17,ECM remodeling - enzymes,0.066003294,0.016968239,0.108641005,0.017986112,0.004869194,0.607535742,0.070699038,0.023327438,0.147258032,0.118092994,0.223110822,0.480103104,0.005879095,0.008959349,0,0,0.216195684,
Q60841;Q60841-3;Q60841-2,Q60841;Q60841-3;Q60841-2,Reelin,Reln,ECM remodeling - enzymes,0.012206343,0.005339681,0.021348533,0.006152281,0.036956268,0.571764948,0.005057582,0.003593069,0.012207882,0.006007815,0.05890991,0.414288195,0.026374465,0.007183898,0.047834973,0.014738985,0.027473563,0.55136365
