Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
Q76MZ3|2AAA_MOUSE,1.11,294.35,3.28E+04,3.16E+04,1,0.96,32,24,15,Carbamidomethylation; TMT6plex; Oxidation (M),65323,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus GN=Ppp2r1a PE=1 SV=3
Q8CAQ8|MIC60_MOUSE,1.96,294.32,1.08E+03,1.10E+03,1,1.02,3,29,2,TMT6plex,83900,MICOS complex subunit Mic60 OS=Mus musculus GN=Immt PE=1 SV=1
Q64521|GPDM_MOUSE,0.71,293.57,5.26E+04,5.12E+04,1,0.97,50,33,32,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),80954,Glycerol-3-phosphate dehydrogenase  mitochondrial OS=Mus musculus GN=Gpd2 PE=1 SV=2
tr|A2AQR0|A2AQR0_MOUSE,0.71,293.57,5.26E+04,5.12E+04,1,0.97,49,33,32,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),82830,Glycerol-3-phosphate dehydrogenase OS=Mus musculus GN=Gpd2 PE=1 SV=1
P12960|CNTN1_MOUSE,6.86,293.37,3.40E+04,3.32E+04,1,0.98,30,31,27,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),113388,Contactin-1 OS=Mus musculus GN=Cntn1 PE=1 SV=1
P16125|LDHB_MOUSE,5.52,292.78,1.78E+05,1.87E+05,1,1.05,50,24,20,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),36572,L-lactate dehydrogenase B chain OS=Mus musculus GN=Ldhb PE=1 SV=2
Q99P72|RTN4_MOUSE,3.66,292.12,2.30E+04,1.95E+04,1,0.85,31,24,22,Carbamidomethylation; TMT6plex; Oxidation (M),126613,Reticulon-4 OS=Mus musculus GN=Rtn4 PE=1 SV=2
P63328|PP2BA_MOUSE,2.87,291.99,8.00E+04,7.55E+04,1,0.94,35,24,11,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),58644,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus GN=Ppp3ca PE=1 SV=1
tr|Q5SVJ0|Q5SVJ0_MOUSE,5.91,291.67,3.43E+04,2.69E+04,1,0.78,26,24,13,Carbamidomethylation; TMT6plex; Deamidation (NQ),72903,Calcium/calmodulin-dependent protein kinase II  beta  isoform CRA_b OS=Mus musculus GN=Camk2b PE=1 SV=1
P47857|PFKAM_MOUSE,3.38,290.92,2.40E+04,2.32E+04,1,0.97,28,25,19,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),85269,ATP-dependent 6-phosphofructokinase  muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3
D3Z7P3|GLSK_MOUSE,1.48,290.53,3.74E+04,3.61E+04,1,0.96,44,23,22,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),73964,Glutaminase kidney isoform  mitochondrial OS=Mus musculus GN=Gls PE=1 SV=1
Q91VD9|NDUS1_MOUSE,3.81,289.72,4.40E+04,4.43E+04,1,1.01,41,30,28,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),79777,NADH-ubiquinone oxidoreductase 75 kDa subunit  mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2
Q60932|VDAC1_MOUSE,3.07,289.54,1.66E+05,1.78E+05,1,1.07,65,24,20,Carbamidomethylation; TMT6plex; Deamidation (NQ),32351,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1 PE=1 SV=3
Q8K0U4|HS12A_MOUSE,2.36,289.5,5.05E+04,4.85E+04,1,0.96,41,25,23,Carbamidomethylation; TMT6plex; Deamidation (NQ),74871,Heat shock 70 kDa protein 12A OS=Mus musculus GN=Hspa12a PE=1 SV=1
tr|Q3TT92|Q3TT92_MOUSE,3.27,288.97,2.34E+04,2.03E+04,1,0.87,35,21,14,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),61780,Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1
Q62188|DPYL3_MOUSE,3.27,288.97,2.34E+04,2.03E+04,1,0.87,35,21,14,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),61936,Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1
tr|E9PWE8|E9PWE8_MOUSE,3.27,288.97,2.34E+04,2.03E+04,1,0.87,29,21,14,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),73884,Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1
Q9QYX7|PCLO_MOUSE,1.55,288.6,1.19E+04,1.06E+04,1,0.9,6,30,22,TMT6plex; Deamidation (NQ),550842,Protein piccolo OS=Mus musculus GN=Pclo PE=1 SV=4
Q11011|PSA_MOUSE,2,287.99,3.63E+04,3.33E+04,1,0.92,35,32,27,Carbamidomethylation; TMT6plex,103325,Puromycin-sensitive aminopeptidase OS=Mus musculus GN=Npepps PE=1 SV=2
P61922|GABT_MOUSE,1.18,287.77,3.45E+04,3.37E+04,1,0.98,53,21,18,Carbamidomethylation; TMT6plex; Oxidation (M),56452,4-aminobutyrate aminotransferase  mitochondrial OS=Mus musculus GN=Abat PE=1 SV=1
tr|B1ARU4|B1ARU4_MOUSE,1.48,287.58,520,422.656,1,0.81,0,23,1,TMT6plex; Oxidation (M),831666,Microtubule-actin cross-linking factor 1 OS=Mus musculus GN=Macf1 PE=1 SV=1
tr|E9PVY8|E9PVY8_MOUSE,1.48,287.58,520,422.656,1,0.81,0,23,1,TMT6plex; Oxidation (M),831893,Microtubule-actin cross-linking factor 1 OS=Mus musculus GN=Macf1 PE=1 SV=2
P80314|TCPB_MOUSE,1.04,286.35,1.72E+04,1.75E+04,1,1.01,38,21,18,Carbamidomethylation; TMT6plex; Oxidation (M),57477,T-complex protein 1 subunit beta OS=Mus musculus GN=Cct2 PE=1 SV=4
P43006|EAA2_MOUSE,6.96,286.13,9.53E+04,9.51E+04,1,1,17,18,9,Carbamidomethylation; TMT6plex; Deamidation (NQ),62030,Excitatory amino acid transporter 2 OS=Mus musculus GN=Slc1a2 PE=1 SV=1
P12382|PFKAL_MOUSE,1.24,285.55,1.40E+04,1.30E+04,1,0.93,16,17,11,Carbamidomethylation; TMT6plex,85360,ATP-dependent 6-phosphofructokinase  liver type OS=Mus musculus GN=Pfkl PE=1 SV=4
tr|E9Q1G8|E9Q1G8_MOUSE,2.48,285.14,355,353.407,1,1,3,25,1,Carbamidomethylation; TMT6plex,50649,Septin-7 OS=Mus musculus GN=Sept7 PE=1 SV=2
tr|A8DUK4|A8DUK4_MOUSE,17.09,284.72,1.31E+05,2.34E+05,1,1.79,31,23,7,TMT6plex; Deamidation (NQ),15748,Beta-globin OS=Mus musculus GN=Hbbt1 PE=1 SV=1
tr|D3YZ62|D3YZ62_MOUSE,2.72,284.35,1.35E+04,1.13E+04,1,0.83,11,39,21,Carbamidomethylation; TMT6plex,212334,Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=1
tr|D3Z4J3|D3Z4J3_MOUSE,2.72,284.35,1.35E+04,1.13E+04,1,0.83,11,39,21,Carbamidomethylation; TMT6plex,215523,Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=1
P03995|GFAP_MOUSE,2.54,284.25,6.24E+04,6.63E+04,1,1.06,52,26,21,Carbamidomethylation; TMT6plex; Deamidation (NQ),49900,Glial fibrillary acidic protein OS=Mus musculus GN=Gfap PE=1 SV=4
P63318|KPCG_MOUSE,2.31,284.18,3.31E+04,2.92E+04,1,0.88,34,28,21,Carbamidomethylation; TMT6plex,78358,Protein kinase C gamma type OS=Mus musculus GN=Prkcg PE=1 SV=1
P20029|GRP78_MOUSE,3.64,283.63,3.59E+04,3.00E+04,1,0.83,45,31,26,TMT6plex; Oxidation (M); Deamidation (NQ),72422,78 kDa glucose-regulated protein OS=Mus musculus GN=Hspa5 PE=1 SV=3
P11798|KCC2A_MOUSE,5.24,283.57,1.51E+05,1.16E+05,1,0.77,30,25,15,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),54115,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Mus musculus GN=Camk2a PE=1 SV=2
tr|F8WIS9|F8WIS9_MOUSE,5.24,283.57,1.51E+05,1.16E+05,1,0.77,30,25,15,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),55347,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Mus musculus GN=Camk2a PE=1 SV=1
Q61699|HS105_MOUSE,3.33,283.11,1.82E+04,1.47E+04,1,0.81,20,18,15,Carbamidomethylation; TMT6plex,96407,Heat shock protein 105 kDa OS=Mus musculus GN=Hsph1 PE=1 SV=2
P15105|GLNA_MOUSE,2.49,282.97,1.68E+05,1.72E+05,1,1.03,54,22,22,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),42120,Glutamine synthetase OS=Mus musculus GN=Glul PE=1 SV=6
P28663|SNAB_MOUSE,4.26,282.96,3.42E+04,3.32E+04,1,0.97,52,19,13,Carbamidomethylation; TMT6plex,33557,Beta-soluble NSF attachment protein OS=Mus musculus GN=Napb PE=1 SV=2
P27773|PDIA3_MOUSE,1.94,282.93,4.92E+04,4.41E+04,1,0.9,49,26,25,TMT6plex; Oxidation (M); Deamidation (NQ),56678,Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2
tr|E9QPD7|E9QPD7_MOUSE,1.22,282.66,9.50E+03,1.02E+04,1,1.07,12,17,14,Carbamidomethylation; TMT6plex,129832,Pyruvate carboxylase OS=Mus musculus GN=Pcx PE=1 SV=1
tr|G5E8R3|G5E8R3_MOUSE,1.22,282.66,9.50E+03,1.02E+04,1,1.07,12,17,14,Carbamidomethylation; TMT6plex,129701,Pyruvate carboxylase OS=Mus musculus GN=Pcx PE=1 SV=1
Q05920|PYC_MOUSE,1.22,282.66,9.50E+03,1.02E+04,1,1.07,12,17,14,Carbamidomethylation; TMT6plex,129684,Pyruvate carboxylase  mitochondrial OS=Mus musculus GN=Pc PE=1 SV=1
tr|Q0VF55|Q0VF55_MOUSE,2.18,282.4,1.20E+04,1.04E+04,1,0.86,14,35,13,Carbamidomethylation; TMT6plex; Deamidation (NQ),134360,Calcium-transporting ATPase OS=Mus musculus GN=Atp2b3 PE=1 SV=1
Q9CZ13|QCR1_MOUSE,4.26,281.55,4.86E+04,5.42E+04,1,1.11,42,20,18,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),52852,Cytochrome b-c1 complex subunit 1  mitochondrial OS=Mus musculus GN=Uqcrc1 PE=1 SV=2
Q9WV92|E41L3_MOUSE,0.73,281.5,2.50E+04,2.37E+04,1,0.95,28,32,25,Carbamidomethylation; TMT6plex,103338,Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1
Q4KMM3|OXR1_MOUSE,1.58,281.48,2.60E+04,2.34E+04,1,0.9,28,23,21,TMT6plex; Oxidation (M),95912,Oxidation resistance protein 1 OS=Mus musculus GN=Oxr1 PE=1 SV=3
tr|A0A0A6YX18|A0A0A6YX18_MOUSE,1.55,281.05,3.50E+04,3.18E+04,1,0.91,40,20,17,Carbamidomethylation; TMT6plex; Oxidation (M),54109,V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1
Q8BVE3|VATH_MOUSE,1.55,281.05,3.50E+04,3.18E+04,1,0.91,39,20,17,Carbamidomethylation; TMT6plex; Oxidation (M),55855,V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1
P68033|ACTC_MOUSE,16.13,280.88,8.40E+04,8.56E+04,1,1.02,21,26,5,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),42019,Actin  alpha cardiac muscle 1 OS=Mus musculus GN=Actc1 PE=1 SV=1
Q5SQX6|CYFP2_MOUSE,2.1,280.8,1.22E+04,1.07E+04,1,0.88,12,33,15,Carbamidomethylation; TMT6plex,145659,Cytoplasmic FMR1-interacting protein 2 OS=Mus musculus GN=Cyfip2 PE=1 SV=2
tr|A0A1W2P7Y9|A0A1W2P7Y9_MOUSE,4.82,280.55,2.50E+03,2.07E+03,1,0.83,2,22,2,TMT6plex,125513,Neuronal cell adhesion molecule OS=Mus musculus GN=Nrcam PE=1 SV=1
Q9WUA3|PFKAP_MOUSE,1.33,279.91,1.33E+04,1.28E+04,1,0.96,18,23,11,Carbamidomethylation; TMT6plex,85455,ATP-dependent 6-phosphofructokinase  platelet type OS=Mus musculus GN=Pfkp PE=1 SV=1
tr|Q8C605|Q8C605_MOUSE,1.33,279.91,1.33E+04,1.28E+04,1,0.96,18,23,11,Carbamidomethylation; TMT6plex,85547,ATP-dependent 6-phosphofructokinase OS=Mus musculus GN=Pfkp PE=1 SV=1
Q8K2B3|SDHA_MOUSE,2.1,279.72,4.02E+04,4.09E+04,1,1.02,36,22,21,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),72585,Succinate dehydrogenase [ubiquinone] flavoprotein subunit  mitochondrial OS=Mus musculus GN=Sdha PE=1 SV=1
tr|A0A1L1SV25|A0A1L1SV25_MOUSE,9.06,279.14,2.54E+03,2.27E+03,1,0.89,5,25,4,TMT6plex,107108,Alpha-actinin-4 OS=Mus musculus GN=Actn4 PE=1 SV=1
P58281|OPA1_MOUSE,5.36,279.08,2.13E+04,2.56E+04,1,1.2,23,28,22,Carbamidomethylation; TMT6plex,111339,Dynamin-like 120 kDa protein  mitochondrial OS=Mus musculus GN=Opa1 PE=1 SV=1
Q810U4|NRCAM_MOUSE,0.44,278.85,304,309.231,1,1.02,1,22,1,TMT6plex; Deamidation (NQ),138521,Neuronal cell adhesion molecule OS=Mus musculus GN=Nrcam PE=1 SV=2
Q9CZU6|CISY_MOUSE,2.24,278.5,8.52E+04,9.41E+04,1,1.1,25,23,12,TMT6plex; Oxidation (M),51737,Citrate synthase  mitochondrial OS=Mus musculus GN=Cs PE=1 SV=1
Q8QZT1|THIL_MOUSE,2.37,278.06,5.72E+04,5.66E+04,1,0.99,50,22,16,Carbamidomethylation; TMT6plex; Oxidation (M),44816,Acetyl-CoA acetyltransferase  mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1
Q7TQF7|AMPH_MOUSE,1.82,277.76,6.65E+04,6.04E+04,1,0.91,33,22,21,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),75013,Amphiphysin OS=Mus musculus GN=Amph PE=1 SV=1
tr|A0A0G2JEG8|A0A0G2JEG8_MOUSE,1.82,277.76,6.65E+04,6.04E+04,1,0.91,33,22,21,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),75340,Amphiphysin OS=Mus musculus GN=Amph PE=1 SV=1
tr|S4R2K9|S4R2K9_MOUSE,1.22,276.83,3.10E+03,3.24E+03,1,1.05,3,24,7,TMT6plex,284642,Ankyrin-3 (Fragment) OS=Mus musculus GN=Ank3 PE=1 SV=1
Q8BMF4|ODP2_MOUSE,1.69,276.64,7.24E+04,7.95E+04,1,1.1,38,20,19,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),67942,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex  mitochondrial OS=Mus musculus GN=Dlat PE=1 SV=2
P48962|ADT1_MOUSE,3.7,276.58,1.05E+05,1.07E+05,1,1.02,26,22,7,Carbamidomethylation; TMT6plex; Deamidation (NQ),32904,ADP/ATP translocase 1 OS=Mus musculus GN=Slc25a4 PE=1 SV=4
tr|Q3TMU8|Q3TMU8_MOUSE,1.28,276.3,1.40E+04,1.32E+04,1,0.94,28,17,13,Carbamidomethylation; TMT6plex; Deamidation (NQ),61928,Dihydropyrimidinase-like 4 OS=Mus musculus GN=Dpysl4 PE=1 SV=1
O35098|DPYL4_MOUSE,1.28,276.3,1.40E+04,1.32E+04,1,0.94,28,17,13,Carbamidomethylation; TMT6plex; Deamidation (NQ),61962,Dihydropyrimidinase-related protein 4 OS=Mus musculus GN=Dpysl4 PE=1 SV=1
tr|A0A0R4J1N0|A0A0R4J1N0_MOUSE,1.28,276.3,1.40E+04,1.32E+04,1,0.94,27,17,13,Carbamidomethylation; TMT6plex; Deamidation (NQ),64303,Dihydropyrimidinase-related protein 4 OS=Mus musculus GN=Dpysl4 PE=1 SV=1
P30275|KCRU_MOUSE,2.67,276.28,5.60E+04,6.14E+04,1,1.1,38,19,13,Carbamidomethylation; TMT6plex; Deamidation (NQ),47004,Creatine kinase U-type  mitochondrial OS=Mus musculus GN=Ckmt1 PE=1 SV=1
O08749|DLDH_MOUSE,2.49,275.49,7.68E+04,8.72E+04,1,1.14,48,21,20,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),54272,Dihydrolipoyl dehydrogenase  mitochondrial OS=Mus musculus GN=Dld PE=1 SV=2
P02088|HBB1_MOUSE,58.95,274.96,1.47E+04,2.34E+04,1,1.59,15,19,2,Carbamidomethylation; TMT6plex; Deamidation (NQ),15840,Hemoglobin subunit beta-1 OS=Mus musculus GN=Hbb-b1 PE=1 SV=2
tr|E9Q7L0|E9Q7L0_MOUSE,1.25,274.23,5.17E+03,5.33E+03,1,1.03,10,17,8,Carbamidomethylation; TMT6plex,116600,Oxoglutarate dehydrogenase-like OS=Mus musculus GN=Ogdhl PE=1 SV=1
Q8BFR5|EFTU_MOUSE,1.88,274.07,3.75E+04,3.32E+04,1,0.89,52,23,21,Carbamidomethylation; TMT6plex; Oxidation (M),49508,Elongation factor Tu  mitochondrial OS=Mus musculus GN=Tufm PE=1 SV=1
O54983|CRYM_MOUSE,3.09,273.72,6.46E+04,6.14E+04,1,0.95,51,17,16,Carbamidomethylation; TMT6plex; Oxidation (M),33523,Ketimine reductase mu-crystallin OS=Mus musculus GN=Crym PE=1 SV=1
P14824|ANXA6_MOUSE,1.18,273.59,1.74E+04,1.75E+04,1,1.01,36,24,21,Carbamidomethylation; TMT6plex,75885,Annexin A6 OS=Mus musculus GN=Anxa6 PE=1 SV=3
Q3UHJ0|AAK1_MOUSE,2.15,273.34,1.42E+04,1.27E+04,1,0.89,22,17,14,Carbamidomethylation; TMT6plex,103346,AP2-associated protein kinase 1 OS=Mus musculus GN=Aak1 PE=1 SV=2
P62259|1433E_MOUSE,2.42,272.96,5.71E+04,5.05E+04,1,0.88,42,22,9,TMT6plex; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),29174,14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1
P17751|TPIS_MOUSE,1.73,272.95,2.35E+05,2.23E+05,1,0.95,56,13,13,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),32192,Triosephosphate isomerase OS=Mus musculus GN=Tpi1 PE=1 SV=4
P14152|MDHC_MOUSE,0.3,272.77,2.03E+05,2.02E+05,1,1,47,19,16,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),36511,Malate dehydrogenase  cytoplasmic OS=Mus musculus GN=Mdh1 PE=1 SV=3
Q921I1|TRFE_MOUSE,1.45,272.72,991,1.15E+03,1,1.16,1,28,2,Carbamidomethylation; TMT6plex,76724,Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1
P11983|TCPA_MOUSE,0.94,272.45,2.35E+04,2.23E+04,1,0.95,38,24,19,Carbamidomethylation; TMT6plex,60449,T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3
tr|B1AQX9|B1AQX9_MOUSE,2.98,272.31,1.01E+04,9.32E+03,1,0.92,17,23,18,Carbamidomethylation; TMT6plex,130609,SRC kinase-signaling inhibitor 1 OS=Mus musculus GN=Srcin1 PE=1 SV=1
Q9D051|ODPB_MOUSE,3.06,271.39,7.99E+04,8.99E+04,1,1.12,58,19,17,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),38937,Pyruvate dehydrogenase E1 component subunit beta  mitochondrial OS=Mus musculus GN=Pdhb PE=1 SV=1
Q61301|CTNA2_MOUSE,3.96,271.22,7.78E+03,6.52E+03,1,0.84,13,15,10,TMT6plex; Oxidation (M); Deamidation (NQ),105286,Catenin alpha-2 OS=Mus musculus GN=Ctnna2 PE=1 SV=3
tr|E0CXB9|E0CXB9_MOUSE,3.96,271.22,7.78E+03,6.52E+03,1,0.84,13,15,10,TMT6plex; Oxidation (M); Deamidation (NQ),106730,Catenin alpha-2 OS=Mus musculus GN=Ctnna2 PE=1 SV=1
Q8BWF0|SSDH_MOUSE,2.22,271.06,3.12E+04,3.40E+04,1,1.09,36,16,16,Carbamidomethylation; TMT6plex; Deamidation (NQ),55968,Succinate-semialdehyde dehydrogenase  mitochondrial OS=Mus musculus GN=Aldh5a1 PE=1 SV=1
P63101|1433Z_MOUSE,1.95,271.05,2.84E+05,2.70E+05,1,0.95,49,25,15,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),27771,14-3-3 protein zeta/delta OS=Mus musculus GN=Ywhaz PE=1 SV=1
Q8BZ98|DYN3_MOUSE,0.88,270.39,5.78E+03,5.37E+03,1,0.93,9,24,8,Carbamidomethylation; TMT6plex,97190,Dynamin-3 OS=Mus musculus GN=Dnm3 PE=1 SV=1
tr|E9QLL2|E9QLL2_MOUSE,0.88,270.39,5.78E+03,5.37E+03,1,0.93,9,24,8,Carbamidomethylation; TMT6plex,97274,Dynamin-3 OS=Mus musculus GN=Dnm3 PE=1 SV=1
tr|Q91VB8|Q91VB8_MOUSE,21.94,269.97,3.31E+05,5.94E+05,1,1.79,89,16,15,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),15112,Alpha globin 1 OS=Mus musculus GN=Hba-a1 PE=1 SV=1
tr|F7AAP4|F7AAP4_MOUSE,4.79,269.91,7.85E+03,6.58E+03,1,0.84,7,24,8,Carbamidomethylation; TMT6plex,128562,Calcium-transporting ATPase OS=Mus musculus GN=Atp2b4 PE=1 SV=1
tr|E9Q828|E9Q828_MOUSE,4.79,269.91,7.85E+03,6.58E+03,1,0.84,7,24,8,Carbamidomethylation; TMT6plex,129256,Calcium-transporting ATPase OS=Mus musculus GN=Atp2b4 PE=1 SV=1
P62874|GBB1_MOUSE,1.66,268.09,3.96E+04,4.26E+04,1,1.08,25,16,5,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),37377,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus GN=Gnb1 PE=1 SV=3
P19246|NFH_MOUSE,2.84,267.02,2.00E+04,2.22E+04,1,1.11,15,22,15,Carbamidomethylation; TMT6plex; Deamidation (NQ),116994,Neurofilament heavy polypeptide OS=Mus musculus GN=Nefh PE=1 SV=3
P46096|SYT1_MOUSE,3.07,266.91,1.10E+05,9.41E+04,1,0.86,37,21,14,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),47418,Synaptotagmin-1 OS=Mus musculus GN=Syt1 PE=1 SV=1
P61982|1433G_MOUSE,4.81,266.83,7.93E+04,6.28E+04,1,0.79,50,18,9,Carbamidomethylation; TMT6plex; Deamidation (NQ),28303,14-3-3 protein gamma OS=Mus musculus GN=Ywhag PE=1 SV=2
Q9Z2Q6|SEPT5_MOUSE,1.75,266.7,4.84E+04,4.62E+04,1,0.95,47,20,15,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),42748,Septin-5 OS=Mus musculus GN=Sept5 PE=1 SV=2
Q9DBJ1|PGAM1_MOUSE,1.66,266.56,7.38E+04,7.46E+04,1,1.01,58,20,15,Carbamidomethylation; TMT6plex; Oxidation (M),28832,Phosphoglycerate mutase 1 OS=Mus musculus GN=Pgam1 PE=1 SV=3
P68254|1433T_MOUSE,4.5,266.43,4.57E+04,4.54E+04,1,0.99,40,20,9,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),27778,14-3-3 protein theta OS=Mus musculus GN=Ywhaq PE=1 SV=1
tr|F6YY69|F6YY69_MOUSE,4.5,266.43,4.57E+04,4.54E+04,1,0.99,34,20,9,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),32341,14-3-3 protein theta (Fragment) OS=Mus musculus GN=Ywhaq PE=1 SV=1
tr|F6VW30|F6VW30_MOUSE,4.5,266.43,4.57E+04,4.54E+04,1,0.99,32,20,9,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),34349,14-3-3 protein theta (Fragment) OS=Mus musculus GN=Ywhaq PE=1 SV=1
Q8K310|MATR3_MOUSE,1.3,266.29,1.14E+04,1.04E+04,1,0.91,19,20,16,Carbamidomethylation; TMT6plex; Deamidation (NQ),94630,Matrin-3 OS=Mus musculus GN=Matr3 PE=1 SV=1
Q9ES97|RTN3_MOUSE,2.07,266.26,2.46E+04,2.14E+04,1,0.87,26,26,21,Carbamidomethylation; TMT6plex,103879,Reticulon-3 OS=Mus musculus GN=Rtn3 PE=1 SV=2
Q8BMS1|ECHA_MOUSE,0.97,266.07,1.51E+04,1.51E+04,1,1,25,21,17,Carbamidomethylation; TMT6plex,82670,Trifunctional enzyme subunit alpha  mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1
tr|E9Q912|E9Q912_MOUSE,5.31,265.92,367,204.164,1,0.56,3,23,1,TMT6plex,66077,RAP1  GTP-GDP dissociation stimulator 1 OS=Mus musculus GN=Rap1gds1 PE=1 SV=1
tr|E9Q586|E9Q586_MOUSE,1.26,265.53,1.59E+04,1.58E+04,1,0.99,16,25,18,TMT6plex; Deamidation (NQ),136848,Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=1 SV=1
Q9D6R2|IDH3A_MOUSE,0.64,265.39,7.74E+04,7.95E+04,1,1.03,46,16,14,Carbamidomethylation; TMT6plex; Oxidation (M),39639,Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial OS=Mus musculus GN=Idh3a PE=1 SV=1
tr|A0A1L1STE6|A0A1L1STE6_MOUSE,0.64,265.39,7.74E+04,7.95E+04,1,1.03,43,16,14,Carbamidomethylation; TMT6plex; Oxidation (M),41520,Isocitrate dehydrogenase [NAD] subunit  mitochondrial OS=Mus musculus GN=Idh3a PE=1 SV=1
Q91V14|S12A5_MOUSE,2.61,265.39,2.69E+04,2.34E+04,1,0.87,13,22,13,Carbamidomethylation; TMT6plex,126271,Solute carrier family 12 member 5 OS=Mus musculus GN=Slc12a5 PE=1 SV=2
P51881|ADT2_MOUSE,4.78,265.25,6.36E+04,6.89E+04,1,1.08,26,23,8,Carbamidomethylation; TMT6plex; Deamidation (NQ),32931,ADP/ATP translocase 2 OS=Mus musculus GN=Slc25a5 PE=1 SV=3
F6SEU4|SYGP1_MOUSE,6.78,264.78,1.21E+04,8.96E+03,1,0.74,16,23,19,Carbamidomethylation; TMT6plex; Oxidation (M),148238,Ras/Rap GTPase-activating protein SynGAP OS=Mus musculus GN=Syngap1 PE=1 SV=2
tr|E9PUM4|E9PUM4_MOUSE,1.25,264.49,7.17E+03,6.49E+03,1,0.91,7,23,14,Carbamidomethylation; TMT6plex; Deamidation (NQ),271665,Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=1
tr|A0A1L1SQ51|A0A1L1SQ51_MOUSE,1.25,264.49,7.17E+03,6.49E+03,1,0.91,7,23,14,Carbamidomethylation; TMT6plex; Deamidation (NQ),271924,Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=1
