Supplemental Table 1 - List and annotation of quantified proteins,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,t-test Difference_14vs96 (=log2 foldchange LFQ[14w/96w]),-Log t-test p value_14vs96,Significance,LFQ intensity 141031_1_0138-141022FaBrS01TQ,LFQ intensity 141031_1_0138-141022FaBrS02TQ,LFQ intensity 141031_1_0138-141022FaBrS03TQ,LFQ intensity 141031_1_0138-141022FaBrS04TQ,LFQ intensity 141031_1_0138-141022FaBrS05TQ,LFQ intensity 141031_1_0138-141022FaBrS06TQ,LFQ intensity 141031_1_0138-141022FaBrS07TQ,LFQ intensity 141031_1_0138-141022FaBrS08TQ,LFQ intensity 141031_1_0138-141022FaBrS09TQ,LFQ intensity 141031_1_0138-141022FaBrS10TQ,LFQ intensity 141031_1_0138-141022FaBrS11TQ,LFQ intensity 141031_1_0138-141022FaBrS12TQ
Rnpep,E9PYF1;Q8VCT3,Aminopeptidase B,-0.219556,0.812391,nonsig,26.1682,25.5965,25.9264,26.3816,25.7158,25.9466,26.1828,26.1419,26.1596,26.4026,26.0211,26.2819
Usp14,E9PYI8;Q9JMA1,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 14,-0.241846,0.197757,nonsig,24.4442,24.1586,24.3171,25.182,24.1543,24.0573,24.1338,23.7584,24.6842,24.2406,22.9673,25.179
Psap,E9PZ00;Q8BFQ1;K3W4L3;Q61207;J3QPG5,Sulfated glycoprotein 1,-0.265862,0.731336,nonsig,29.2681,29.5596,29.646,29.5961,29.6302,29.7945,29.2146,29.9654,29.8982,30.1336,29.8539,29.7825
Cp,G3X9T8;Q61147;G3X8Q5;E9PZD8,Ceruloplasmin,-0.818933,1.11894,nonsig,25.3312,24.1416,25.3392,24.4319,24.3547,24.3247,24.2334,24.4563,25.9465,25.5872,24.2405,24.8707
Gm20390;Nme2,E9PZF0;Q01768,Nucleoside diphosphate kinase;Nucleoside diphosphate kinase B,0.208273,0.355772,nonsig,32.4476,32.7672,32.8209,32.279,32.5247,32.863,32.309,31.8029,32.2641,32.4601,31.9707,31.9715
Anp32e,E9Q5H2;E9PZF5;P97822,Acidic leucine-rich nuclear phosphoprotein 32 family member E,-1.3875,1.08983,sig,23.8778,24.7549,23.9045,25.9749,22.5732,24.4674,23.7257,25.6703,25.2547,25.413,25.8667,25.4522
Tf;Gm20425,Q921I1;E9Q035,Serotransferrin,-1.0759,1.77347,sig,25.3831,25.2284,24.7301,25.6907,24.8564,23.7714,24.4656,24.7193,26.182,25.4111,25.3337,25.1896
Tns1,E9Q0S6,,-0.586514,1.99558,nonsig,27.2499,26.5224,26.8733,27.2512,27.1356,27.127,26.9711,26.9775,27.6928,27.5862,27.2708,28.0075
Hsph1,E9Q0U7;Q61699,Heat shock protein 105 kDa,0.455302,1.65846,nonsig,27.0825,27.0432,27.4988,27.1985,27.1609,27.4325,27.0006,27.5109,26.9897,26.7184,26.6234,26.9522
Sept7,O55131;E9Q9F5;E9Q1G8,Septin-7,0.278081,0.171671,nonsig,26.2684,26.301,26.6863,26.6615,26.3438,26.1479,26.3102,26.2917,26.8649,26.4052,24.1371,26.5741
Khk,E9Q1Q9,,0.182508,0.0334802,nonsig,27.8089,27.5725,24.5478,27.2852,28.6342,24.0648,28.5931,23.4748,27.9345,23.7323,23.9716,28.3986
Atp11a,E9Q3G7;P98197;D6RII8,Probable phospholipid-transporting ATPase IH,1.26443,1.14158,sig,24.8736,25.1998,22.8508,25.4411,25.7018,23.294,25.5615,25.4018,23.9617,23.4495,23.8666,23.6236
Lrba,E9Q3Y4;Q9ESE1,Lipopolysaccharide-responsive and beige-like anchor protein,0.0124846,0.0422267,nonsig,26.6007,26.3231,26.3936,27.0212,26.5697,26.5695,26.7859,26.6112,26.4776,26.4964,26.6505,26.862
Tpm1,E9Q450;Q8BP43;E9Q448;S4R2U0,,0.47189,0.219261,nonsig,24.5295,23.7384,25.7269,24.0345,25.9121,23.7721,23.4433,25.1155,23.2238,25.7924,24.3398,22.9996
Ccdc58,E9Q4B5;F8WJI3;Q8R3Q6,Coiled-coil domain-containing protein 58,-0.056529,0.12192,nonsig,25.2199,24.6904,25.1941,25.1103,25.4601,25.5719,25.1243,25.2121,25.0489,25.6355,25.3065,25.6037
Chchd6,E9Q4M4;Q91VN4,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial",-0.191624,1.0256,nonsig,24.4407,24.3937,24.5747,24.7876,24.557,24.4326,24.4827,24.8069,24.6891,24.7743,24.6866,24.8956
Igfbp7,Q61581;F8WH23;E9Q5D9,Insulin-like growth factor-binding protein 7,-1.60002,1.07028,sig,25.3694,25.48,25.7889,25.9957,24.3753,25.4415,22.8027,22.8317,25.9557,25.9514,25.7888,24.1553
Psmd13,E9Q5I9;Q9WVJ2,26S proteasome non-ATPase regulatory subunit 13,0.352032,0.136534,nonsig,25.7709,26.5305,25.1695,26.0665,25.8845,23.0209,25.6084,25.5912,25.6154,22.8081,24.3689,25.9044
Ahnak,E9Q616,,-0.512379,0.698697,nonsig,28.5655,27.2944,28.4066,28.5836,28.2081,27.7005,28.5235,28.3486,28.6641,27.8723,28.975,29.3187
Ttc7b,E9Q6P5,,-1.66212,1.03481,sig,22.8105,22.6651,23.0212,27.2337,25.3846,24.2831,23.9892,24.0229,24.4615,27.7925,25.1911,26.8831
Sec22b,E9Q6R3;O08547,Vesicle-trafficking protein SEC22b,0.10056,0.317858,nonsig,25.1766,24.2345,25.1773,24.6651,24.895,24.7361,24.9262,25.3507,24.8066,24.8682,24.9218,24.9093
Gm8991;Gm9242;Gm6793,E9Q7H5;J3QNY1;B2RXM2,,-0.293389,1.02864,nonsig,30.4826,30.1833,30.5195,30.5305,29.906,30.0296,30.232,29.9207,30.641,30.1461,30.0859,30.3888
Cald1,Q8VCQ8;E9QA16;S4R1T7;E9Q0M9;D3Z6I7;E9QA15;E9Q9F3,,-0.504026,0.797133,nonsig,26.7317,26.9641,26.6109,27.3342,27.0605,26.4564,26.9347,26.5351,27.5048,27.3397,26.4512,27.7071
Rpl15;Gm10020;Gm8420,Q9CZM2;E9QAZ2;E9Q1X1,60S ribosomal protein L15;Ribosomal protein L15,1.05113,0.418866,nonsig,28.0767,27.8394,27.1105,26.5524,26.9467,26.3169,27.0984,26.3655,26.7247,27.1518,22.3941,26.2523
Lyplal1,Q3UFF7;E9QLB2,Lysophospholipase-like protein 1,0.227257,0.679058,nonsig,27.4809,27.3149,27.276,26.9166,26.8154,27.0157,26.5017,26.4053,26.6203,26.5582,26.2819,26.3687
9030617O03Rik,Q8BH86;E9QMK9,"UPF0317 protein C14orf159 homolog, mitochondrial",0.00877666,0.0379243,nonsig,28.4667,27.8349,28.1545,28.0332,28.9688,28.7937,28.7511,28.8412,29.0149,28.7602,28.7236,28.8211
Eef1d,E9QN08;Q80T06;P57776;D3YUQ9;Q91VK2;D3YZT9;D3YY68,Elongation factor 1-delta,-0.134658,0.32475,nonsig,29.0113,28.7394,28.987,29.3219,28.9793,28.6333,29.0591,28.3709,28.79,29.0383,28.7446,29.0084
Abhd14b,E9QN99;Q8VCR7,Alpha/beta hydrolase domain-containing protein 14B,0.19766,0.288458,nonsig,30.8277,30.3491,30.6422,30.4514,30.5799,31.1801,30.5882,30.4874,30.9248,30.8054,29.8674,30.4474
Dhx9,O70133;E9QNN1,ATP-dependent RNA helicase A,-0.34693,1.42339,nonsig,26.7664,27.0036,26.8975,27.2345,26.6366,27.0172,27.0681,26.7384,27.0941,27.1846,27.4378,27.1316
Pcx;Pc,G5E8R3;E9QPD7;Q05920,"Pyruvate carboxylase;Pyruvate carboxylase, mitochondrial",0.286318,0.69345,nonsig,34.028,33.8301,33.5362,33.3997,33.7836,33.775,33.7686,33.1171,33.4762,33.5569,33.0833,33.1826
Myh11,E9QPE7;O08638,Myosin-11,-0.587545,1.79707,nonsig,25.4415,27.0073,25.5295,25.7908,25.722,25.1155,25.2227,25.132,25.7327,26.1474,25.7064,25.9558
Ndufs4,Q9CXZ1;E9QPX3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",-0.031775,0.0523397,nonsig,28.9792,28.8964,28.9538,28.8112,29.4677,28.9793,28.9358,28.9743,28.7001,28.9918,29.3307,29.4617
Npepps,F6QYF8;Q11011;E9Q039;E9Q6F4;F7ANF4,Puromycin-sensitive aminopeptidase,-1.15413,0.67669,nonsig,25.6951,24.5103,23.893,25.2463,23.9679,23.9699,23.8213,23.8544,23.4392,25.7832,27.0158,23.9918
Ssb,F6SXM5;P32067,Lupus La protein homolog,-0.0479379,0.0807608,nonsig,25.3045,22.8387,25.6586,25.4914,25.9191,25.8651,25.6564,25.151,25.6932,25.9673,25.3705,25.7525
Ighg2c;Ighg;Igh-1a,P01864;F6TQW2;P01863;P01865,"Ig gamma-2A chain C region secreted form;Ig gamma-2A chain C region, A allele;Ig gamma-2A chain C region, membrane-bound form",-1.84241,3.60776,sig,22.9831,23.7267,23.3403,23.0015,24.6031,23.6764,23.7149,23.7475,25.9575,25.7967,25.5498,25.8075
Gm6576;Rps2;Gm5786;Gm18025;Gm5070;Gm6139;Gm8225,F6YTZ4;P25444;J3QMG5;D3YVC1;D3YWJ3;E9Q1N8;J3QM94;L7N453;L7N240;D3Z536,40S ribosomal protein S2,0.646767,0.59305,nonsig,28.6323,28.757,28.7443,28.5826,28.9788,28.6099,28.0137,27.5189,26.4533,28.2299,27.8662,27.9849
Rps18;Gm10260,P62270;F6YVP7;S4R1N6,40S ribosomal protein S18,0.564168,0.844776,nonsig,28.4974,28.3687,27.4428,28.4598,27.6861,27.9642,27.9543,27.0809,26.8242,27.8878,26.7653,26.9514
Eif4g2,F7CBP1;G3XA17,,0.164068,0.372912,nonsig,23.8663,24.487,23.9721,25.1774,24.4876,24.8583,24.6437,24.2293,24.2056,24.5947,24.1054,24.6568
Pxn,Q8VI36;F8VQ28,Paxillin,-0.40705,0.983646,nonsig,25.9841,25.8554,25.9502,26.3757,26.2226,25.5744,25.7345,25.9912,26.4876,26.5126,25.8339,26.3169
Srp72,F8VQC1;E9Q740,Signal recognition particle subunit SRP72,0.423618,0.440519,nonsig,23.9715,23.1637,24.0991,23.1685,22.9276,24.6954,24.1948,24.3174,23.3285,23.9961,23.228,23.8881
Add1,F8WHZ9;F8WGR0;Q9QYC0;E9Q1K3,Alpha-adducin,-0.0432744,0.094671,nonsig,27.2488,27.4302,27.3733,27.3909,27.5944,27.2204,27.7701,27.3229,27.6997,27.5304,27.2076,27.6433
Ahcyl2,F8WGT1;Q68FL4;E9PV16;F8WI65;H3BKT5,Adenosylhomocysteinase;Putative adenosylhomocysteinase 3,-0.226815,0.829579,nonsig,27.8999,27.9512,27.9252,28.1944,27.7699,28.3893,27.9543,28.1408,28.3229,28.3396,28.1901,28.3089
Copa,Q8CIE6;F8WHL2,Coatomer subunit alpha;Xenin;Proxenin,0.0668087,0.0912685,nonsig,26.475,26.1472,26.3671,26.136,26.3986,25.5164,26.1226,26.3273,26.1998,25.5406,26.0074,26.3499
Slirp,F8WHU8;Q9D8T7,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",0.121403,0.12371,nonsig,25.2584,26.0949,25.2695,24.0233,25.1446,24.6528,25.0007,24.2589,24.9704,23.828,24.5267,25.2463
Anxa6,F8WIT2;P14824,Annexin;Annexin A6,-0.348541,0.58337,nonsig,27.4956,27.1995,27.0675,27.3328,27.1758,26.3911,26.4689,26.6148,27.2364,26.5101,26.8099,27.4883
Dnm2,Q3T9X3;Q3TCR7;P39054;G3X9G4;F8WIV5;G3UZZ3,Dynamin-2,-0.128188,0.253317,nonsig,26.1957,26.1532,26.4459,26.3499,26.2704,26.1309,26.4721,26.2027,26.345,25.8738,26.6305,26.7396
Hist1h2al;Hist2h2ac;Hist2h2aa1,F8WIX8;Q64523;Q6GSS7,Histone H2A;Histone H2A type 2-C;Histone H2A type 2-A,-1.29876,2.07109,sig,32.3798,29.5955,30.3872,31.3543,30.2234,29.8939,29.9627,30.314,30.8252,32.227,30.955,31.5819
Tra2b,F8WJG3;P62996,Transformer-2 protein homolog beta,0.233389,0.200681,nonsig,25.1992,23.8073,24.8877,25.3954,23.0958,24.0678,24.2243,25.0963,24.0767,23.7214,23.397,24.3556
St13,F8WJK8;Q99L47,Hsc70-interacting protein,0.0951486,0.187617,nonsig,28.6814,28.6671,29.0773,28.9543,28.7586,28.9911,28.7235,28.515,28.7439,29.0366,28.2012,28.6259
Hk1,G3UVV4;P17710,Hexokinase-1,0.0693698,0.0888964,nonsig,27.9747,27.5853,28.0837,28.6928,28.1123,27.697,28.2062,28.3327,27.6988,27.5009,28.3365,28.5347
Gbe1,G3UW30;Q9D6Y9;F6ZHD8,"1,4-alpha-glucan-branching enzyme",-0.706817,0.816893,nonsig,24.9421,26.8458,25.3437,25.8013,23.9567,23.7386,25.5426,25.0054,25.1214,25.3533,25.3038,25.2922
Pdzk1ip1,Q9CQH0;G3UW41,PDZK1-interacting protein 1,-0.128016,0.0286315,nonsig,26.6337,26.7295,26.5291,26.5488,27.048,26.9106,26.937,22.2479,27.0492,26.7686,22.9782,26.8596
Slc3a2,P10852;G3UWA6,4F2 cell-surface antigen heavy chain,0.101321,0.192905,nonsig,27.1408,26.5432,26.6641,26.9068,26.6501,26.0364,26.2025,26.6887,26.4381,26.5766,26.0445,26.1133
Bdh2,G3UWD3;Q8JZV9;F6UPJ1,3-hydroxybutyrate dehydrogenase type 2,-0.332188,1.10686,nonsig,29.0288,29.0664,29.1493,29.3415,29.3519,29.581,29.3079,29.1621,29.7384,29.9975,29.3687,29.6269
Rpl35;Gm10269,Q6ZWV7;G3UWD7,60S ribosomal protein L35,-0.17073,0.160141,nonsig,26.9168,24.2126,25.2825,23.4814,23.4109,24.6332,25.0583,23.9907,24.1761,24.2019,24.3927,25.0053
Cycs;Gm10108,P62897;G3UWG1,"Cytochrome c, somatic",0.41845,0.542143,nonsig,31.05,30.395,29.624,30.402,31.3418,31.0167,31.2431,30.0837,30.9605,30.2676,30.032,30.7514
Calu,G3UWV3;Q6XLQ8;O35887;G3UXA3;G3UY49;G3V004;G3UWR0,Calumenin,-0.315255,0.603676,nonsig,24.3463,25.3911,24.8525,24.7099,23.9872,23.6753,24.0122,24.0217,24.81,24.2314,23.6707,24.2453
Vdac2,G3UX26;Q60930;D3YZT5,Voltage-dependent anion-selective channel protein 2,0.0944571,0.218694,nonsig,27.2614,27.4304,27.4138,26.9098,26.9078,27.1099,26.654,26.967,27.0144,27.0531,26.4266,26.7669
Psme1,G3UXZ5;P97371;G3UXY0;G3X9K9;G3UWN9,Proteasome activator complex subunit 1,-0.585169,1.22138,nonsig,27.7186,27.2445,27.4921,27.794,27.4069,27.5091,26.9969,27.2619,27.9436,27.3241,27.8171,28.4306
Rps28;Gm10263,G3UYV7;P62858;J3QNN8,40S ribosomal protein S28,0.0373297,0.0488876,nonsig,28.0203,28.8077,28.4501,28.5229,28.0268,27.3465,27.9193,27.6423,27.5107,28.3141,27.6672,27.2935
Shmt1,G3UZ26;P50431;G3UYY1,"Serine hydroxymethyltransferase;Serine hydroxymethyltransferase, cytosolic",0.0502043,0.124908,nonsig,27.769,28.1819,27.4387,27.4727,27.4494,27.6747,27.5725,27.0408,27.3948,27.528,27.247,27.3668
Syncrip,G3UZI2;G3V018;Q7TMK9;G3UXJ6;G3UZ48;G3UWM1,Heterogeneous nuclear ribonucleoprotein Q,-0.419451,1.02858,nonsig,26.4234,26.8441,27.0374,27.0978,26.6392,26.3335,26.5982,26.9636,26.7397,27.1143,27.4944,26.8638
Ctsa,P16675;G3X8T3,Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,-0.377267,1.08523,nonsig,27.0629,27.4748,27.3344,26.4675,26.2032,26.4853,26.3349,26.327,27.0685,26.374,26.4723,26.9448
Dnajc13,G3X922,,-0.235429,0.107267,nonsig,25.9524,26.5171,26.059,26.6996,26.1539,23.5488,26.5736,26.4735,25.972,24.8494,26.4717,26.3985
Plvap,G3X924;Q91VC4,Plasmalemma vesicle-associated protein,0.0520878,0.149115,nonsig,25.5224,25.7427,25.7557,26.1308,26.4405,26.5401,26.2196,26.0926,26.1181,26.4188,26.1269,26.4207
Sec24c,G3X972,,-0.139259,0.118323,nonsig,23.3063,25.4242,26.008,24.1008,25.8722,25.9743,26.3953,25.8744,25.1034,26.5593,25.9545,27.0561
Nccrp1,G3X9C2,F-box only protein 50,-0.610864,0.264448,nonsig,24.9812,23.7269,24.4815,27.5993,26.0094,24.8277,26.5069,26.6033,25.0412,25.3671,27.2798,28.7026
Gm10250;Atp5h,G3X9L6;Q9DCX2;B1ASE2,"ATP synthase subunit d, mitochondrial",0.0429182,0.0503506,nonsig,29.6967,29.7905,29.3998,29.6048,29.8581,30.019,29.295,30.5601,29.747,29.5567,30.2109,30.0458
Psme2,G3X9V0;P97372;E0CZ90,Proteasome activator complex subunit 2,0.193015,0.222648,nonsig,25.8617,23.5247,25.45,25.6812,25.8972,25.3515,25.4916,25.1159,25.7503,25.5964,25.3532,24.3843
Hnrnpd,G5E8G0;G3X9W0;F6ZV59,,-0.461899,2.27945,nonsig,28.591,28.816,28.6992,28.9254,28.2748,28.1015,28.3235,28.2473,28.6085,28.4875,28.7632,28.9355
Hnrnpu,G3XA10;Q8VEK3,Heterogeneous nuclear ribonucleoprotein U,-0.245388,0.68869,nonsig,29.2652,29.3814,29.547,29.8632,29.4882,29.14,29.4615,29.1506,29.6449,29.8646,29.1757,29.5367
Akr1b10,G5E895;D3Z494,,0.228179,0.348766,nonsig,28.0284,27.52,27.3924,28.1626,27.7951,28.4764,27.9349,27.9532,27.2985,28.3901,27.9784,27.58
Ank3,G5E8K2;G5E8K3;G5E8K5;G3X971;S4R2F5;S4R236;S4R1S2;S4R2S8;S4R2K9;S4R1X7;S4R2C1;S4R187;S4R2J6;S4R165,Ankyrin-3,0.0863814,0.322048,nonsig,27.4871,27.357,27.69,27.6709,27.6607,27.7276,27.7031,27.6887,27.5093,27.9468,27.4986,27.4799
Tpm1,G5E8R1;G5E8R0;E9Q455,,0.0981359,0.223021,nonsig,28.868,28.2583,28.3451,28.8831,29.0508,28.9185,29.036,28.9563,29.0051,28.7691,28.4888,29.3061
Slc25a3,Q8VEM8;G5E902,"Phosphate carrier protein, mitochondrial",0.265892,0.847901,nonsig,29.7876,29.2876,29.3102,29.2269,29.4198,29.5255,29.7404,29.3131,29.0794,29.4051,28.9572,29.4935
Hnrnpl,Q8R081;G5E924;G3UY38,Heterogeneous nuclear ribonucleoprotein L,-0.367359,0.563487,nonsig,27.9018,27.4509,28.1481,27.7558,27.5286,27.4856,27.6374,28.0857,28.6135,27.8137,27.4092,28.3703
Gclm,H3BJA3;O09172;F6VNW5,Glutamate--cysteine ligase regulatory subunit,0.570509,1.2889,nonsig,27.2562,26.9631,27.2864,27.7516,27.4516,27.835,27.4549,27.2714,27.2186,26.3304,27.0905,27.0913
Esd,Q9R0P3;H3BKH6;H3BJP2;H3BLJ9;H3BJL6;H3BK43,S-formylglutathione hydrolase,0.151772,0.311919,nonsig,31.2516,31.358,31.7535,31.2915,30.9586,31.5961,31.0343,31.006,30.9902,31.191,31.204,30.6028
Opa1,P58281;H7BX01;E0CXD1,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",-0.573699,0.6244,nonsig,25.7985,24.9162,26.644,26.0781,26.6711,26.0487,25.829,27.4223,26.4678,26.8792,27.6302,27.2888
Crat,H7BX88;P47934,Carnitine O-acetyltransferase,-0.0166602,0.0401769,nonsig,27.3574,27.5709,26.956,27.6951,27.6012,27.333,27.5256,27.7186,27.5131,27.6409,27.2619,27.8292
Srsf1,Q6PDM2;H7BX95,Serine/arginine-rich splicing factor 1,-0.237545,0.682245,nonsig,28.4881,27.8938,28.2423,28.7687,28.3389,28.0299,28.4683,27.953,28.1431,28.3592,28.6105,28.6275
Rpl10,I7HLV2;Q6ZWV3,60S ribosomal protein L10,-0.205064,0.115683,nonsig,26.9742,27.066,27.0315,27.0016,26.7624,24.4569,27.0803,26.8771,25.8089,26.7488,26.8218,26.6175
Hnrnpa1;Gm7729,P49312;J3QK72;Q5EBP8,Heterogeneous nuclear ribonucleoprotein A1,-1.15439,2.3591,sig,26.9932,27.2577,27.6006,27.1287,26.2078,26.1272,25.839,25.3435,27.4387,26.6295,26.9203,27.1466
Vdac3,Q60931;J3QMG3,Voltage-dependent anion-selective channel protein 3,-1.0156,0.981293,nonsig,24.2399,23.8147,24.3701,24.4886,24.0347,23.8064,22.2214,23.0972,23.6695,24.4551,23.9009,25.1967
Carkd,J3QN06;J3QMM7;Q9CZ42;K3W4M4;J3QPU6,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,-0.0373354,0.0211898,nonsig,26.8241,27.9368,26.9421,26.6613,27.2513,24.7744,26.8862,26.9721,26.5993,26.0233,26.9096,26.5012
Bsg,J3QP71;K3W4Q8;P18572,Basigin,0.238771,1.38252,nonsig,27.148,26.8094,27.178,26.7236,26.8815,26.8492,26.6549,26.6192,26.4559,26.4081,26.6978,26.4879
Pbld1,Q9DCG6;K3W4L7,Phenazine biosynthesis-like domain-containing protein 1,0.0955658,0.197276,nonsig,29.1764,28.946,28.9453,29.334,29.3901,29.2734,29.1339,28.7322,29.0562,29.3266,28.7093,29.0554
Myh14,Q6URW6;K3W4R2,Myosin-14,-0.317687,0.071961,nonsig,23.9463,23.0528,23.6947,24.4909,24.4277,23.8765,23.9571,27.3476,23.3876,27.6348,27.424,22.4333
Capn2,O08529,Calpain-2 catalytic subunit,-0.257061,0.561388,nonsig,25.8418,25.9484,25.8485,26.4052,26.3148,26.3435,26.4446,25.9479,26.3671,26.2356,26.4158,27.0604
Dpysl2,O08553,Dihydropyrimidinase-related protein 2,-0.483943,2.80055,nonsig,28.4166,28.4595,28.7338,29.0362,28.6979,28.5075,28.5974,28.6719,29.1814,29.1132,28.8815,29.2344
Alyref;Refbp2;Alyref2,O08583;Q9JJW6;G3X9I4,THO complex subunit 4;RNA and export factor-binding protein 2,-0.324484,0.436741,nonsig,25.8232,25.8553,26.1736,26.2948,25.5061,24.85,26.2225,25.8333,26.3401,25.843,25.5679,25.9588
Endog,O08600,"Endonuclease G, mitochondrial",-0.725575,0.680535,nonsig,24.643,24.3977,24.6124,24.7177,23.7608,23.327,23.0672,24.4196,25.0058,25.0664,23.2806,24.124
Dld,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial",0.00551748,0.0139745,nonsig,31.1773,31.6696,31.0076,31.0086,31.43,31.2694,30.9473,31.217,31.2106,31.3641,31.3022,30.9646
Prkcsh,O08795,Glucosidase 2 subunit beta,-0.117738,0.445588,nonsig,27.3096,27.2353,27.5107,27.5587,27.2684,27.123,27.2845,27.083,27.1379,27.4807,27.1076,27.5037
Atox1,O08997,Copper transport protein ATOX1,-1.22114,2.11106,sig,27.4784,27.2166,28.1552,27.9793,26.4574,27.4783,26.559,26.3736,28.4092,28.0035,27.6909,27.6492
Napsa,O09043,Napsin-A,1.06872,0.206264,nonsig,24.3495,23.5254,28.2584,28.3262,28.3222,24.5634,24.3843,28.6607,22.7483,22.2261,28.61,28.0714
Psmb1,O09061,Proteasome subunit beta type-1,-0.113005,0.103994,nonsig,27.3689,27.1723,27.3788,27.4232,27.9018,26.2981,27.3149,27.0903,27.8866,26.8523,27.2576,27.0606
Ndufb11,O09111,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",0.147817,0.0978584,nonsig,24.8065,25.0429,25.0434,24.9486,25.993,24.156,25.3483,25.9728,25.4745,24.2367,25.31,25.8576
Sypl1;Sypl,O09117;D6RFU9,Synaptophysin-like protein 1,0.167411,0.324185,nonsig,25.6736,25.391,25.3386,26.1551,26.6551,26.0417,26.4461,26.1041,26.08,25.8694,26.0078,26.6202
Gsto1,O09131,Glutathione S-transferase omega-1,0.0389323,0.0443193,nonsig,26.2048,27.105,26.0224,25.8046,24.6707,24.115,24.5996,24.9508,24.4167,23.8942,24.8366,25.0328
Smr2,O09133,"Submaxillary gland androgen-regulated protein 2, isoform alpha",-0.141119,0.0927897,nonsig,30.816,29.0664,29.2066,30.2073,27.557,29.3528,28.9051,27.3253,28.8167,28.7422,27.7468,28.3989
Hgd,O09173,"Homogentisate 1,2-dioxygenase",0.0628324,0.0762643,nonsig,31.0964,30.7674,31.042,30.2539,30.1564,30.8636,30.2418,30.2731,30.5416,30.4171,30.7234,29.6015
Amacr,O09174,Alpha-methylacyl-CoA racemase,0.860393,2.47101,nonsig,29.1712,29.1455,29.1187,29.0802,29.4982,30.2356,30.2904,29.8923,29.1147,29.0844,29.1118,29.164
Phb2,O35129;F6QPR1,Prohibitin-2,0.258796,0.504966,nonsig,28.1118,27.8336,27.8438,27.656,28.1075,27.8952,27.5761,28.1818,27.2362,27.883,27.5098,28.0965
Psmd4,O35226,26S proteasome non-ATPase regulatory subunit 4,0.241857,0.0913466,nonsig,23.6653,25.8179,25.9433,23.8288,26.3191,26.3815,26.2016,23.2692,26.4883,23.9639,24.6553,26.0965
Dhx15,O35286,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,0.164512,0.0851428,nonsig,25.3665,22.7828,23.9794,25.3322,25.6919,23.1509,23.2385,22.8428,23.9324,23.0729,24.0036,23.2572
Purb,O35295,Transcriptional activator protein Pur-beta,-0.0238271,0.0310426,nonsig,25.3363,25.6997,25.1791,26.0393,26.0133,25.3409,25.3285,25.1039,25.3279,25.5259,25.0985,25.9295
Kpna4,O35343,Importin subunit alpha-4,-0.0616322,0.0507602,nonsig,24.7616,24.0305,25.3445,25.374,26.5261,25.1705,25.1695,24.9218,25.2078,25.7823,25.0651,25.9792
Exoc4,O35382;Q8C391;Q9CXE1,Exocyst complex component 4,0.108024,0.0532206,nonsig,23.9538,22.1901,23.2315,24.108,24.042,23.3465,22.8138,24.2832,22.269,24.3917,24.7882,22.6045
Phyh,O35386,"Phytanoyl-CoA dioxygenase, peroxisomal",-1.7058,1.2708,sig,25.4139,24.9909,25.8626,23.3747,23.3034,22.4102,25.6644,23.7823,25.8759,25.6607,24.9892,25.4577
Ech1,O35459;F7B227,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",0.39681,0.446905,nonsig,26.9646,26.5373,27.1801,26.8118,27.4355,28.2968,27.2525,27.4394,26.8526,26.5786,28.0423,27.3634
Slc27a2,O35488,Very long-chain acyl-CoA synthetase,0.541685,1.49384,nonsig,31.5179,31.3616,32.0626,31.8505,32.6116,32.9384,32.8321,33.0898,32.0094,32.0802,32.6958,32.5198
Ap1b1,Q5SVG5;Q5SVG4;O35643,AP-1 complex subunit beta-1,-0.0362315,0.0876794,nonsig,28.61,28.5271,28.752,28.4921,28.6503,28.8076,28.3831,28.5257,28.5045,28.7641,28.8845,28.3586
Hnrnph1,O35737;Q8C2Q7,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",-0.46566,2.81594,nonsig,28.6823,28.862,28.759,28.7987,28.3151,28.3297,28.237,28.1833,28.7139,28.901,28.5303,28.7826
Bcat2,O35855;O88374;D3Z7C8,"Branched-chain-amino-acid aminotransferase, mitochondrial;Branched-chain-amino-acid aminotransferase",-0.103682,0.188722,nonsig,27.8251,28.3103,27.726,28.0082,27.8394,27.6267,27.3987,27.9351,27.3154,27.7558,28.1067,28.0366
Timm44,O35857,Mitochondrial import inner membrane translocase subunit TIM44,0.31944,0.743883,nonsig,26.4826,26.6204,25.9068,26.5117,26.7409,25.9604,26.4442,26.0649,25.9054,26.1859,25.7059,26.1356
