Protein Group,Protein ID,Accession,Significance -10logP,Coverage (%),#Peptides,#Unique,PTM,Young 1 Area,Young 2 Area,Young 3 Area,Young 4 Area,Young 5 Area,Young 6 Area,Old 1 Area,Old 2 Area,Old 3 Area,Old 4 Area,Old 5 Area,Old 6 Area,Sample Profile (Ratio),Young Area,Old Area,Group Profile (Ratio),Avg. Mass,FoldChange (FC),Log2(FC),Description
465,447,P99026|PSB4_MOUSE,25.91,38,7,7,,1.67E+06,1.74E+06,1.83E+06,1.38E+06,1.43E+06,1.99E+06,1.99E+06,2.19E+06,2.22E+06,2.27E+06,1.94E+06,2.31E+06,1.00:1.04:1.10:0.83:0.86:1.20:1.19:1.32:1.33:1.36:1.16:1.39,1.67E+06,2.15E+06,1.00:1.29,1.29,0.36,29116,Proteasome subunit beta type-4 OS=Mus musculus GN=Psmb4 PE=1 SV=1
279,238,O35887|CALU_MOUSE,25.82,53,11,11,,2.72E+06,2.29E+06,3.11E+06,3.13E+06,3.49E+06,2.89E+06,4.39E+06,3.83E+06,3.30E+06,3.55E+06,4.04E+06,4.07E+06,1.00:0.84:1.14:1.15:1.28:1.06:1.61:1.41:1.21:1.30:1.48:1.50,2.94E+06,3.86E+06,1.00:1.31,1.31,0.39,37064,Calumenin OS=Mus musculus GN=Calu PE=1 SV=1
237,366,Q8R1G2|CMBL_MOUSE,25.82,49,10,10,N-ethylmaleimide on cysteines,6.82E+06,5.91E+06,5.42E+06,5.26E+06,5.45E+06,6.00E+06,4.32E+06,4.60E+06,3.09E+06,4.49E+06,4.86E+06,4.89E+06,1.00:0.87:0.80:0.77:0.80:0.88:0.63:0.67:0.45:0.66:0.71:0.72,5.81E+06,4.37E+06,1.00:0.75,0.75,-0.41,27902,Carboxymethylenebutenolidase homolog OS=Mus musculus GN=Cmbl PE=2 SV=1
219,372,P17742|PPIA_MOUSE,25.69,71,11,10,N-ethylmaleimide on cysteines,1.59E+07,1.31E+07,1.20E+07,1.07E+07,1.16E+07,1.36E+07,1.76E+07,2.07E+07,1.96E+07,1.63E+07,1.48E+07,2.25E+07,1.00:0.83:0.76:0.67:0.73:0.86:1.11:1.30:1.23:1.03:0.94:1.42,1.28E+07,1.86E+07,1.00:1.45,1.45,0.54,17971,Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus GN=Ppia PE=1 SV=2
837,635,P08074|CBR2_MOUSE,25.48,18,5,5,,1.02E+06,1.21E+06,6.28E+05,3.61E+05,7.75E+05,5.51E+05,1.73E+06,1.66E+06,2.17E+06,1.85E+06,1.14E+06,1.11E+06,1.00:1.19:0.61:0.35:0.76:0.54:1.69:1.63:2.12:1.81:1.11:1.09,7.59E+05,1.61E+06,1.00:2.12,2.12,1.08,25958,Carbonyl reductase [NADPH] 2 OS=Mus musculus GN=Cbr2 PE=1 SV=1
511,431,P10605|CATB_MOUSE,25.42,21,6,6,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,6.01E+05,6.88E+05,6.45E+05,9.75E+05,6.86E+05,8.50E+05,2.35E+06,2.52E+06,2.60E+06,1.13E+06,1.44E+06,2.41E+06,1.00:1.15:1.07:1.62:1.14:1.42:3.90:4.20:4.33:1.88:2.39:4.01,7.41E+05,2.07E+06,1.00:2.80,2.79,1.48,37280,Cathepsin B OS=Mus musculus GN=Ctsb PE=1 SV=2
75,120,P10649|GSTM1_MOUSE,25.16,85,25,10,Oxidation (M); N-ethylmaleimide on cysteines,3.14E+07,2.94E+07,2.56E+07,2.29E+07,2.68E+07,2.97E+07,3.11E+07,3.67E+07,3.08E+07,3.78E+07,3.74E+07,3.41E+07,1.00:0.93:0.82:0.73:0.85:0.94:0.99:1.17:0.98:1.20:1.19:1.09,2.76E+07,3.47E+07,1.00:1.26,1.26,0.33,25970,Glutathione S-transferase Mu 1 OS=Mus musculus GN=Gstm1 PE=1 SV=2
1202,4393,P03953|CFAD_MOUSE,25.05,3,1,1,,3.43E+05,4.41E+05,2.67E+05,5.27E+05,5.10E+05,3.91E+05,1.54E+06,9.63E+05,1.16E+06,5.29E+05,1.21E+06,1.24E+06,1.00:1.28:0.78:1.53:1.49:1.14:4.48:2.81:3.37:1.54:3.53:3.62,4.13E+05,1.11E+06,1.00:2.68,2.69,1.43,28057,Complement factor D OS=Mus musculus GN=Cfd PE=1 SV=1
1047,958,Q9DCS3|MECR_MOUSE,24.98,9,2,2,,5.77E+05,6.10E+05,4.66E+05,5.14E+05,4.86E+05,6.60E+05,2.28E+05,4.00E+05,2.86E+04,3.36E+05,2.11E+05,4.11E+05,1.00:1.06:0.81:0.89:0.84:1.15:0.40:0.69:0.05:0.58:0.37:0.71,5.52E+05,2.69E+05,1.00:0.49,0.49,-1.04,40343,Trans-2-enoyl-CoA reductase  mitochondrial OS=Mus musculus GN=Mecr PE=2 SV=2
25,25,P52480|KPYM_MOUSE,24.92,69,34,30,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,1.17E+08,1.21E+08,1.07E+08,1.22E+08,1.24E+08,1.51E+08,7.75E+07,9.35E+07,5.28E+07,9.02E+07,1.06E+08,9.34E+07,1.00:1.04:0.91:1.05:1.06:1.30:0.66:0.80:0.45:0.77:0.91:0.80,1.24E+08,8.56E+07,1.00:0.69,0.69,-0.53,57845,Pyruvate kinase isozymes M1/M2 OS=Mus musculus GN=Pkm2 PE=1 SV=4
393,317,O09061|PSB1_MOUSE,24.66,45,8,8,N-ethylmaleimide on cysteines,4.35E+06,2.70E+06,4.77E+06,6.66E+06,7.85E+06,3.07E+06,1.24E+06,4.37E+05,5.49E+05,3.56E+05,1.10E+06,6.38E+05,1.00:0.62:1.10:1.53:1.80:0.71:0.29:0.10:0.13:0.08:0.25:0.15,4.73E+06,7.21E+05,1.00:0.15,0.15,-2.71,26372,Proteasome subunit beta type-1 OS=Mus musculus GN=Psmb1 PE=1 SV=1
26,133,P16858|G3P_MOUSE,24.62,73,23,23,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,2.89E+08,3.08E+08,2.99E+08,2.80E+08,3.46E+08,3.89E+08,1.51E+08,2.11E+08,8.88E+07,1.81E+08,2.38E+08,2.75E+08,1.00:1.06:1.04:0.97:1.20:1.35:0.52:0.73:0.31:0.63:0.82:0.95,3.19E+08,1.91E+08,1.00:0.60,0.60,-0.74,35810,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus GN=Gapdh PE=1 SV=2
1036,858,P47957|APT_MUSSI,24.61,22,3,3,,9.45E+05,7.56E+05,1.46E+05,7.09E+05,5.19E+05,4.17E+05,2.05E+06,8.51E+05,1.39E+06,1.25E+06,1.22E+06,1.35E+06,1.00:0.80:0.15:0.75:0.55:0.44:2.17:0.90:1.47:1.32:1.29:1.43,5.82E+05,1.31E+06,1.00:2.25,2.25,1.17,19724,Adenine phosphoribosyltransferase OS=Mus spicilegus GN=Aprt PE=3 SV=1
671,441,P28653|PGS1_MOUSE,24.53,18,4,3,N-ethylmaleimide on cysteines,1.89E+05,4.52E+04,0,0,0,2.03E+05,9.99E+05,7.08E+05,1.20E+06,5.67E+05,3.62E+05,6.59E+05,1.00:0.24:0:0:0:1.08:5.29:3.75:6.37:3.00:1.92:3.49,7.29E+04,7.50E+05,1.00:10.29,10.29,3.36,41639,Biglycan OS=Mus musculus GN=Bgn PE=2 SV=1
27,43,P47857|K6PF_MOUSE,24.52,64,44,39,Oxidation (M); N-ethylmaleimide on cysteines,4.62E+07,4.10E+07,3.33E+07,2.69E+07,3.04E+07,4.19E+07,1.93E+07,2.38E+07,1.83E+07,2.86E+07,1.76E+07,2.53E+07,1.00:0.89:0.72:0.58:0.66:0.91:0.42:0.52:0.40:0.62:0.38:0.55,3.66E+07,2.21E+07,1.00:0.60,0.60,-0.73,85269,6-phosphofructokinase  muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3
1184,4581,A2AI08|TPRN_MOUSE,24.48,1,1,1,,0,0,1.04E+05,1.37E+05,3.50E+05,2.79E+05,5.73E+05,5.99E+05,9.26E+05,5.64E+05,3.44E+05,6.44E+05,0:0:1.00:1.32:3.36:2.68:5.50:5.76:8.89:5.41:3.31:6.19,1.45E+05,6.08E+05,1.00:4.20,4.19,2.07,80089,Taperin OS=Mus musculus GN=Tprn PE=1 SV=1
385,649,P62204|CALM_MOUSE,24.48,49,6,5,Oxidation (M),8.41E+06,5.72E+06,5.80E+06,4.32E+06,4.51E+06,6.96E+06,9.45E+06,8.58E+06,9.79E+06,8.44E+06,9.08E+06,8.53E+06,1.00:0.68:0.69:0.51:0.54:0.83:1.12:1.02:1.16:1.00:1.08:1.01,5.95E+06,8.98E+06,1.00:1.51,1.51,0.59,16838,Calmodulin OS=Mus musculus GN=Calm1 PE=1 SV=2
857,684,P40936|INMT_MOUSE,24.33,18,4,4,N-ethylmaleimide on cysteines,8.95E+05,5.06E+05,4.00E+05,5.02E+05,7.16E+05,1.08E+06,1.05E+06,1.73E+06,1.04E+06,1.54E+06,1.76E+06,1.09E+06,1.00:0.57:0.45:0.56:0.80:1.21:1.17:1.93:1.16:1.72:1.97:1.22,6.83E+05,1.37E+06,1.00:2.00,2.01,1.00,29460,Indolethylamine N-methyltransferase OS=Mus musculus GN=Inmt PE=2 SV=1
197,95,P27773|PDIA3_MOUSE,24.25,44,21,21,D5 N-ethylmaleimide on cysteines,1.77E+06,1.67E+06,1.21E+06,8.61E+05,1.38E+06,1.76E+06,2.06E+06,2.25E+06,2.37E+06,1.80E+06,1.95E+06,2.68E+06,1.00:0.94:0.68:0.49:0.78:0.99:1.16:1.27:1.33:1.02:1.10:1.51,1.44E+06,2.18E+06,1.00:1.51,1.51,0.60,56678,Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2
9,24,P21550|ENOB_MOUSE,24.06,72,39,23,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,1.07E+08,1.46E+08,1.30E+08,1.80E+08,1.47E+08,1.60E+08,1.16E+08,9.09E+07,8.81E+07,8.57E+07,9.70E+07,1.09E+08,1.00:1.36:1.21:1.68:1.37:1.49:1.08:0.85:0.82:0.80:0.90:1.01,1.45E+08,9.77E+07,1.00:0.67,0.67,-0.57,47025,Beta-enolase OS=Mus musculus GN=Eno3 PE=1 SV=3
843,2965,O88668|CREG1_MOUSE,23.9,7,2,1,,6.11E+04,1.56E+05,0,1.27E+05,0,1.26E+05,3.45E+05,2.22E+05,2.78E+05,1.39E+05,2.70E+05,3.07E+05,1.00:2.56:0:2.08:0:2.07:5.65:3.63:4.54:2.28:4.41:5.03,7.85E+04,2.60E+05,1.00:3.31,3.31,1.73,24452,Protein CREG1 OS=Mus musculus GN=Creg1 PE=2 SV=1
480,337,P23492|PNPH_MOUSE,23.9,37,8,8,N-ethylmaleimide on cysteines,1.43E+06,8.80E+05,1.04E+06,7.12E+05,1.09E+06,1.24E+06,2.94E+06,1.86E+06,3.69E+06,2.11E+06,1.80E+06,2.38E+06,1.00:0.62:0.72:0.50:0.76:0.87:2.06:1.30:2.58:1.48:1.26:1.67,1.06E+06,2.46E+06,1.00:2.32,2.32,1.21,32277,Purine nucleoside phosphorylase OS=Mus musculus GN=Pnp PE=1 SV=2
824,4586,P53347|ONCM_MOUSE,23.79,6,1,1,Oxidation (M),0,9.17E+07,7.61E+07,8.15E+07,9.96E+07,1.09E+08,4.62E+07,7.12E+07,5.09E+07,6.67E+07,4.00E+07,7.79E+07,0:1.00:0.83:0.89:1.09:1.19:0.50:0.78:0.55:0.73:0.44:0.85,7.63E+07,5.88E+07,1.00:0.77,0.77,-0.38,30114,Oncostatin-M OS=Mus musculus GN=Osm PE=1 SV=1
1237,2463,Q921C5|BICD2_MOUSE,23.55,1,1,1,,1.10E+06,1.12E+06,1.02E+06,8.39E+05,1.15E+06,1.38E+06,1.27E+06,1.75E+06,1.49E+06,1.54E+06,1.82E+06,2.16E+06,1.00:1.02:0.93:0.76:1.05:1.26:1.16:1.59:1.36:1.40:1.65:1.97,1.10E+06,1.67E+06,1.00:1.52,1.52,0.60,93391,Protein bicaudal D homolog 2 OS=Mus musculus GN=Bicd2 PE=1 SV=1
106,163,P63101|1433Z_MOUSE,23.55,71,19,11,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,4.35E+06,7.75E+06,7.69E+06,7.53E+06,9.33E+06,8.23E+06,1.04E+07,1.02E+07,1.10E+07,1.01E+07,9.36E+06,1.24E+07,1.00:1.78:1.77:1.73:2.15:1.89:2.39:2.34:2.52:2.33:2.15:2.85,7.48E+06,1.06E+07,1.00:1.41,1.42,0.50,27771,14-3-3 protein zeta/delta OS=Mus musculus GN=Ywhaz PE=1 SV=1
1066,2756,P62267|RS23_MOUSE,23.5,8,1,1,,1.49E+06,1.34E+06,1.40E+06,9.19E+05,1.36E+06,1.55E+06,9.67E+05,9.25E+05,9.13E+05,8.78E+05,1.18E+06,6.53E+05,1.00:0.89:0.94:0.62:0.91:1.04:0.65:0.62:0.61:0.59:0.79:0.44,1.34E+06,9.18E+05,1.00:0.68,0.69,-0.55,15808,40S ribosomal protein S23 OS=Mus musculus GN=Rps23 PE=2 SV=3
32,27,Q01853|TERA_MOUSE,23.41,72,49,47,Oxidation (M); N-ethylmaleimide on cysteines,1.54E+07,1.46E+07,1.68E+07,1.72E+07,1.83E+07,1.52E+07,1.22E+07,1.38E+07,1.12E+07,1.37E+07,1.43E+07,1.48E+07,1.00:0.95:1.09:1.12:1.18:0.98:0.79:0.89:0.72:0.89:0.92:0.96,1.62E+07,1.33E+07,1.00:0.82,0.82,-0.28,89322,Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4
315,461,Q60605|MYL6_MOUSE,23.32,36,5,5,N-ethylmaleimide on cysteines,1.31E+06,6.09E+05,8.35E+05,1.00E+06,7.90E+05,2.03E+05,3.10E+06,2.27E+06,4.24E+06,1.84E+06,1.53E+06,2.64E+06,1.00:0.46:0.64:0.76:0.60:0.15:2.37:1.73:3.24:1.41:1.17:2.01,7.91E+05,2.57E+06,1.00:3.25,3.25,1.70,16930,Myosin light polypeptide 6 OS=Mus musculus GN=Myl6 PE=1 SV=3
1107,3136,Q61735|CD47_MOUSE,23.09,7,2,1,,0,3.44E+05,1.40E+05,8.37E+04,3.22E+05,2.17E+05,5.03E+05,4.47E+05,8.39E+05,4.46E+05,4.13E+05,5.05E+05,0:1.00:0.41:0.24:0.94:0.63:1.46:1.30:2.44:1.30:1.20:1.47,1.84E+05,5.26E+05,1.00:2.85,2.86,1.52,33098,Leukocyte surface antigen CD47 OS=Mus musculus GN=Cd47 PE=1 SV=2
648,854,P50543|S10AB_MOUSE,23,35,3,3,N-ethylmaleimide on cysteines,0,4.67E+05,6.04E+05,2.04E+05,2.53E+05,6.12E+05,2.04E+06,2.19E+06,3.60E+06,1.44E+06,1.04E+06,2.14E+06,0:1.00:1.29:0.44:0.54:1.31:4.37:4.68:7.70:3.07:2.22:4.59,3.57E+05,2.07E+06,1.00:5.81,5.80,2.54,11083,Protein S100-A11 OS=Mus musculus GN=S100a11 PE=2 SV=1
684,427,Q9JMC3|DNJA4_MOUSE,22.93,13,5,5,,5.58E+05,4.59E+05,3.14E+05,1.46E+05,3.75E+05,4.40E+05,7.57E+04,2.21E+05,2.55E+04,6.52E+04,1.66E+05,2.05E+05,1.00:0.82:0.56:0.26:0.67:0.79:0.14:0.40:0.05:0.12:0.30:0.37,3.82E+05,1.27E+05,1.00:0.33,0.33,-1.59,44902,DnaJ homolog subfamily A member 4 OS=Mus musculus GN=Dnaja4 PE=2 SV=1
904,1997,A2AQ25|SKT_MOUSE,22.74,0,1,1,,2.07E+07,1.90E+07,2.10E+07,2.17E+07,2.74E+07,2.47E+07,1.07E+07,1.75E+07,1.01E+07,1.88E+07,1.82E+07,1.60E+07,1.00:0.92:1.02:1.05:1.33:1.19:0.52:0.84:0.49:0.91:0.88:0.77,2.24E+07,1.52E+07,1.00:0.68,0.68,-0.56,213035,Sickle tail protein OS=Mus musculus GN=Skt PE=1 SV=1
1367,2767,P01633|KV5A1_MOUSE,22.72,11,2,1,,1.81E+05,8.39E+04,-,8.30E+04,2.01E+05,3.36E+05,5.72E+05,5.04E+05,4.02E+05,5.93E+05,6.38E+05,1.14E+06,1.00:0.46:-:0.46:1.11:1.86:3.15:2.78:2.22:3.27:3.52:6.31,1.77E+05,6.42E+05,1.00:3.63,3.63,1.86,16434,Ig kappa chain V19-17 OS=Mus musculus GN=Igk-V19-17 PE=1 SV=1
866,973,P26645|MARCS_MOUSE,22.7,10,2,2,,2.36E+05,2.57E+05,1.73E+05,1.61E+05,2.00E+05,2.45E+05,2.94E+05,3.08E+05,3.40E+05,2.66E+05,2.55E+05,4.01E+05,1.00:1.09:0.73:0.68:0.85:1.04:1.24:1.30:1.44:1.12:1.08:1.70,2.12E+05,3.11E+05,1.00:1.46,1.47,0.55,29661,Myristoylated alanine-rich C-kinase substrate OS=Mus musculus GN=Marcks PE=1 SV=2
322,203,Q9D154|ILEUA_MOUSE,22.62,42,13,9,,8.71E+05,6.41E+05,1.06E+06,6.38E+05,6.17E+05,8.33E+05,1.64E+06,1.34E+06,1.91E+06,1.36E+06,9.00E+05,1.22E+06,1.00:0.74:1.22:0.73:0.71:0.96:1.88:1.54:2.20:1.56:1.03:1.40,7.77E+05,1.40E+06,1.00:1.80,1.80,0.85,42575,Leukocyte elastase inhibitor A OS=Mus musculus GN=Serpinb1a PE=1 SV=1
614,598,Q60994|ADIPO_MOUSE,22.48,22,5,5,,1.35E+06,1.39E+06,1.31E+06,1.22E+06,1.27E+06,1.05E+06,2.00E+06,1.75E+06,2.17E+06,1.39E+06,1.70E+06,1.57E+06,1.00:1.03:0.97:0.90:0.94:0.78:1.49:1.30:1.61:1.04:1.27:1.17,1.26E+06,1.77E+06,1.00:1.40,1.40,0.49,26841,Adiponectin OS=Mus musculus GN=Adipoq PE=1 SV=1
1277,985,Q922R8|PDIA6_MOUSE,22.47,6,2,2,,1.29E+05,4.17E+05,2.53E+05,1.44E+05,3.20E+05,3.24E+05,4.07E+05,5.32E+05,4.24E+05,3.75E+05,4.92E+05,5.57E+05,1.00:3.23:1.96:1.11:2.47:2.51:3.15:4.12:3.28:2.90:3.81:4.31,2.64E+05,4.72E+05,1.00:1.79,1.79,0.84,48100,Protein disulfide-isomerase A6 OS=Mus musculus GN=Pdia6 PE=1 SV=3
586,311,Q9R111|GUAD_MOUSE,22.41,22,8,8,N-ethylmaleimide on cysteines,4.91E+05,3.10E+05,4.35E+05,1.32E+05,4.63E+05,1.72E+05,1.40E+06,6.86E+05,1.65E+06,7.61E+05,7.75E+05,9.39E+05,1.00:0.63:0.89:0.27:0.94:0.35:2.85:1.40:3.36:1.55:1.58:1.91,3.34E+05,1.03E+06,1.00:3.10,3.08,1.62,51013,Guanine deaminase OS=Mus musculus GN=Gda PE=1 SV=1
67,19,P31001|DESM_MOUSE,22.41,69,31,27,,8.33E+06,8.65E+06,4.33E+06,4.81E+06,6.11E+06,4.30E+06,9.37E+06,1.01E+07,8.88E+06,8.24E+06,1.01E+07,1.07E+07,1.00:1.04:0.52:0.58:0.73:0.52:1.12:1.21:1.07:0.99:1.21:1.29,6.09E+06,9.56E+06,1.00:1.57,1.57,0.65,53498,Desmin OS=Mus musculus GN=Des PE=1 SV=3
1136,3017,Q9DCN2|NB5R3_MOUSE,22.29,3,1,1,,5.87E+05,3.97E+05,4.18E+05,-,2.75E+05,4.39E+05,7.62E+05,8.32E+05,5.53E+05,5.33E+05,6.95E+05,6.60E+05,1.00:0.68:0.71:-:0.47:0.75:1.30:1.42:0.94:0.91:1.18:1.12,4.23E+05,6.73E+05,1.00:1.59,1.59,0.67,34128,NADH-cytochrome b5 reductase 3 OS=Mus musculus GN=Cyb5r3 PE=1 SV=3
1089,1187,Q8BTY1|KAT1_MOUSE,22.25,3,1,1,,7.49E+05,5.61E+05,6.92E+05,6.53E+05,5.02E+05,6.90E+05,4.24E+05,4.29E+05,4.14E+05,3.14E+05,6.02E+05,5.16E+05,1.00:0.75:0.92:0.87:0.67:0.92:0.57:0.57:0.55:0.42:0.80:0.69,6.41E+05,4.50E+05,1.00:0.70,0.70,-0.51,47564,Kynurenine--oxoglutarate transaminase 1 OS=Mus musculus GN=Ccbl1 PE=2 SV=1
100,134,P62631|EF1A2_MOUSE,22.16,55,20,13,Oxidation (M); N-ethylmaleimide on cysteines,3.70E+07,5.29E+07,3.52E+07,4.10E+07,4.54E+07,5.72E+07,2.63E+07,2.91E+07,1.49E+07,2.99E+07,3.48E+07,3.52E+07,1.00:1.43:0.95:1.11:1.23:1.55:0.71:0.79:0.40:0.81:0.94:0.95,4.48E+07,2.84E+07,1.00:0.63,0.63,-0.66,50454,Elongation factor 1-alpha 2 OS=Mus musculus GN=Eef1a2 PE=1 SV=1
205,175,O88569|ROA2_MOUSE,22.13,44,15,12,N-ethylmaleimide on cysteines,3.48E+06,1.86E+06,1.51E+06,7.57E+05,5.79E+05,1.52E+06,3.97E+06,3.24E+06,4.13E+06,2.94E+06,2.30E+06,4.51E+06,1.00:0.54:0.43:0.22:0.17:0.44:1.14:0.93:1.19:0.84:0.66:1.30,1.62E+06,3.51E+06,1.00:2.17,2.17,1.12,37403,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus GN=Hnrnpa2b1 PE=1 SV=2
939,1627,Q62048|PEA15_MOUSE,22.04,18,2,2,,1.20E+06,6.68E+05,7.21E+05,6.92E+05,7.83E+05,7.21E+05,1.24E+06,1.21E+06,1.14E+06,1.05E+06,1.18E+06,1.05E+06,1.00:0.56:0.60:0.58:0.65:0.60:1.04:1.01:0.95:0.87:0.98:0.88,7.61E+05,1.15E+06,1.00:1.51,1.51,0.60,15054,Astrocytic phosphoprotein PEA-15 OS=Mus musculus GN=Pea15 PE=1 SV=1
96,80,Q7TQ48|SRCA_MOUSE,22.04,37,27,23,D5 N-ethylmaleimide on cysteines,9.28E+06,1.51E+07,1.24E+07,1.18E+07,1.35E+07,1.62E+07,8.12E+06,8.94E+06,4.87E+06,6.25E+06,1.13E+07,9.90E+06,1.00:1.63:1.34:1.27:1.46:1.74:0.88:0.96:0.52:0.67:1.22:1.07,1.31E+07,8.24E+06,1.00:0.63,0.63,-0.67,99184,Sarcalumenin OS=Mus musculus GN=Srl PE=1 SV=1
1248,1492,Q3TC72|FAHD2_MOUSE,22.02,6,2,2,,9.64E+05,7.36E+05,7.95E+05,7.66E+05,8.51E+05,9.75E+05,1.32E+06,1.15E+06,1.08E+06,1.06E+06,1.74E+06,1.36E+06,1.00:0.76:0.82:0.79:0.88:1.01:1.37:1.20:1.12:1.10:1.80:1.41,8.48E+05,1.29E+06,1.00:1.52,1.52,0.61,34690,Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Mus musculus GN=Fahd2 PE=1 SV=1
1492,2745,P21460|CYTC_MOUSE,22.02,12,1,1,,0,2.18E+05,1.77E+05,0,0,1.40E+05,3.54E+05,3.65E+05,3.06E+05,0,0,3.12E+05,0:1.00:0.81:0:0:0.64:1.62:1.67:1.40:0:0:1.43,8.92E+04,2.23E+05,1.00:2.50,2.50,1.32,15531,Cystatin-C OS=Mus musculus GN=Cst3 PE=2 SV=2
1026,1558,A2A935|PRD16_MOUSE,22.01,1,1,1,,3.08E+06,1.93E+06,1.84E+06,1.61E+06,1.60E+06,2.24E+06,9.37E+05,1.27E+06,5.92E+05,1.12E+06,1.23E+06,1.37E+06,1.00:0.63:0.60:0.52:0.52:0.73:0.30:0.41:0.19:0.37:0.40:0.44,2.05E+06,1.09E+06,1.00:0.53,0.53,-0.91,140858,PR domain zinc finger protein 16 OS=Mus musculus GN=Prdm16 PE=1 SV=1
721,654,P18572|BASI_MOUSE,21.93,15,5,5,,4.05E+05,6.86E+05,4.45E+05,1.33E+05,3.92E+05,2.54E+05,7.73E+05,7.26E+05,7.45E+05,6.81E+05,6.05E+05,7.52E+05,1.00:1.69:1.10:0.33:0.97:0.63:1.91:1.79:1.84:1.68:1.49:1.86,4.01E+05,7.14E+05,1.00:1.78,1.78,0.83,42445,Basigin OS=Mus musculus GN=Bsg PE=1 SV=2
173,145,P10126|EF1A1_MOUSE,21.66,44,13,6,N-ethylmaleimide on cysteines,3.42E+06,3.67E+06,2.74E+06,2.56E+06,4.00E+06,5.43E+06,5.95E+06,5.49E+06,6.32E+06,5.18E+06,4.58E+06,8.35E+06,1.00:1.07:0.80:0.75:1.17:1.59:1.74:1.61:1.85:1.52:1.34:2.44,3.64E+06,5.98E+06,1.00:1.64,1.64,0.72,50114,Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3
414,194,Q3U1J4|DDB1_MOUSE,21.6,13,12,11,N-ethylmaleimide on cysteines,7.96E+05,6.86E+05,6.32E+05,5.72E+05,6.30E+05,6.81E+05,8.33E+05,7.96E+05,7.34E+05,7.45E+05,8.13E+05,8.59E+05,1.00:0.86:0.79:0.72:0.79:0.86:1.05:1.00:0.92:0.94:1.02:1.08,6.59E+05,7.97E+05,1.00:1.21,1.21,0.27,126853,DNA damage-binding protein 1 OS=Mus musculus GN=Ddb1 PE=1 SV=2
688,394,Q9R0H0|ACOX1_MOUSE,21.55,16,8,7,N-ethylmaleimide on cysteines,3.41E+05,1.95E+05,2.35E+05,7.97E+04,3.87E+05,2.72E+05,4.24E+05,8.19E+05,4.08E+05,6.47E+05,1.10E+06,7.78E+05,1.00:0.57:0.69:0.23:1.14:0.80:1.24:2.40:1.20:1.90:3.22:2.28,2.55E+05,6.96E+05,1.00:2.73,2.73,1.45,74635,Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus GN=Acox1 PE=1 SV=4
274,154,Q60864|STIP1_MOUSE,21.37,28,14,14,N-ethylmaleimide on cysteines,2.64E+06,2.16E+06,1.79E+06,1.60E+06,1.64E+06,2.21E+06,9.79E+05,1.43E+06,8.54E+05,1.29E+06,1.36E+06,1.79E+06,1.00:0.82:0.68:0.61:0.62:0.84:0.37:0.54:0.32:0.49:0.52:0.68,2.01E+06,1.28E+06,1.00:0.64,0.64,-0.65,62582,Stress-induced-phosphoprotein 1 OS=Mus musculus GN=Stip1 PE=1 SV=1
36,2,P09411|PGK1_MOUSE,21.27,76,30,29,Oxidation (M); N-ethylmaleimide on cysteines,5.61E+07,7.67E+07,6.20E+07,6.39E+07,7.67E+07,8.85E+07,4.06E+07,4.99E+07,2.58E+07,4.67E+07,6.11E+07,5.69E+07,1.00:1.37:1.11:1.14:1.37:1.58:0.72:0.89:0.46:0.83:1.09:1.02,7.06E+07,4.68E+07,1.00:0.66,0.66,-0.59,44550,Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4
746,682,Q9JJU8|SH3L1_MOUSE,21.22,45,4,4,,2.02E+05,7.15E+04,1.21E+05,1.40E+05,2.97E+04,1.39E+05,8.79E+05,4.60E+05,8.65E+05,4.22E+05,1.96E+05,6.90E+05,1.00:0.35:0.60:0.69:0.15:0.69:4.34:2.27:4.27:2.08:0.97:3.41,1.17E+05,5.85E+05,1.00:5.00,5.00,2.32,12811,SH3 domain-binding glutamic acid-rich-like protein OS=Mus musculus GN=Sh3bgrl PE=2 SV=1
