Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
Q99P72|RTN4_MOUSE,1.09,310.12,794.245,814.717,1,1.03,38,33,30,Carbamidomethylation; TMT6plex,126613,Reticulon-4 OS=Mus musculus GN=Rtn4 PE=1 SV=2
P06745|G6PI_MOUSE,4.19,308.91,3.60E+03,3.80E+03,1,1.06,57,32,30,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),62767,Glucose-6-phosphate isomerase OS=Mus musculus GN=Gpi PE=1 SV=4
P08551|NFL_MOUSE,9.29,308.72,4.95E+03,5.67E+03,1,1.15,52,37,30,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),61509,Neurofilament light polypeptide OS=Mus musculus GN=Nefl PE=1 SV=5
P40142|TKT_MOUSE,1.5,308.02,2.48E+03,2.64E+03,1,1.06,49,29,27,Carbamidomethylation; TMT6plex; Oxidation (M); Acetylation (Protein N-term),67631,Transketolase OS=Mus musculus GN=Tkt PE=1 SV=1
P61922|GABT_MOUSE,2.64,308,1.03E+03,1.03E+03,1,1.00,68,24,22,Carbamidomethylation; TMT6plex; Oxidation (M),56452,4-aminobutyrate aminotransferase  mitochondrial OS=Mus musculus GN=Abat PE=1 SV=1
tr|A0A0A6YY47|A0A0A6YY47_MOUSE,4.44,307.46,21.359,17.626,1,0.83,2,35,1,TMT6plex; Deamidation (NQ),93492,Neural cell adhesion molecule 1 OS=Mus musculus GN=Ncam1 PE=1 SV=1
O55143|AT2A2_MOUSE,1.04,307.2,1.18E+03,1.14E+03,1,0.97,22,36,20,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),114858,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus GN=Atp2a2 PE=1 SV=2
P48722|HS74L_MOUSE,2.71,306.97,751.559,667.422,1,0.89,39,31,25,Carbamidomethylation; TMT6plex; Deamidation (NQ),94382,Heat shock 70 kDa protein 4L OS=Mus musculus GN=Hspa4l PE=1 SV=2
P46096|SYT1_MOUSE,4.4,306.9,4.25E+03,3.75E+03,1,0.88,38,27,17,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),47418,Synaptotagmin-1 OS=Mus musculus GN=Syt1 PE=1 SV=1
P11798|KCC2A_MOUSE,3.79,306.45,5.64E+03,5.81E+03,1,1.03,29,28,15,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),54115,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Mus musculus GN=Camk2a PE=1 SV=2
tr|F8WIS9|F8WIS9_MOUSE,3.79,306.45,5.64E+03,5.81E+03,1,1.03,29,28,15,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),55347,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Mus musculus GN=Camk2a PE=1 SV=1
P16330|CN37_MOUSE,2.42,306.05,1.55E+04,1.60E+04,1,1.03,67,35,31,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),47123,2' 3'-cyclic-nucleotide 3'-phosphodiesterase OS=Mus musculus GN=Cnp PE=1 SV=3
O35098|DPYL4_MOUSE,7.12,305.52,904.359,737.707,1,0.82,51,25,20,Carbamidomethylation; TMT6plex,61962,Dihydropyrimidinase-related protein 4 OS=Mus musculus GN=Dpysl4 PE=1 SV=1
tr|Q3TMU8|Q3TMU8_MOUSE,7.12,305.52,904.359,737.707,1,0.82,51,25,20,Carbamidomethylation; TMT6plex,61928,Dihydropyrimidinase-like 4 OS=Mus musculus GN=Dpysl4 PE=1 SV=1
tr|A0A0R4J1N0|A0A0R4J1N0_MOUSE,7.12,305.52,904.359,737.707,1,0.82,49,25,20,Carbamidomethylation; TMT6plex,64303,Dihydropyrimidinase-related protein 4 OS=Mus musculus GN=Dpysl4 PE=1 SV=1
tr|E9Q828|E9Q828_MOUSE,1.55,304.03,552.148,528.551,1,0.96,19,35,20,Carbamidomethylation; TMT6plex,129256,Calcium-transporting ATPase OS=Mus musculus GN=Atp2b4 PE=1 SV=1
tr|F7AAP4|F7AAP4_MOUSE,1.55,304.03,552.148,528.551,1,0.96,19,35,20,Carbamidomethylation; TMT6plex,128562,Calcium-transporting ATPase OS=Mus musculus GN=Atp2b4 PE=1 SV=1
P28652|KCC2B_MOUSE,2.15,303.79,1.15E+03,1.20E+03,1,1.04,31,27,12,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),60461,Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Mus musculus GN=Camk2b PE=1 SV=2
Q8K310|MATR3_MOUSE,0.43,303.3,1.04E+03,1.06E+03,1,1.02,35,32,26,Carbamidomethylation; TMT6plex; Deamidation (NQ),94630,Matrin-3 OS=Mus musculus GN=Matr3 PE=1 SV=1
Q60932|VDAC1_MOUSE,2.61,300.7,7.99E+03,7.79E+03,1,0.97,73,21,18,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),32351,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1 PE=1 SV=3
Q76MZ3|2AAA_MOUSE,1.72,300.08,2.42E+03,2.34E+03,1,0.97,55,27,25,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),65323,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus GN=Ppp2r1a PE=1 SV=3
Q8BMF4|ODP2_MOUSE,1.08,300.04,2.13E+03,2.20E+03,1,1.03,38,21,20,Carbamidomethylation; TMT6plex; Oxidation (M),67942,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex  mitochondrial OS=Mus musculus GN=Dlat PE=1 SV=2
Q8BFR5|EFTU_MOUSE,0.81,299.66,1.33E+03,1.29E+03,1,0.97,56,25,23,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),49508,Elongation factor Tu  mitochondrial OS=Mus musculus GN=Tufm PE=1 SV=1
Q9DB77|QCR2_MOUSE,0.82,299.63,2.25E+03,2.32E+03,1,1.03,48,21,20,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),48235,Cytochrome b-c1 complex subunit 2  mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1
tr|Q8C605|Q8C605_MOUSE,3,299.53,1.21E+03,1.27E+03,1,1.05,27,27,23,Carbamidomethylation; TMT6plex; Oxidation (M),85547,ATP-dependent 6-phosphofructokinase OS=Mus musculus GN=Pfkp PE=1 SV=1
Q9WUA3|PFKAP_MOUSE,3,299.53,1.21E+03,1.27E+03,1,1.05,27,27,23,Carbamidomethylation; TMT6plex; Oxidation (M),85455,ATP-dependent 6-phosphofructokinase  platelet type OS=Mus musculus GN=Pfkp PE=1 SV=1
P16125|LDHB_MOUSE,3.96,299.43,8.53E+03,8.78E+03,1,1.03,55,30,23,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),36572,L-lactate dehydrogenase B chain OS=Mus musculus GN=Ldhb PE=1 SV=2
P17156|HSP72_MOUSE,2.94,298.66,360.506,398.37,1,1.11,17,29,10,Carbamidomethylation; TMT6plex; Deamidation (NQ),69642,Heat shock-related 70 kDa protein 2 OS=Mus musculus GN=Hspa2 PE=1 SV=2
Q9JLM8|DCLK1_MOUSE,2.27,298.47,689.507,636.58,1,0.92,21,27,13,Carbamidomethylation; TMT6plex,84153,Serine/threonine-protein kinase DCLK1 OS=Mus musculus GN=Dclk1 PE=1 SV=1
P63328|PP2BA_MOUSE,0.65,298.36,2.74E+03,2.73E+03,1,1.00,31,24,11,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),58644,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Mus musculus GN=Ppp3ca PE=1 SV=1
D3Z7P3|GLSK_MOUSE,1.7,298.05,1.26E+03,1.25E+03,1,0.99,47,32,30,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),73964,Glutaminase kidney isoform  mitochondrial OS=Mus musculus GN=Gls PE=1 SV=1
tr|K3W4T3|K3W4T3_MOUSE,1.47,296.84,1.76E+03,1.66E+03,1,0.94,33,29,26,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),96427,V-type proton ATPase subunit a OS=Mus musculus GN=Atp6v0a1 PE=1 SV=1
Q64521|GPDM_MOUSE,1.88,296.66,1.45E+03,1.37E+03,1,0.94,54,32,32,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),80954,Glycerol-3-phosphate dehydrogenase  mitochondrial OS=Mus musculus GN=Gpd2 PE=1 SV=2
tr|A2AQR0|A2AQR0_MOUSE,1.88,296.66,1.45E+03,1.37E+03,1,0.94,53,32,32,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),82830,Glycerol-3-phosphate dehydrogenase OS=Mus musculus GN=Gpd2 PE=1 SV=1
P14152|MDHC_MOUSE,1.88,295.83,8.49E+03,8.16E+03,1,0.96,60,25,23,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),36511,Malate dehydrogenase  cytoplasmic OS=Mus musculus GN=Mdh1 PE=1 SV=3
P58281|OPA1_MOUSE,1.29,295.7,692.41,674.733,1,0.97,27,32,21,Carbamidomethylation; TMT6plex,111339,Dynamin-like 120 kDa protein  mitochondrial OS=Mus musculus GN=Opa1 PE=1 SV=1
Q8BPN8|DMXL2_MOUSE,0.78,295.61,744.604,731.612,1,0.98,15,43,34,Carbamidomethylation; TMT6plex; Oxidation (M),338209,DmX-like protein 2 OS=Mus musculus GN=Dmxl2 PE=1 SV=3
tr|B0V2P5|B0V2P5_MOUSE,0.78,295.61,744.604,731.612,1,0.98,15,43,34,Carbamidomethylation; TMT6plex; Oxidation (M),340696,DmX-like protein 2 OS=Mus musculus GN=Dmxl2 PE=1 SV=1
Q6ZQ38|CAND1_MOUSE,0.87,295.41,1.17E+03,1.14E+03,1,0.97,33,40,34,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),136331,Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus GN=Cand1 PE=1 SV=2
Q3UHJ0|AAK1_MOUSE,1.81,294.52,727.296,738.996,1,1.02,35,25,22,Carbamidomethylation; TMT6plex; Deamidation (NQ),103346,AP2-associated protein kinase 1 OS=Mus musculus GN=Aak1 PE=1 SV=2
Q8BMS1|ECHA_MOUSE,1.49,294.01,805.459,820.739,1,1.02,31,21,20,Carbamidomethylation; TMT6plex; Oxidation (M),82670,Trifunctional enzyme subunit alpha  mitochondrial OS=Mus musculus GN=Hadha PE=1 SV=1
P20029|GRP78_MOUSE,1.17,292.96,1.61E+03,1.52E+03,1,0.94,43,30,24,TMT6plex; Oxidation (M),72422,78 kDa glucose-regulated protein OS=Mus musculus GN=Hspa5 PE=1 SV=3
Q9WV92|E41L3_MOUSE,2.75,292.85,1.05E+03,1.12E+03,1,1.07,36,34,28,Carbamidomethylation; TMT6plex; Deamidation (NQ),103338,Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1
P27773|PDIA3_MOUSE,1.97,292.16,2.11E+03,2.02E+03,1,0.96,66,35,34,Carbamidomethylation; TMT6plex,56678,Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2
Q8VDD5|MYH9_MOUSE,0.83,292.11,258.16,271.103,1,1.05,9,25,16,TMT6plex,226370,Myosin-9 OS=Mus musculus GN=Myh9 PE=1 SV=4
Q61699|HS105_MOUSE,2.21,292.07,698.663,627.935,1,0.90,35,30,26,Carbamidomethylation; TMT6plex; Deamidation (NQ),96407,Heat shock protein 105 kDa OS=Mus musculus GN=Hsph1 PE=1 SV=2
P62259|1433E_MOUSE,0.69,291.83,6.89E+03,6.83E+03,1,0.99,73,24,22,Carbamidomethylation; TMT6plex; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),29174,14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1
tr|E9Q7L0|E9Q7L0_MOUSE,2.46,291.78,430.517,446.208,1,1.04,20,26,16,Carbamidomethylation; TMT6plex; Deamidation (NQ),116600,Oxoglutarate dehydrogenase-like OS=Mus musculus GN=Ogdhl PE=1 SV=1
Q9D051|ODPB_MOUSE,2.45,291.03,3.54E+03,3.90E+03,1,1.10,57,19,19,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),38937,Pyruvate dehydrogenase E1 component subunit beta  mitochondrial OS=Mus musculus GN=Pdhb PE=1 SV=1
P38647|GRP75_MOUSE,1.02,290.74,1.49E+03,1.44E+03,1,0.97,48,35,32,Carbamidomethylation; TMT6plex; Deamidation (NQ),73461,Stress-70 protein  mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3
Q9Z2Q6|SEPT5_MOUSE,1.29,290.29,1.96E+03,1.85E+03,1,0.94,53,26,23,Carbamidomethylation; TMT6plex; Oxidation (M),42748,Septin-5 OS=Mus musculus GN=Sept5 PE=1 SV=2
tr|Q0VF55|Q0VF55_MOUSE,1.96,289.85,16.717,16.938,1,1.01,1,35,1,TMT6plex,134360,Calcium-transporting ATPase OS=Mus musculus GN=Atp2b3 PE=1 SV=1
O88342|WDR1_MOUSE,2.09,289.78,1.27E+03,1.32E+03,1,1.04,44,25,24,Carbamidomethylation; TMT6plex; Deamidation (NQ),66407,WD repeat-containing protein 1 OS=Mus musculus GN=Wdr1 PE=1 SV=3
tr|Q5SVG5|Q5SVG5_MOUSE,1.07,289.67,283.491,268.056,1,0.95,19,32,12,Carbamidomethylation; TMT6plex,101193,AP complex subunit beta OS=Mus musculus GN=Ap1b1 PE=1 SV=1
tr|Q5SVG4|Q5SVG4_MOUSE,1.07,289.67,283.491,268.056,1,0.95,19,32,12,Carbamidomethylation; TMT6plex,101898,AP complex subunit beta OS=Mus musculus GN=Ap1b1 PE=1 SV=1
O35643|AP1B1_MOUSE,1.07,289.67,283.491,268.056,1,0.95,18,32,12,Carbamidomethylation; TMT6plex,103935,AP-1 complex subunit beta-1 OS=Mus musculus GN=Ap1b1 PE=1 SV=2
tr|E9QLL2|E9QLL2_MOUSE,1.28,289.53,448.989,459.248,1,1.02,26,36,18,Carbamidomethylation; TMT6plex; Deamidation (NQ),97274,Dynamin-3 OS=Mus musculus GN=Dnm3 PE=1 SV=1
Q8BZ98|DYN3_MOUSE,1.28,289.53,448.989,459.248,1,1.02,26,36,18,Carbamidomethylation; TMT6plex; Deamidation (NQ),97190,Dynamin-3 OS=Mus musculus GN=Dnm3 PE=1 SV=1
Q8K1M6|DNM1L_MOUSE,1.31,289.38,21.917,22.593,1,1.03,3,26,1,TMT6plex,82658,Dynamin-1-like protein OS=Mus musculus GN=Dnm1l PE=1 SV=2
tr|E9PUD2|E9PUD2_MOUSE,4.5,289.01,32.78,23.311,1,0.71,3,27,2,TMT6plex,79533,Dynamin-1-like protein OS=Mus musculus GN=Dnm1l PE=1 SV=1
Q9CZ13|QCR1_MOUSE,0.4,288.9,1.98E+03,2.02E+03,1,1.02,48,19,18,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),52852,Cytochrome b-c1 complex subunit 1  mitochondrial OS=Mus musculus GN=Uqcrc1 PE=1 SV=2
Q91V14|S12A5_MOUSE,3.71,288.42,773.907,715.275,1,0.92,18,23,15,Carbamidomethylation; TMT6plex,126271,Solute carrier family 12 member 5 OS=Mus musculus GN=Slc12a5 PE=1 SV=2
Q8K2B3|SDHA_MOUSE,0.82,288.25,1.73E+03,1.80E+03,1,1.04,48,25,23,Carbamidomethylation; TMT6plex; Oxidation (M),72585,Succinate dehydrogenase [ubiquinone] flavoprotein subunit  mitochondrial OS=Mus musculus GN=Sdha PE=1 SV=1
tr|A8DUK4|A8DUK4_MOUSE,21.69,287.85,5.15E+03,7.04E+03,1,1.37,24,17,5,TMT6plex; Deamidation (NQ),15748,Beta-globin OS=Mus musculus GN=Hbbt1 PE=1 SV=1
P68033|ACTC_MOUSE,3.16,287.52,72.851,59.75,1,0.82,6,28,1,TMT6plex; Oxidation (M); Deamidation (NQ),42019,Actin  alpha cardiac muscle 1 OS=Mus musculus GN=Actc1 PE=1 SV=1
tr|G5E8R3|G5E8R3_MOUSE,1.75,286.96,379.44,395.044,1,1.04,22,21,20,Carbamidomethylation; TMT6plex; Deamidation (NQ),129701,Pyruvate carboxylase OS=Mus musculus GN=Pcx PE=1 SV=1
tr|E9QPD7|E9QPD7_MOUSE,1.75,286.96,379.44,395.044,1,1.04,22,21,20,Carbamidomethylation; TMT6plex; Deamidation (NQ),129832,Pyruvate carboxylase OS=Mus musculus GN=Pcx PE=1 SV=1
Q05920|PYC_MOUSE,1.75,286.96,379.44,395.044,1,1.04,22,21,20,Carbamidomethylation; TMT6plex; Deamidation (NQ),129684,Pyruvate carboxylase  mitochondrial OS=Mus musculus GN=Pc PE=1 SV=1
P15105|GLNA_MOUSE,1.99,286.75,5.24E+03,5.09E+03,1,0.97,54,21,21,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),42120,Glutamine synthetase OS=Mus musculus GN=Glul PE=1 SV=6
Q8QZT1|THIL_MOUSE,2.88,286.63,2.06E+03,1.94E+03,1,0.94,63,26,22,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),44816,Acetyl-CoA acetyltransferase  mitochondrial OS=Mus musculus GN=Acat1 PE=1 SV=1
tr|E9Q6Q4|E9Q6Q4_MOUSE,4.54,286.6,23.05,24.703,1,1.07,8,22,2,Carbamidomethylation; TMT6plex; Oxidation (M),60793,RAP1  GTP-GDP dissociation stimulator 1 OS=Mus musculus GN=Rap1gds1 PE=1 SV=1
P80314|TCPB_MOUSE,1.17,286.57,478.021,501.372,1,1.05,46,23,22,Carbamidomethylation; TMT6plex; Oxidation (M),57477,T-complex protein 1 subunit beta OS=Mus musculus GN=Cct2 PE=1 SV=4
O08788|DCTN1_MOUSE,3.14,286.3,9.539,7.179,1,0.75,2,34,1,TMT6plex,141675,Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=1 SV=3
tr|E9Q3M3|E9Q3M3_MOUSE,3.14,286.3,9.539,7.179,1,0.75,2,34,1,TMT6plex,139761,Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=1 SV=1
P23819|GRIA2_MOUSE,1.88,285.24,31.425,26.945,1,0.86,2,30,1,TMT6plex,98662,Glutamate receptor 2 OS=Mus musculus GN=Gria2 PE=1 SV=3
P62874|GBB1_MOUSE,1.14,285.16,1.52E+03,1.48E+03,1,0.97,25,16,6,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),37377,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus GN=Gnb1 PE=1 SV=3
P28663|SNAB_MOUSE,2.84,285.1,1.51E+03,1.61E+03,1,1.07,52,20,14,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),33557,Beta-soluble NSF attachment protein OS=Mus musculus GN=Napb PE=1 SV=2
Q5SQX6|CYFP2_MOUSE,2.92,284.93,325.444,354.414,1,1.09,12,30,13,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),145659,Cytoplasmic FMR1-interacting protein 2 OS=Mus musculus GN=Cyfip2 PE=1 SV=2
Q9R111|GUAD_MOUSE,1.89,284.78,2.37E+03,2.17E+03,1,0.92,68,29,26,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),51013,Guanine deaminase OS=Mus musculus GN=Gda PE=1 SV=1
tr|E9Q1X8|E9Q1X8_MOUSE,1.81,284.52,788.12,737.971,1,0.94,29,29,27,Carbamidomethylation; TMT6plex,123206,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Mus musculus GN=Cacna2d1 PE=1 SV=2
Q9D0K2|SCOT1_MOUSE,2.23,284.24,1.70E+03,1.56E+03,1,0.92,56,22,22,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),55989,Succinyl-CoA:3-ketoacid coenzyme A transferase 1  mitochondrial OS=Mus musculus GN=Oxct1 PE=1 SV=1
Q9CZU6|CISY_MOUSE,2.18,284,2.92E+03,2.89E+03,1,0.99,30,26,15,TMT6plex; Oxidation (M); Deamidation (NQ),51737,Citrate synthase  mitochondrial OS=Mus musculus GN=Cs PE=1 SV=1
tr|A0A1L1STE6|A0A1L1STE6_MOUSE,1.27,283.71,3.84E+03,4.02E+03,1,1.05,51,22,20,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),41520,Isocitrate dehydrogenase [NAD] subunit  mitochondrial OS=Mus musculus GN=Idh3a PE=1 SV=1
tr|S4R2K9|S4R2K9_MOUSE,0.64,283.71,286.315,292.598,1,1.02,7,31,13,Carbamidomethylation; TMT6plex; Deamidation (NQ),284642,Ankyrin-3 (Fragment) OS=Mus musculus GN=Ank3 PE=1 SV=1
tr|Q3TU36|Q3TU36_MOUSE,0.94,282.98,11.262,9.787,1,0.87,2,21,1,TMT6plex,66005,Putative uncharacterized protein OS=Mus musculus GN=Rap1gds1 PE=1 SV=1
P68134|ACTS_MOUSE,3.43,282.74,8.295,7.428,1,0.90,6,28,1,TMT6plex; Oxidation (M); Deamidation (NQ),42051,Actin  alpha skeletal muscle OS=Mus musculus GN=Acta1 PE=1 SV=1
P30275|KCRU_MOUSE,2.39,282.63,3.40E+03,3.63E+03,1,1.07,39,19,13,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),47004,Creatine kinase U-type  mitochondrial OS=Mus musculus GN=Ckmt1 PE=1 SV=1
P97807|FUMH_MOUSE,0.94,282.53,1.71E+03,1.74E+03,1,1.02,48,22,22,Carbamidomethylation; TMT6plex; Oxidation (M),54357,Fumarate hydratase  mitochondrial OS=Mus musculus GN=Fh PE=1 SV=3
tr|E9PUM4|E9PUM4_MOUSE,1.05,282.26,233.467,222.738,1,0.95,11,29,20,Carbamidomethylation; TMT6plex; Deamidation (NQ),271665,Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=1
tr|A0A1L1SQ51|A0A1L1SQ51_MOUSE,1.05,282.26,233.467,222.738,1,0.95,11,29,20,Carbamidomethylation; TMT6plex; Deamidation (NQ),271924,Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=1
Q8K0U4|HS12A_MOUSE,0.66,281.95,1.53E+03,1.57E+03,1,1.03,46,32,29,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),74871,Heat shock 70 kDa protein 12A OS=Mus musculus GN=Hspa12a PE=1 SV=1
P10637|TAU_MOUSE,2.74,281.59,16.622,12.82,1,0.77,1,16,1,TMT6plex,76243,Microtubule-associated protein tau OS=Mus musculus GN=Mapt PE=1 SV=3
tr|A0A0A0MQC7|A0A0A0MQC7_MOUSE,2.74,281.59,16.622,12.82,1,0.77,1,16,1,TMT6plex,76259,Microtubule-associated protein OS=Mus musculus GN=Mapt PE=1 SV=1
tr|A2A5Y6|A2A5Y6_MOUSE,2.74,281.59,16.622,12.82,1,0.77,1,16,1,TMT6plex,78086,Microtubule-associated protein OS=Mus musculus GN=Mapt PE=1 SV=1
P11983|TCPA_MOUSE,0.67,281.46,693.415,701.971,1,1.01,47,26,21,Carbamidomethylation; TMT6plex; Deamidation (NQ),60449,T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3
P63318|KPCG_MOUSE,1,280.66,874.083,920.313,1,1.05,39,26,21,Carbamidomethylation; TMT6plex,78358,Protein kinase C gamma type OS=Mus musculus GN=Prkcg PE=1 SV=1
tr|B1AZ46|B1AZ46_MOUSE,0.46,280.56,1.09E+03,1.08E+03,1,0.99,53,24,24,Carbamidomethylation; TMT6plex; Deamidation (NQ),57682,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus GN=Baiap2 PE=1 SV=1
Q8BKX1|BAIP2_MOUSE,0.46,280.56,1.09E+03,1.08E+03,1,0.99,52,24,24,Carbamidomethylation; TMT6plex; Deamidation (NQ),59237,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus GN=Baiap2 PE=1 SV=2
tr|A0A1W2P7Y9|A0A1W2P7Y9_MOUSE,2.9,280.54,66.375,71.97,1,1.08,2,21,2,TMT6plex,125513,Neuronal cell adhesion molecule OS=Mus musculus GN=Nrcam PE=1 SV=1
P43006|EAA2_MOUSE,3.48,280.24,7.27E+03,6.59E+03,1,0.91,28,22,19,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),62030,Excitatory amino acid transporter 2 OS=Mus musculus GN=Slc1a2 PE=1 SV=1
P12382|PFKAL_MOUSE,1.5,280.23,326.848,352.788,1,1.08,25,19,15,Carbamidomethylation; TMT6plex; Oxidation (M),85360,ATP-dependent 6-phosphofructokinase  liver type OS=Mus musculus GN=Pfkl PE=1 SV=4
tr|Q91VB8|Q91VB8_MOUSE,4.79,279.92,1.75E+04,1.69E+04,1,0.97,92,27,26,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),15112,Alpha globin 1 OS=Mus musculus GN=Hba-a1 PE=1 SV=1
Q8R0Y6|AL1L1_MOUSE,1.01,279.14,711.983,716.286,1,1.01,37,32,28,Carbamidomethylation; TMT6plex,98709,Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus GN=Aldh1l1 PE=1 SV=1
Q91V92|ACLY_MOUSE,0.75,278.94,512.795,510.046,1,0.99,28,27,23,Carbamidomethylation; TMT6plex; Deamidation (NQ),119728,ATP-citrate synthase OS=Mus musculus GN=Acly PE=1 SV=1
Q61644|PACN1_MOUSE,1.29,278.76,2.01E+03,1.96E+03,1,0.98,55,27,21,Carbamidomethylation; TMT6plex; Deamidation (NQ),50575,Protein kinase C and casein kinase substrate in neurons protein 1 OS=Mus musculus GN=Pacsin1 PE=1 SV=1
tr|Q3U4W8|Q3U4W8_MOUSE,1.22,278.6,717.47,728.271,1,1.02,42,25,24,Carbamidomethylation; TMT6plex,93355,Ubiquitinyl hydrolase 1 OS=Mus musculus GN=Usp5 PE=1 SV=1
P56399|UBP5_MOUSE,1.22,278.6,717.47,728.271,1,1.02,40,25,24,Carbamidomethylation; TMT6plex,95833,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1
P48962|ADT1_MOUSE,0.65,277.88,4.65E+03,4.51E+03,1,0.97,29,27,9,Carbamidomethylation; TMT6plex; Deamidation (NQ),32904,ADP/ATP translocase 1 OS=Mus musculus GN=Slc25a4 PE=1 SV=4
P17751|TPIS_MOUSE,2.22,277.7,6.45E+03,6.79E+03,1,1.05,64,17,17,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),32192,Triosephosphate isomerase OS=Mus musculus GN=Tpi1 PE=1 SV=4
P61264|STX1B_MOUSE,4.87,277.2,3.98E+03,4.59E+03,1,1.15,40,18,15,TMT6plex; Oxidation (M),33245,Syntaxin-1B OS=Mus musculus GN=Stx1b PE=1 SV=1
P02088|HBB1_MOUSE,45.86,276.86,9.99E+02,275.294,1,0.28,15,16,2,Carbamidomethylation; TMT6plex,15840,Hemoglobin subunit beta-1 OS=Mus musculus GN=Hbb-b1 PE=1 SV=2
Q923T9|KCC2G_MOUSE,1.87,276.82,476.857,482.427,1,1.01,24,24,10,Carbamidomethylation; TMT6plex; Oxidation (M),59607,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Mus musculus GN=Camk2g PE=1 SV=1
P03995|GFAP_MOUSE,5.15,276.17,1.17E+03,1.23E+03,1,1.05,48,26,21,TMT6plex,49900,Glial fibrillary acidic protein OS=Mus musculus GN=Gfap PE=1 SV=4
