Accession,Significance (-10lgP),Coverage (%),#Peptides,#Unique,PTM,Adult_1 Area,Adult_2 Area,Adult_3 Area,Adult_4 Area,Old_1 Area,Old_2 Area,Old_3 Area,Old_4 Area,Sample Profile (Ratio),Adult Area,Old Area,Group Profile (Ratio),Avg. Mass,Description
O08709|PRDX6_MOUSE,21.46,38,7,7,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,9.49E+05,9.53E+05,8.01E+05,9.04E+05,9.54E+05,1.21E+06,1.95E+06,1.46E+06,1.05:1.05:0.89:1.00:1.05:1.33:2.15:1.61,9.02E+05,1.39E+06,1.00:1.54,24871,Peroxiredoxin-6 OS=Mus musculus GN=Prdx6 PE=1 SV=3
P28653|PGS1_MOUSE,21.43,33,9,7,N-ethylmaleimide on cysteines; NEM_LysineArginine,3.20E+05,3.98E+05,2.66E+05,3.97E+05,5.25E+05,6.41E+05,1.81E+06,3.47E+05,0.81:1.00:0.67:1.00:1.32:1.61:4.57:0.87,3.45E+05,8.32E+05,1.00:2.41,41639,Biglycan OS=Mus musculus GN=Bgn PE=2 SV=1
P01027|CO3_MOUSE,21.43,11,13,13,NEM_LysineArginine,1.75E+05,5.57E+05,2.98E+05,4.34E+05,2.60E+05,7.11E+05,3.13E+06,4.12E+05,0.40:1.28:0.69:1.00:0.60:1.64:7.20:0.95,3.66E+05,1.13E+06,1.00:3.08,186482,Complement C3 OS=Mus musculus GN=C3 PE=1 SV=2
P59999|ARPC4_MOUSE,21.38,21,4,4,NEM_LysineArginine,1.62E+05,1.70E+05,2.53E+05,1.88E+05,2.28E+05,4.14E+05,1.05E+06,2.05E+05,0.86:0.90:1.34:1.00:1.21:2.20:5.60:1.09,1.93E+05,4.75E+05,1.00:2.46,19667,Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3
P14152|MDHC_MOUSE,21.31,34,12,12,NEM_LysineArginine,1.55E+06,1.57E+06,1.21E+06,1.44E+06,1.15E+06,2.06E+06,2.90E+06,2.82E+06,1.08:1.09:0.84:1.00:0.80:1.43:2.02:1.96,1.44E+06,2.23E+06,1.00:1.55,36511,Malate dehydrogenase  cytoplasmic OS=Mus musculus GN=Mdh1 PE=1 SV=3
Q5SX39|MYH4_MOUSE,21.31,11,21,6,N-ethylmaleimide on cysteines; NEM_LysineArginine,9.03E+05,4.11E+04,0,1.24E+06,0,2.54E+04,0,1.44E+05,0.73:0.03:0:1.00:0:0.02:0:0.12,5.45E+05,4.24E+04,1.00:0.08,222857,Myosin-4 OS=Mus musculus GN=Myh4 PE=1 SV=1
Q93092|TALDO_MOUSE,21.19,14,4,4,NEM_LysineArginine,3.08E+05,3.57E+05,3.61E+05,3.53E+05,6.57E+05,8.03E+05,1.35E+06,4.63E+05,0.87:1.01:1.02:1.00:1.86:2.27:3.81:1.31,3.45E+05,8.18E+05,1.00:2.37,37387,Transaldolase OS=Mus musculus GN=Taldo1 PE=1 SV=2
Q9CWH6|PSA7L_MOUSE,21.04,6,1,1,,1.90E+05,2.69E+05,2.21E+05,1.63E+05,3.39E+05,4.08E+05,8.08E+05,2.65E+05,1.16:1.65:1.36:1.00:2.07:2.50:4.95:1.62,2.11E+05,4.55E+05,1.00:2.16,27866,Proteasome subunit alpha type-7-like OS=Mus musculus GN=Psma8 PE=2 SV=1
Q9JII6|AK1A1_MOUSE,20.96,24,7,7,NEM_LysineArginine,6.10E+05,6.88E+05,6.28E+05,6.15E+05,9.15E+05,1.17E+06,1.95E+06,1.19E+06,0.99:1.12:1.02:1.00:1.49:1.90:3.18:1.93,6.35E+05,1.31E+06,1.00:2.06,36587,Alcohol dehydrogenase [NADP+] OS=Mus musculus GN=Akr1a1 PE=1 SV=3
P23927|CRYAB_MOUSE,20.93,71,16,15,Oxidation (M); NEM_LysineArginine,1.17E+07,1.37E+07,1.17E+07,1.35E+07,1.83E+07,1.84E+07,2.53E+07,2.00E+07,0.87:1.02:0.87:1.00:1.35:1.36:1.87:1.48,1.26E+07,2.05E+07,1.00:1.62,20069,Alpha-crystallin B chain OS=Mus musculus GN=Cryab PE=1 SV=2
P19783|COX41_MOUSE,20.56,7,1,1,,6.50E+05,7.13E+05,6.82E+05,9.77E+05,2.19E+05,2.98E+05,4.67E+05,3.87E+05,0.67:0.73:0.70:1.00:0.22:0.30:0.48:0.40,7.55E+05,3.43E+05,1.00:0.45,19530,Cytochrome c oxidase subunit 4 isoform 1  mitochondrial OS=Mus musculus GN=Cox4i1 PE=1 SV=2
Q61147|CERU_MOUSE,20.51,18,16,15,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,6.71E+05,9.43E+05,6.91E+05,7.40E+05,1.02E+06,1.26E+06,2.20E+06,1.15E+06,0.91:1.27:0.93:1.00:1.38:1.70:2.97:1.55,7.61E+05,1.41E+06,1.00:1.85,121151,Ceruloplasmin OS=Mus musculus GN=Cp PE=1 SV=2
Q6ZWN5|RS9_MOUSE,20.15,11,2,2,NEM_LysineArginine,9.52E+04,1.10E+05,1.48E+05,8.59E+04,1.66E+05,1.50E+05,5.17E+05,1.18E+05,1.11:1.28:1.72:1.00:1.94:1.74:6.02:1.38,1.10E+05,2.38E+05,1.00:2.16,22591,40S ribosomal protein S9 OS=Mus musculus GN=Rps9 PE=2 SV=3
P57776|EF1D_MOUSE,20.09,9,2,2,,1.69E+05,1.69E+05,1.66E+05,1.86E+05,1.58E+05,2.83E+05,7.22E+05,2.09E+05,0.91:0.91:0.89:1.00:0.85:1.52:3.87:1.12,1.72E+05,3.43E+05,1.00:1.99,31293,Elongation factor 1-delta OS=Mus musculus GN=Eef1d PE=1 SV=3
P24452|CAPG_MOUSE,20.04,19,6,6,NEM_LysineArginine,1.71E+06,1.70E+06,1.68E+06,1.66E+06,2.25E+06,3.14E+06,5.98E+06,2.75E+06,1.03:1.02:1.01:1.00:1.36:1.89:3.59:1.65,1.69E+06,3.53E+06,1.00:2.09,39240,Macrophage-capping protein OS=Mus musculus GN=Capg PE=1 SV=2
P46638|RB11B_MOUSE,19.77,28,6,5,NEM_LysineArginine,2.51E+05,2.76E+05,2.85E+05,2.13E+05,3.01E+05,3.76E+05,6.76E+05,3.29E+05,1.18:1.29:1.33:1.00:1.41:1.76:3.17:1.54,2.56E+05,4.20E+05,1.00:1.64,24489,Ras-related protein Rab-11B OS=Mus musculus GN=Rab11b PE=1 SV=3
O08677|KNG1_MOUSE,19.52,6,3,3,D5 N-ethylmaleimide on cysteines,0,0,0,1.96E+05,4.01E+05,5.21E+05,1.25E+06,5.57E+05,0:0:0:1.00:2.05:2.66:6.36:2.84,4.90E+04,6.81E+05,1.00:13.92,73102,Kininogen-1 OS=Mus musculus GN=Kng1 PE=1 SV=1
P40142|TKT_MOUSE,19.44,36,20,20,N-ethylmaleimide on cysteines; NEM_LysineArginine,2.85E+06,3.33E+06,2.68E+06,3.21E+06,3.22E+06,4.04E+06,6.18E+06,4.00E+06,0.89:1.04:0.83:1.00:1.00:1.26:1.92:1.24,3.02E+06,4.36E+06,1.00:1.44,67631,Transketolase OS=Mus musculus GN=Tkt PE=1 SV=1
Q9QZ47|TNNT3_MOUSE,19.43,13,4,3,NEM_LysineArginine,5.92E+05,6.02E+05,0,1.57E+06,0,0,0,5.61E+05,0.38:0.38:0:1.00:0:0:0:0.36,6.91E+05,1.40E+05,1.00:0.20,32241,Troponin T  fast skeletal muscle OS=Mus musculus GN=Tnnt3 PE=1 SV=3
P09405|NUCL_MOUSE,19.22,6,5,5,,1.11E+05,1.48E+05,7.84E+04,1.03E+05,8.98E+04,1.57E+05,4.62E+05,9.44E+04,1.07:1.44:0.76:1.00:0.87:1.52:4.48:0.92,1.07E+05,2.01E+05,1.00:1.88,76723,Nucleolin OS=Mus musculus GN=Ncl PE=1 SV=2
Q60590|A1AG1_MOUSE,18.99,8,2,2,,1.06E+05,1.34E+05,5.34E+04,1.49E+05,5.29E+05,3.65E+05,5.88E+05,4.78E+05,0.71:0.90:0.36:1.00:3.55:2.45:3.95:3.21,1.11E+05,4.90E+05,1.00:4.43,23895,Alpha-1-acid glycoprotein 1 OS=Mus musculus GN=Orm1 PE=1 SV=1
Q61176|ARGI1_MOUSE,18.92,37,9,9,NEM_LysineArginine,0,0,0,0,0,7.68E+05,6.19E+06,0,0:0:0:0:0:1.00:8.06:0,0,1.74E+06,00:01.0,34808,Arginase-1 OS=Mus musculus GN=Arg1 PE=1 SV=1
P10126|EF1A1_MOUSE,18.91,13,6,2,NEM_LysineArginine,7.23E+05,6.44E+05,6.22E+05,7.74E+05,6.29E+05,9.12E+05,1.85E+06,8.86E+05,0.93:0.83:0.80:1.00:0.81:1.18:2.39:1.14,6.91E+05,1.07E+06,1.00:1.55,50114,Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3
O35887|CALU_MOUSE,18.89,6,2,2,NEM_LysineArginine,2.68E+05,2.62E+05,1.94E+05,2.55E+05,2.16E+05,3.32E+05,1.13E+06,2.63E+05,1.05:1.03:0.76:1.00:0.85:1.30:4.45:1.03,2.45E+05,4.86E+05,1.00:1.99,37064,Calumenin OS=Mus musculus GN=Calu PE=1 SV=1
Q64356|SVS6_MOUSE,18.82,8,1,1,,5.29E+05,5.33E+04,0,0,2.18E+05,2.07E+06,2.65E+05,2.37E+06,1.00:0.10:0:0:0.41:3.91:0.50:4.47,1.46E+05,1.23E+06,1.00:8.44,11482,Seminal vesicle secretory protein 6 OS=Mus musculus GN=Svs6 PE=2 SV=1
P04945|KV6AB_MOUSE,18.77,15,1,1,,0,0,0,0,3.37E+05,2.59E+05,5.58E+05,0,0:0:0:0:1.00:0.77:1.66:0,0,2.88E+05,00:01.0,11713,Ig kappa chain V-VI region NQ2-6.1 OS=Mus musculus PE=2 SV=1
O55023|IMPA1_MOUSE,18.59,9,2,2,NEM_LysineArginine,8.63E+04,1.15E+05,1.11E+05,1.26E+05,2.18E+05,2.62E+05,2.72E+05,2.48E+05,0.69:0.92:0.88:1.00:1.73:2.08:2.16:1.97,1.09E+05,2.50E+05,1.00:2.28,30436,Inositol monophosphatase 1 OS=Mus musculus GN=Impa1 PE=1 SV=1
P17809|GTR1_MOUSE,18.56,4,2,2,NEM_LysineArginine,5.20E+06,4.96E+06,4.59E+06,6.04E+06,3.12E+06,3.20E+06,3.24E+06,3.22E+06,0.86:0.82:0.76:1.00:0.52:0.53:0.54:0.53,5.20E+06,3.19E+06,1.00:0.61,53935,Solute carrier family 2  facilitated glucose transporter member 1 OS=Mus musculus GN=Slc2a1 PE=1 SV=3
P01592|IGJ_MOUSE,18.15,14,2,2,,0,0,0,0,0,8.11E+05,1.61E+06,0,0:0:0:0:0:1.00:1.99:0,0,6.06E+05,00:01.0,18014,Immunoglobulin J chain OS=Mus musculus GN=Igj PE=2 SV=4
Q7TQ48|SRCA_MOUSE,17.96,3,3,2,NEM_LysineArginine,2.68E+05,6.44E+04,2.28E+04,4.83E+05,0,0,0,3.31E+05,0.55:0.13:0.05:1.00:0:0:0:0.69,2.10E+05,8.28E+04,1.00:0.40,99184,Sarcalumenin OS=Mus musculus GN=Srl PE=1 SV=1
P62962|PROF1_MOUSE,17.85,29,4,4,N-ethylmaleimide on cysteines; NEM_LysineArginine,1.17E+06,1.19E+06,1.37E+06,1.28E+06,1.21E+06,1.70E+06,3.60E+06,1.02E+06,0.91:0.93:1.07:1.00:0.95:1.32:2.81:0.79,1.25E+06,1.88E+06,1.00:1.50,14957,Profilin-1 OS=Mus musculus GN=Pfn1 PE=1 SV=2
Q9Z0P5|TWF2_MOUSE,17.78,7,2,1,,1.32E+05,1.53E+05,1.42E+05,1.64E+05,2.67E+05,3.39E+05,8.71E+05,3.58E+05,0.80:0.93:0.87:1.00:1.63:2.07:5.32:2.18,1.48E+05,4.59E+05,1.00:3.10,39471,Twinfilin-2 OS=Mus musculus GN=Twf2 PE=1 SV=1
P01634|KV5A2_MOUSE,17.76,5,1,1,,1.72E+05,0,1.21E+05,0,1.14E+05,5.47E+05,6.55E+05,1.39E+05,1.00:0:0.70:0:0.67:3.18:3.81:0.81,7.32E+04,3.64E+05,1.00:4.97,14902,Ig kappa chain V-V region MOPC 21 OS=Mus musculus PE=1 SV=1
P13020|GELS_MOUSE,17.23,24,16,16,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.52E+06,4.14E+06,3.56E+06,3.90E+06,4.39E+06,4.92E+06,7.37E+06,4.13E+06,0.90:1.06:0.91:1.00:1.12:1.26:1.89:1.06,3.78E+06,5.20E+06,1.00:1.38,85942,Gelsolin OS=Mus musculus GN=Gsn PE=1 SV=3
Q9D8Y0|EFHD2_MOUSE,17.2,18,4,4,NEM_LysineArginine,4.39E+04,5.87E+04,6.26E+04,6.44E+04,3.69E+04,1.68E+05,4.93E+05,1.19E+05,0.68:0.91:0.97:1.00:0.57:2.61:7.65:1.85,5.74E+04,2.20E+05,1.00:3.82,26791,EF-hand domain-containing protein D2 OS=Mus musculus GN=Efhd2 PE=1 SV=1
Q3UPR9|RPESP_MOUSE,17.02,27,6,6,D5 N-ethylmaleimide on cysteines,1.53E+06,1.67E+06,1.19E+06,1.94E+06,1.11E+06,9.66E+05,1.31E+06,7.83E+05,0.79:0.86:0.61:1.00:0.57:0.50:0.68:0.40,1.58E+06,1.04E+06,1.00:0.66,29464,RPE-spondin OS=Mus musculus GN=Rpesp PE=2 SV=1
P27773|PDIA3_MOUSE,16.97,17,7,7,NEM_LysineArginine,8.18E+05,8.88E+05,6.94E+05,8.04E+05,6.61E+05,1.10E+06,2.73E+06,7.17E+05,1.02:1.10:0.86:1.00:0.82:1.37:3.39:0.89,8.01E+05,1.30E+06,1.00:1.62,56678,Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2
Q9CZ13|QCR1_MOUSE,16.83,13,6,6,N-ethylmaleimide on cysteines,4.39E+05,5.47E+05,4.42E+05,7.44E+05,1.71E+05,2.10E+05,4.72E+05,2.22E+05,0.59:0.74:0.59:1.00:0.23:0.28:0.63:0.30,5.43E+05,2.50E+05,1.00:0.46,52769,Cytochrome b-c1 complex subunit 1  mitochondrial OS=Mus musculus GN=Uqcrc1 PE=1 SV=1
Q01853|TERA_MOUSE,16.74,35,23,22,Oxidation (M); N-ethylmaleimide on cysteines; NEM_LysineArginine,2.35E+06,2.27E+06,2.33E+06,2.02E+06,3.15E+06,3.34E+06,4.82E+06,3.22E+06,1.16:1.12:1.15:1.00:1.56:1.65:2.39:1.59,2.24E+06,3.63E+06,1.00:1.62,89322,Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4
P51150|RAB7A_MOUSE,16.59,26,4,4,NEM_LysineArginine,7.84E+05,9.72E+05,8.35E+05,7.72E+05,9.98E+05,1.30E+06,2.50E+06,1.08E+06,1.02:1.26:1.08:1.00:1.29:1.68:3.24:1.40,8.46E+05,1.47E+06,1.00:1.73,23490,Ras-related protein Rab-7a OS=Mus musculus GN=Rab7a PE=1 SV=2
Q80YN3|BCAS1_MOUSE,16.42,8,6,5,NEM_LysineArginine,1.19E+06,1.16E+06,8.41E+05,1.19E+06,6.78E+05,6.64E+05,4.37E+05,6.89E+05,1.00:0.97:0.71:1.00:0.57:0.56:0.37:0.58,1.09E+06,6.17E+05,1.00:0.56,67459,Breast carcinoma-amplified sequence 1 homolog OS=Mus musculus GN=Bcas1 PE=1 SV=2
Q62433|NDRG1_MOUSE,16.33,8,2,2,,8.19E+05,8.50E+05,8.66E+05,8.21E+05,1.40E+06,1.25E+06,1.35E+06,1.52E+06,1.00:1.04:1.06:1.00:1.70:1.52:1.64:1.85,8.39E+05,1.38E+06,1.00:1.64,43009,Protein NDRG1 OS=Mus musculus GN=Ndrg1 PE=1 SV=1
Q9D2G2|ODO2_MOUSE,16.07,6,3,3,,4.15E+05,4.13E+05,3.56E+05,5.35E+05,1.34E+05,1.96E+05,3.79E+05,2.48E+05,0.78:0.77:0.67:1.00:0.25:0.37:0.71:0.46,4.30E+05,2.49E+05,1.00:0.58,48995,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex  mitochondrial OS=Mus musculus GN=Dlst PE=1 SV=1
P32848|PRVA_MOUSE,16.03,45,4,4,NEM_LysineArginine,1.13E+06,4.46E+05,1.28E+05,3.35E+05,6.40E+04,1.22E+05,5.96E+05,1.39E+05,3.36:1.33:0.38:1.00:0.19:0.37:1.78:0.41,5.09E+05,2.40E+05,1.00:0.47,11931,Parvalbumin alpha OS=Mus musculus GN=Pvalb PE=1 SV=3
Q923D2|BLVRB_MOUSE,15.99,23,3,3,,2.63E+05,3.38E+05,2.95E+05,1.98E+05,4.48E+05,5.67E+05,7.11E+05,4.63E+05,1.33:1.71:1.49:1.00:2.27:2.87:3.60:2.35,2.73E+05,5.47E+05,1.00:2.00,22197,Flavin reductase OS=Mus musculus GN=Blvrb PE=2 SV=3
Q9D154|ILEUA_MOUSE,15.84,3,1,1,NEM_LysineArginine,1.91E+05,2.29E+05,1.61E+05,2.89E+05,7.20E+05,4.98E+05,9.82E+05,4.95E+05,0.66:0.79:0.56:1.00:2.49:1.72:3.39:1.71,2.18E+05,6.74E+05,1.00:3.09,42575,Leukocyte elastase inhibitor A OS=Mus musculus GN=Serpinb1a PE=1 SV=1
P11499|HS90B_MOUSE,15.6,20,12,6,N-ethylmaleimide on cysteines; NEM_LysineArginine,7.90E+05,9.36E+05,9.43E+05,8.43E+05,8.80E+05,1.17E+06,2.26E+06,1.22E+06,0.94:1.11:1.12:1.00:1.04:1.39:2.68:1.45,8.78E+05,1.39E+06,1.00:1.58,83325,Heat shock protein HSP 90-beta OS=Mus musculus GN=Hsp90ab1 PE=1 SV=2
P24526|MYP2_MOUSE,15.46,69,14,13,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.70E+06,3.85E+06,3.41E+06,3.65E+06,2.13E+06,2.79E+06,2.49E+06,2.63E+06,1.01:1.05:0.93:1.00:0.58:0.76:0.68:0.72,3.65E+06,2.51E+06,1.00:0.69,14935,Myelin P2 protein OS=Mus musculus GN=Pmp2 PE=2 SV=2
Q9CQ19|MYL9_MOUSE,15.44,12,2,1,,3.68E+05,3.55E+05,3.87E+05,3.13E+05,1.13E+05,1.48E+05,1.87E+05,7.59E+04,1.18:1.13:1.24:1.00:0.36:0.47:0.60:0.24,3.56E+05,1.31E+05,1.00:0.37,19854,Myosin regulatory light polypeptide 9 OS=Mus musculus GN=Myl9 PE=1 SV=3
Q91VW3|SH3L3_MOUSE,15.41,43,4,4,NEM_LysineArginine,1.40E+06,1.51E+06,1.11E+06,1.54E+06,1.49E+06,1.81E+06,2.91E+06,1.98E+06,0.91:0.98:0.72:1.00:0.97:1.17:1.89:1.28,1.39E+06,2.04E+06,1.00:1.47,10477,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus GN=Sh3bgrl3 PE=1 SV=1
Q9DBJ1|PGAM1_MOUSE,15.2,64,14,11,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,2.48E+06,3.95E+06,2.59E+06,3.34E+06,4.95E+06,4.86E+06,5.10E+06,4.30E+06,0.74:1.18:0.77:1.00:1.48:1.46:1.53:1.29,3.09E+06,4.80E+06,1.00:1.56,28832,Phosphoglycerate mutase 1 OS=Mus musculus GN=Pgam1 PE=1 SV=3
Q00897|A1AT4_MOUSE,14.99,41,15,3,NEM_LysineArginine,1.73E+06,2.06E+06,1.64E+06,2.32E+06,2.28E+06,3.00E+06,5.77E+06,2.53E+06,0.74:0.89:0.71:1.00:0.98:1.29:2.49:1.09,1.94E+06,3.39E+06,1.00:1.75,45998,Alpha-1-antitrypsin 1-4 OS=Mus musculus GN=Serpina1d PE=2 SV=1
P50516|VATA_MOUSE,14.91,22,9,9,NEM_LysineArginine,1.35E+06,1.48E+06,7.43E+05,8.85E+05,1.78E+06,2.55E+06,3.76E+06,2.19E+06,1.52:1.67:0.84:1.00:2.02:2.88:4.25:2.48,1.11E+06,2.57E+06,1.00:2.31,68326,V-type proton ATPase catalytic subunit A OS=Mus musculus GN=Atp6v1a PE=1 SV=2
P06330|HVM51_MOUSE,14.84,26,3,2,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,0,5.55E+04,0,0,1.78E+05,1.45E+06,7.34E+06,2.18E+05,0:1.00:0:0:3.21:26.16:132.23:3.92,1.39E+04,2.30E+06,1.00:165.52,12934,Ig heavy chain V region AC38 205.12 OS=Mus musculus PE=1 SV=1
Q8R464|CADM4_MOUSE,14.81,35,12,11,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.68E+07,1.66E+07,1.47E+07,1.67E+07,2.13E+07,2.07E+07,2.17E+07,2.49E+07,1.00:1.00:0.88:1.00:1.28:1.24:1.30:1.49,1.62E+07,2.22E+07,1.00:1.37,42723,Cell adhesion molecule 4 OS=Mus musculus GN=Cadm4 PE=1 SV=1
P57780|ACTN4_MOUSE,14.78,20,16,9,NEM_LysineArginine,4.41E+05,3.84E+05,5.55E+05,3.34E+05,5.46E+05,6.24E+05,1.47E+06,5.57E+05,1.32:1.15:1.66:1.00:1.64:1.87:4.41:1.67,4.28E+05,8.00E+05,1.00:1.87,104977,Alpha-actinin-4 OS=Mus musculus GN=Actn4 PE=1 SV=1
Q99JA0|CALCA_MOUSE,14.69,26,2,2,NEM_LysineArginine,5.61E+05,8.54E+05,3.73E+05,6.68E+05,2.42E+05,3.21E+05,4.12E+05,2.35E+05,0.84:1.28:0.56:1.00:0.36:0.48:0.62:0.35,6.14E+05,3.03E+05,1.00:0.49,14065,Calcitonin gene-related peptide 1 OS=Mus musculus GN=Calca PE=2 SV=1
P01645|KV5AC_MOUSE,14.69,44,3,3,NEM_LysineArginine,1.18E+05,2.76E+04,0,9.91E+04,0,3.16E+05,2.28E+06,1.00E+05,1.19:0.28:0:1.00:0:3.19:23.05:1.01,6.11E+04,6.75E+05,1.00:11.04,11954,Ig kappa chain V-V region HP 93G7 OS=Mus musculus PE=1 SV=1
P16045|LEG1_MOUSE,14.51,51,6,6,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,6.20E+05,5.51E+05,6.29E+05,5.39E+05,4.99E+05,7.30E+05,2.37E+06,9.80E+05,1.15:1.02:1.17:1.00:0.93:1.35:4.40:1.82,5.81E+05,1.15E+06,1.00:1.97,14866,Galectin-1 OS=Mus musculus GN=Lgals1 PE=1 SV=3
P20917|MAG_MOUSE,14.43,14,8,7,D5 N-ethylmaleimide on cysteines,5.40E+06,6.05E+06,4.78E+06,5.98E+06,3.68E+06,3.40E+06,3.24E+06,4.18E+06,0.90:1.01:0.80:1.00:0.62:0.57:0.54:0.70,5.55E+06,3.66E+06,1.00:0.66,69260,Myelin-associated glycoprotein OS=Mus musculus GN=Mag PE=1 SV=2
Q60675|LAMA2_MOUSE,14.31,20,56,55,Oxidation (M); D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,4.58E+06,4.23E+06,3.63E+06,5.32E+06,3.34E+06,3.01E+06,3.73E+06,2.30E+06,0.86:0.80:0.68:1.00:0.63:0.57:0.70:0.43,4.44E+06,3.10E+06,1.00:0.70,342679,Laminin subunit alpha-2 OS=Mus musculus GN=Lama2 PE=1 SV=1
P61089|UBE2N_MOUSE,14.29,20,2,2,NEM_LysineArginine,9.71E+05,1.02E+06,9.88E+05,9.22E+05,1.50E+06,1.69E+06,2.19E+06,1.63E+06,1.05:1.11:1.07:1.00:1.62:1.83:2.37:1.77,9.76E+05,1.75E+06,1.00:1.79,17138,Ubiquitin-conjugating enzyme E2 N OS=Mus musculus GN=Ube2n PE=1 SV=1
P21956|MFGM_MOUSE,14.27,7,3,3,,0,0,0,0,0,9.41E+04,6.76E+05,0,0:0:0:0:0:1.00:7.18:0,0,1.92E+05,00:01.0,51269,Lactadherin OS=Mus musculus GN=Mfge8 PE=1 SV=2
P12787|COX5A_MOUSE,14.24,6,1,1,,9.20E+05,9.21E+05,7.87E+05,1.12E+06,3.09E+05,4.31E+05,6.02E+05,5.16E+05,0.82:0.82:0.70:1.00:0.28:0.39:0.54:0.46,9.37E+05,4.65E+05,1.00:0.50,16101,Cytochrome c oxidase subunit 5A  mitochondrial OS=Mus musculus GN=Cox5a PE=1 SV=2
P63268|ACTH_MOUSE,14.22,70,27,1,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine; Dioxidation,6.34E+05,8.99E+05,8.40E+05,7.49E+05,7.20E+05,1.12E+06,2.51E+06,8.09E+05,0.85:1.20:1.12:1.00:0.96:1.50:3.35:1.08,7.80E+05,1.29E+06,1.00:1.65,41877,Actin  gamma-enteric smooth muscle OS=Mus musculus GN=Actg2 PE=2 SV=1
Q61703|ITIH2_MOUSE,14.16,5,3,3,NEM_LysineArginine,5.35E+04,1.56E+04,0,1.68E+05,2.51E+05,4.22E+05,7.37E+05,3.17E+05,0.32:0.09:0:1.00:1.49:2.51:4.37:1.88,5.94E+04,4.32E+05,1.00:7.27,105928,Inter-alpha-trypsin inhibitor heavy chain H2 OS=Mus musculus GN=Itih2 PE=1 SV=1
Q04857|CO6A1_MOUSE,13.89,6,6,6,,1.52E+05,2.27E+05,1.83E+05,1.86E+05,2.60E+05,2.75E+05,4.38E+05,2.89E+05,0.82:1.22:0.98:1.00:1.40:1.48:2.36:1.55,1.87E+05,3.15E+05,1.00:1.68,108489,Collagen alpha-1(VI) chain OS=Mus musculus GN=Col6a1 PE=2 SV=1
P61205|ARF3_MOUSE,13.84,52,6,2,NEM_LysineArginine,6.86E+05,1.10E+06,5.28E+05,4.81E+05,8.21E+05,1.07E+06,1.33E+06,1.22E+06,1.43:2.28:1.10:1.00:1.71:2.23:2.77:2.54,6.41E+05,1.11E+06,1.00:1.73,20601,ADP-ribosylation factor 3 OS=Mus musculus GN=Arf3 PE=2 SV=2
P62814|VATB2_MOUSE,13.81,16,7,6,,8.61E+05,1.03E+06,9.45E+05,8.79E+05,1.24E+06,1.40E+06,2.44E+06,1.12E+06,0.98:1.17:1.07:1.00:1.41:1.59:2.78:1.28,9.28E+05,1.55E+06,1.00:1.67,56551,V-type proton ATPase subunit B  brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1
P06909|CFAH_MOUSE,13.6,2,3,3,,8.12E+04,1.42E+05,1.03E+05,2.12E+04,2.63E+05,3.12E+05,7.56E+05,2.24E+05,3.82:6.69:4.86:1.00:12.38:14.69:35.59:10.57,8.69E+04,3.89E+05,1.00:4.47,139082,Complement factor H OS=Mus musculus GN=Cfh PE=1 SV=1
P02469|LAMB1_MOUSE,13.56,18,30,26,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,4.30E+06,4.28E+06,3.71E+06,4.69E+06,3.04E+06,3.07E+06,4.13E+06,2.87E+06,0.92:0.91:0.79:1.00:0.65:0.65:0.88:0.61,4.25E+06,3.28E+06,1.00:0.77,196904,Laminin subunit beta-1 OS=Mus musculus GN=Lamb1-1 PE=1 SV=2
Q99P91|GPNMB_MOUSE,13.48,4,2,2,,0,0,0,0,0,1.62E+05,1.69E+06,3.34E+04,0:0:0:0:0:1.00:10.40:0.21,0,4.71E+05,00:01.0,63675,Transmembrane glycoprotein NMB OS=Mus musculus GN=Gpnmb PE=1 SV=1
