Accession,Description,Entry Name,Gene names,Y1_OG  (Spec count),Y2_OG (Spec count),Y3_OG (Spec count),Y4_OG (Spec count),Y5_OG (Spec count),Y6_OG (Spec count),Y1_HP (Spec count),Y2_HP (Spec count),Y3_HP (Spec count),Y4_HP (Spec count),Y5_HP (Spec count),Y6_HP (Spec count),O1_OG (Spec count),O2_OG (Spec count),O3_OG (Spec count),O4_OG (Spec count),O5_OG (Spec count),O6_OG (Spec count),O1_HP (Spec count),O2_HP (Spec count),O3_HP (Spec count),O4_HP (Spec count),O5_HP (Spec count),O6_HP (Spec count),G_value OG,SAM (D) OG,OG_Fold Change (Old/Young),G_value HP,SAM (D) HP,HP_Fold Change (Old/Young),G-val OG_HP,SAM (D) OG_HP
B5X0G2,Major urinary protein 1 OS=Mus musculus GN=Mup1 PE=1 SV=1,MUP17_MOUSE,Mup17 Mup15,0,7,9,37,75,54,0,14,19,44,24,22,2,1,5,35,44,28,1,0,7,26,15,9,13.73842465,-0.740,0.632,17.00007002,-1.397,0.472,29.583,-1.187
P07310,Creatine kinase M-type OS=Mus musculus GN=Ckm PE=1 SV=1,KCRM_MOUSE,Ckm Ckmm,2,13,5,12,13,25,0,5,0,4,4,15,8,9,3,5,3,2,0,1,0,1,0,1,15.14124281,-1.649,0.429,14.28519849,-1.630,0.107,27.887,-1.925
P02762,Major urinary protein 6 OS=Mus musculus GN=Mup6 PE=1 SV=2,MUP6_MOUSE,Mup6,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,33,39,0,0,0,0,0,0,0,36.53804263,1.108,5.143,3.742998292,-0.923,0.000,24.272,0.909
Q07456,Protein AMBP OS=Mus musculus GN=Ambp PE=2 SV=2,AMBP_MOUSE,Ambp Itil,50,74,66,50,63,52,63,104,93,84,68,84,88,41,82,67,80,92,92,104,114,89,84,107,16.79814562,2.109,1.268,14.12596925,2.912,1.190,31.102,3.54
O70570,Polymeric immunoglobulin receptor OS=Mus musculus GN=Pigr PE=1 SV=1,PIGR_MOUSE,Pigr,1,0,0,3,0,1,1,1,2,0,0,1,12,3,5,3,3,4,9,3,6,0,0,1,16.32532752,2.457,6.000,6.883508036,1.331,3.800,24.141,2.718
P01644,Ig kappa chain V-V region NQ5-89.4 OS=Mus musculus PE=4 SV=1,KV5AB_MOUSE,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,10,0,0,0,0,0,10,0,3,11.25327738,1.241,14.000,6.339403815,1.233,#DIV/0!,18.851,1.794
Q08879-2,Isoform C of Fibulin-1 OS=Mus musculus GN=Fbln1,FBLN1_MOUSE,Fbln1,32,34,33,22,38,26,23,34,28,25,18,15,23,21,27,26,33,22,0,22,0,21,0,0,2.284678676,-1.835,0.822,43.78752263,-3.426,0.301,23.807,-1.966
Q8R121,Protein Z-dependent protease inhibitor OS=Mus musculus GN=Serpina10 PE=1 SV=1,ZPI_MOUSE,Serpina10 Zpi,43,50,53,36,47,35,35,44,52,45,30,34,80,56,47,42,61,45,50,68,69,40,40,57,11.14067024,2.017,1.254,16.06291691,3.191,1.350,26.698,2.76
O70362,Phosphatidylinositol-glycan-specific phospholipase D OS=Mus musculus GN=Gpld1 PE=1 SV=1,PHLD_MOUSE,Gpld1,102,81,118,63,81,62,140,179,205,112,80,85,74,74,72,50,82,81,89,107,100,87,87,106,4.86226952,-1.063,0.854,16.41586781,-1.743,0.719,20.009,-2.05
P01631,Ig kappa chain V-II region 26-10 OS=Mus musculus PE=1 SV=1,KV2A7_MOUSE,0,4,8,8,4,6,3,7,8,8,6,3,6,11,6,6,12,10,15,10,12,13,13,11,21,10.07051548,2.620,1.818,14.2247625,3.974,2.105,24.737,4.765
Q9QXD6,"Fructose-1,6-bisphosphatase 1 OS=Mus musculus GN=Fbp1 PE=1 SV=3",F16P1_MOUSE,Fbp1 Fbp Fbp3,0,0,0,1,0,0,0,0,0,0,0,0,10,1,1,0,2,1,6,2,0,0,0,0,9.078247024,1.357,15.000,4.355905432,1.126,#DIV/0!,14.574,1.838
P18526,Ig heavy chain V region 345 OS=Mus musculus PE=1 SV=1,HVM55_MOUSE,0,1,0,2,2,4,0,0,1,1,0,0,0,5,5,0,4,6,4,3,8,5,4,0,0,6.907998895,2.447,2.667,9.201735656,2.370,10.000,16.360,3.339
P01748,Ig heavy chain V region 23 OS=Mus musculus PE=4 SV=1,HVM04_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,7.803704138,0.950,#DIV/0!,3.429781556,0.919,#DIV/0!,12.261,1.365
P15327,Bisphosphoglycerate mutase OS=Mus musculus GN=Bpgm PE=2 SV=2,PMGE_MOUSE,Bpgm,4,6,2,4,9,3,3,4,3,9,6,5,2,0,1,2,3,2,1,0,2,2,0,2,7.311907707,-3.051,0.357,9.297756462,-3.198,0.233,17.255,-4.6
O88844,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus GN=Idh1 PE=1 SV=2,IDHC_MOUSE,Idh1,1,0,2,0,1,0,0,0,2,0,0,0,14,4,2,2,3,3,3,0,2,0,0,0,18.16838121,2.007,7.000,0.693643459,0.839,2.500,18.311,1.965
P06880,Somatotropin OS=Mus musculus GN=Gh1 PE=2 SV=1,SOMA_MOUSE,Gh1 Gh,5,0,5,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.645412018,-1.428,0.000,3.231020721,-1.121,0.000,10.905,-1.931
P17897,Lysozyme C-1 OS=Mus musculus GN=Lyz1 PE=1 SV=1,LYZ1_MOUSE,Lyz1 Lzp-s,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.06510608,-1.928,0.000,0.166666667,0.000,#DIV/0!,11.444,-1.706
P01812,Ig heavy chain V region MOPC 173 OS=Mus musculus PE=1 SV=1,HVM42_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,0,0,2.01314498,0.895,#DIV/0!,5.184594322,1.385,#DIV/0!,8.070,1.734
P01820,Ig heavy chain V region PJ14 OS=Mus musculus PE=1 SV=1,HVM44_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,8,5,2,0.166666667,0.000,#DIV/0!,10.31566077,2.361,19.000,8.323,1.902
P26041,Moesin OS=Mus musculus GN=Msn PE=1 SV=3,MOES_MOUSE,Msn,8,7,6,0,4,0,1,3,2,2,3,3,29,10,8,3,6,0,14,6,2,2,3,0,14.09006593,1.179,2.240,5.013719438,0.974,1.929,19.764,1.478
P07309,Transthyretin OS=Mus musculus GN=Ttr PE=1 SV=1,TTHY_MOUSE,Ttr,14,12,8,8,16,6,10,18,11,26,26,19,3,14,5,9,26,9,2,12,16,45,71,39,0.000409695,0.000,1.031,17.18644015,1.117,1.682,11.183,1.019
Q80W65,Proprotein convertase subtilisin/kexin type 9 OS=Mus musculus GN=Pcsk9 PE=1 SV=2,PCSK9_MOUSE,Pcsk9 Narc1,2,7,2,5,3,3,4,7,3,5,2,3,9,12,10,6,4,6,10,10,11,3,5,6,10.56548419,2.542,2.136,6.247243931,2.206,1.875,17.405,3.383
P19221,Prothrombin OS=Mus musculus GN=F2 PE=1 SV=1,THRB_MOUSE,F2 Cf2,162,226,214,154,228,161,342,541,525,507,363,343,210,265,203,174,269,220,309,587,442,453,408,406,27.09817477,2.782,1.171,3.325743436,1.060,0.994,21.902,1.042
Q9R0G6,Cartilage oligomeric matrix protein OS=Mus musculus GN=Comp PE=1 SV=2,COMP_MOUSE,Comp,16,11,10,12,14,15,7,11,8,8,4,6,3,6,6,4,10,9,3,7,7,3,3,1,15.72298526,-3.698,0.487,3.517378726,-2.561,0.545,19.412,-2.824
Q810U4,Isoform 3 of Neuronal cell adhesion molecule OS=Mus musculus GN=Nrcam,NRCAM_MOUSE,Nrcam Kiaa0343,2,7,4,2,2,1,2,3,1,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,6.877792446,-2.341,0.222,3.281386336,-2.672,0.000,11.128,-2.907
P01635,Ig kappa chain V-V region K2 (Fragment) OS=Mus musculus PE=1 SV=1,KV5A3_MOUSE,0,3,2,1,3,3,1,1,4,0,2,1,0,3,1,2,5,6,9,6,2,7,6,4,4,3.792171036,1.545,2.000,9.872129418,3.280,3.625,13.246,3.186
O54782,Epididymis-specific alpha-mannosidase OS=Mus musculus GN=Man2b2 PE=2 SV=2,MA2B2_MOUSE,Man2b2 Kiaa0935,9,7,10,2,3,3,4,4,4,1,0,1,16,17,22,1,2,1,9,15,8,1,0,1,8.686218789,1.047,1.735,7.126553251,1.358,2.429,16.006,1.454
P13634,Carbonic anhydrase 1 OS=Mus musculus GN=Ca1 PE=2 SV=4,CAH1_MOUSE,Ca1 Car1,6,6,2,11,14,11,0,0,0,0,0,0,2,1,2,5,5,1,0,0,0,0,0,0,17.63184157,-2.745,0.320,0.166666667,0.000,#DIV/0!,16.450,-1.686
Q60696,Melanocyte protein PMEL OS=Mus musculus GN=Pmel PE=1 SV=1,PMEL_MOUSE,Pmel D10H12S53E Pmel17 Si Silv,8,7,4,4,4,3,2,2,1,0,0,0,0,0,1,2,3,1,0,0,1,0,0,0,14.34985386,-3.278,0.233,0.520367137,-1.130,0.200,14.924,-2.369
P04247,Myoglobin OS=Mus musculus GN=Mb PE=1 SV=3,MYG_MOUSE,Mb,10,15,15,9,18,18,3,10,7,7,4,7,7,8,10,6,5,2,5,6,10,1,2,2,16.07693135,-3.890,0.447,0.862100505,-0.949,0.684,15.559,-2.274
P52480,Pyruvate kinase PKM OS=Mus musculus GN=Pkm PE=1 SV=4,KPYM_MOUSE,Pkm Pk3 Pkm2 Pykm,33,39,39,23,32,23,30,29,32,28,18,22,32,0,0,31,0,0,26,29,32,34,26,28,56.90582355,-2.329,0.333,1.694060394,1.564,1.101,19.285,-1.67
P11672,Neutrophil gelatinase-associated lipocalin OS=Mus musculus GN=Lcn2 PE=1 SV=1,NGAL_MOUSE,Lcn2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,5,4,0,0,0,0,0,6.366923372,1.805,#DIV/0!,1.472531436,0.878,#DIV/0!,8.517,2.019
P12710,"Fatty acid-binding protein, liver OS=Mus musculus GN=Fabp1 PE=1 SV=2",FABPL_MOUSE,Fabp1 Fabpl,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,7.771587663,0.950,#DIV/0!,0.78663228,0.844,#DIV/0!,8.824,1.204
Q64374,Regucalcin OS=Mus musculus GN=Rgn PE=1 SV=1,RGN_MOUSE,Rgn Smp30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,6.739579326,0.946,#DIV/0!,1.472531436,0.878,#DIV/0!,8.868,1.282
Q8VCG4,Complement component C8 gamma chain OS=Mus musculus GN=C8g PE=1 SV=1,CO8G_MOUSE,C8g,29,24,25,48,61,35,21,23,38,46,39,45,24,1,14,42,50,36,11,8,7,50,37,29,8.029088226,-0.921,0.752,9.249939604,-1.161,0.670,17.318,-1.406
Q80YX1,Isoform 5 of Tenascin OS=Mus musculus GN=Tnc,TENA_MOUSE,Tnc Hxb,10,4,14,7,12,10,2,3,2,0,1,1,3,2,3,4,8,3,0,1,0,1,0,1,14.75660264,-3.763,0.404,0.98467042,-1.681,0.333,16.208,-2.021
P16014,Secretogranin-1 OS=Mus musculus GN=Chgb PE=1 SV=2,SCG1_MOUSE,Chgb Scg-1 Scg1,3,1,2,1,0,0,2,1,2,2,3,1,4,8,2,2,2,1,6,9,8,4,2,1,4.922616538,1.520,2.714,6.307440233,2.209,2.727,11.976,2.739
P13595,Isoform 3 of Neural cell adhesion molecule 1 OS=Mus musculus GN=Ncam1,NCAM1_MOUSE,Ncam1 Ncam,17,14,14,14,15,13,14,20,15,9,7,9,7,9,7,8,9,7,3,11,9,11,5,7,12.18288106,-4.218,0.540,4.129539074,-2.124,0.622,16.406,-3.52
Q62469,Integrin alpha-2 OS=Mus musculus GN=Itga2 PE=1 SV=2,ITA2_MOUSE,Itga2,8,7,1,2,5,5,3,1,2,1,1,0,2,2,1,0,0,1,0,2,1,0,0,0,13.1805058,-2.629,0.214,0.878601717,-1.249,0.375,13.994,-2.367
P40201,Chromodomain-helicase-DNA-binding protein 1 OS=Mus musculus GN=Chd1 PE=1 SV=3,CHD1_MOUSE,Chd1 Chd-1,0,1,0,0,1,0,0,1,0,1,1,0,2,5,0,6,1,1,1,3,2,2,1,2,10.04320943,1.875,7.500,2.108524398,3.045,3.667,12.409,2.567
Q61508,Extracellular matrix protein 1 OS=Mus musculus GN=Ecm1 PE=1 SV=2,ECM1_MOUSE,Ecm1,72,64,51,51,76,57,59,65,69,56,34,38,35,29,43,40,64,42,27,53,50,55,49,42,24.38283281,-3.167,0.682,1.160635927,-0.936,0.860,20.165,-2.316
Q8R016,Bleomycin hydrolase OS=Mus musculus GN=Blmh PE=1 SV=1,BLMH_MOUSE,Blmh,9,11,9,4,6,5,2,4,6,2,1,1,5,1,3,3,5,2,0,1,1,0,2,0,9.706376885,-2.987,0.432,3.114200221,-2.213,0.250,13.532,-2.316
P01630,Ig kappa chain V-II region 7S34.1 OS=Mus musculus PE=1 SV=1,KV2A6_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,0,0,0,0,2,0,7.561128018,3.239,#DIV/0!,0.093766694,0.727,#DIV/0!,7.135,2.633
P70663,SPARC-like protein 1 OS=Mus musculus GN=Sparcl1 PE=2 SV=3,SPRL1_MOUSE,Sparcl1 Ecm2 Sc1,25,27,26,15,24,19,18,21,23,11,6,10,9,7,18,16,25,20,4,8,11,9,10,7,7.286358947,-2.128,0.699,7.213789412,-2.338,0.551,14.364,-1.91
P01750,Ig heavy chain V region VH558 B4 OS=Mus musculus PE=1 SV=1,HVM06_MOUSE,0,2,1,0,0,1,0,0,1,0,0,1,0,3,2,2,0,5,3,0,1,2,0,4,5,4.287408976,2.244,3.750,3.493479188,1.608,6.000,8.611,2.817
P62737,"Actin, aortic smooth muscle OS=Mus musculus GN=Acta2 PE=1 SV=1",ACTA_MOUSE,Acta2 Actsa Actvs,40,39,52,13,18,14,77,70,0,55,0,54,0,0,50,23,0,0,58,69,0,62,51,0,36.94038491,-1.349,0.415,0.000369946,0.000,0.938,14.780,-0.797
P11087,Isoform 2 of Collagen alpha-1(I) chain OS=Mus musculus GN=Col1a1,CO1A1_MOUSE,Col1a1 Cola1,14,14,13,15,15,12,8,12,10,7,7,4,11,5,10,6,9,8,7,3,5,4,3,2,9.062230387,-3.551,0.590,3.772928313,-2.119,0.500,13.310,-2.338
P11276,Fibronectin OS=Mus musculus GN=Fn1 PE=1 SV=4,FINC_MOUSE,Fn1,445,509,491,396,596,447,493,851,737,636,512,538,388,244,479,389,604,619,411,843,810,651,601,726,2.044425186,-0.332,0.944,26.08554408,2.369,1.073,7.003,0.77
P06879,Prolactin OS=Mus musculus GN=Prl PE=2 SV=1,PRL_MOUSE,Prl,0,2,2,0,0,0,4,1,0,0,0,0,3,8,1,0,0,0,4,10,6,0,0,0,3.768540693,0.988,3.000,4.884606702,1.284,4.000,9.463,1.699
P01660,Ig kappa chain V-III region PC 3741/TEPC 111 OS=Mus musculus PE=1 SV=1,KV3A8_MOUSE,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,3,4,2.167000108,-0.899,0.000,18.54915862,3.467,#DIV/0!,7.386,1.542
P01803,Ig heavy chain V region AMPC1 OS=Mus musculus PE=1 SV=1,HVM34_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,1.614517749,0.884,#DIV/0!,1.808394794,0.889,#DIV/0!,4.239,1.353
P01897,"H-2 class I histocompatibility antigen, L-D alpha chain OS=Mus musculus GN=H2-L PE=1 SV=2",HA1L_MOUSE,H2-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.166666667,0.000,#DIV/0!,4.74375573,0.932,#DIV/0!,3.426,0.534
Q9R1E6,Isoform 3 of Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 OS=Mus musculus GN=Enpp2,ENPP2_MOUSE,Enpp2 Npps2 Pdnp2,12,14,13,17,23,20,3,9,5,6,4,8,7,7,14,7,13,10,3,4,2,5,4,1,10.873178,-3.156,0.586,2.413957299,-1.942,0.543,13.728,-1.742
Q08879,Fibulin-1 OS=Mus musculus GN=Fbln1 PE=1 SV=2,FBLN1_MOUSE,Fbln1,35,41,40,30,45,33,30,46,32,31,24,21,24,21,27,26,38,26,18,26,23,26,21,21,9.333144217,-4.972,0.723,3.692793736,-2.522,0.734,13.137,-2.427
P06683,Complement component C9 OS=Mus musculus GN=C9 PE=1 SV=2,CO9_MOUSE,C9,68,78,77,77,115,85,95,116,153,224,205,171,89,55,63,79,108,82,107,77,100,186,138,134,0.099533743,-0.224,0.952,15.88275694,-1.004,0.770,10.540,-0.929
Q64442,Sorbitol dehydrogenase OS=Mus musculus GN=Sord PE=1 SV=3,DHSO_MOUSE,Sord Sdh1,6,5,6,2,10,1,2,2,4,1,1,0,12,9,6,5,11,5,4,10,4,3,4,3,5.284941275,2.067,1.600,6.575763139,2.788,2.800,11.608,2.355
P00920,Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4,CAH2_MOUSE,Ca2 Car2,23,30,27,19,32,17,8,20,9,9,9,7,20,21,19,16,20,11,1,9,9,2,6,2,5.086116777,-2.358,0.723,8.430265739,-2.627,0.468,11.526,-1.325
P11590,Major urinary protein 4 OS=Mus musculus GN=Mup4 PE=1 SV=1,MUP4_MOUSE,Mup4,0,0,0,4,6,11,0,0,0,0,0,2,0,0,0,20,12,8,0,0,0,9,1,2,7.129972386,0.783,1.905,3.170527643,1.020,6.000,10.756,0.985
P32261,Antithrombin-III OS=Mus musculus GN=Serpinc1 PE=1 SV=1,ANT3_MOUSE,Serpinc1 At3,222,265,334,164,342,186,467,654,650,526,403,357,286,268,280,182,368,282,358,644,581,445,495,498,16.91733562,1.921,1.101,3.329902614,0.896,0.988,16.322,0.95
Q91Y97,Fructose-bisphosphate aldolase B OS=Mus musculus GN=Aldob PE=1 SV=3,ALDOB_MOUSE,Aldob Aldo2,5,8,8,11,8,5,7,11,8,7,8,9,12,19,8,11,12,8,15,13,11,10,12,12,6.635914629,1.874,1.556,5.084687481,2.446,1.460,12.144,2.922
P59383,Leucine-rich repeat neuronal protein 4 OS=Mus musculus GN=Lrrn4 PE=1 SV=2,LRRN4_MOUSE,Lrrn4,5,7,4,5,6,4,6,6,6,6,4,4,2,0,1,3,4,6,0,1,2,4,2,3,4.446258598,-2.249,0.516,5.877637063,-3.780,0.375,10.728,-3.787
P70375,Coagulation factor VII OS=Mus musculus GN=F7 PE=2 SV=1,FA7_MOUSE,F7 Cf7,20,22,25,12,39,21,23,30,29,20,15,24,29,38,29,15,28,25,21,67,37,19,19,24,4.375389335,1.463,1.180,6.402173242,1.287,1.326,10.813,1.923
Q6DFX2,Anthrax toxin receptor 2 OS=Mus musculus GN=Antxr2 PE=2 SV=1,ANTR2_MOUSE,Antxr2,6,7,6,7,12,10,2,4,4,0,1,0,2,3,4,2,4,5,0,3,0,1,1,1,10.9927372,-4.519,0.417,0.342490045,-0.795,0.545,11.138,-2.031
Q9WUU7,Cathepsin Z OS=Mus musculus GN=Ctsz PE=2 SV=1,CATZ_MOUSE,Ctsz,13,12,15,5,8,10,10,8,9,9,9,4,22,25,23,10,12,9,9,13,10,12,10,6,11.755273,1.880,1.603,1.19692547,1.451,1.224,12.116,1.783
Q01149,Collagen alpha-2(I) chain OS=Mus musculus GN=Col1a2 PE=2 SV=2,CO1A2_MOUSE,Col1a2 Cola2,7,7,8,8,8,9,13,9,6,1,1,2,0,6,5,6,4,2,2,4,3,5,1,2,7.265755174,-2.637,0.489,2.772013889,-0.983,0.531,10.510,-2.182
P06909,Complement factor H OS=Mus musculus GN=Cfh PE=1 SV=2,CFAH_MOUSE,Cfh Hf1,478,551,626,418,589,474,711,1032,954,894,666,668,595,183,525,459,647,645,684,863,896,913,803,884,0.0022579,0.000,0.974,18.9822888,2.056,1.024,10.198,0.662
O09131,Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=2 SV=2,GSTO1_MOUSE,Gsto1 Gstx Gtsttl,7,11,12,6,11,12,6,8,9,8,1,14,13,5,16,12,20,11,12,5,17,18,10,13,2.92659149,1.661,1.305,7.22835982,1.920,1.630,9.612,2.38
O08689,Growth/differentiation factor 8 OS=Mus musculus GN=Mstn PE=1 SV=1,GDF8_MOUSE,Mstn Gdf8,11,8,4,6,6,6,3,2,3,0,0,0,3,1,3,5,5,2,0,1,0,0,0,0,8.351390197,-2.342,0.463,1.749903867,-1.446,0.125,10.764,-1.738
P30933,Seminal vesicle secretory protein 5 OS=Mus musculus GN=Svs5 PE=2 SV=1,SVS5_MOUSE,Svs5 Svp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0.662352587,0.835,#DIV/0!,1.808394794,0.889,#DIV/0!,3.100,1.296
P28798,Granulins OS=Mus musculus GN=Grn PE=1 SV=2,GRN_MOUSE,Grn,24,20,20,16,14,13,2,2,3,0,0,0,12,5,14,9,12,14,0,1,0,0,0,0,10.57722514,-2.366,0.617,1.169870825,-1.419,0.143,12.127,-1.106
P07743,BPI fold-containing family A member 2 OS=Mus musculus GN=Bpifa2 PE=2 SV=1,BPIA2_MOUSE,Bpifa2 Psp,1,2,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.505463601,-3.179,0.000,0.154374871,-0.752,0.000,3.765,-2.594
Q9QUN9,Dickkopf-related protein 3 OS=Mus musculus GN=Dkk3 PE=2 SV=1,DKK3_MOUSE,Dkk3,7,8,5,8,7,7,0,2,0,0,0,0,2,0,5,4,3,4,0,0,0,0,0,0,9.358678143,-3.178,0.429,0.023015211,-0.669,0.000,9.462,-1.587
P97798,Isoform 5 of Neogenin OS=Mus musculus GN=Neo1,NEO1_MOUSE,Neo1 Ngn,6,3,3,2,1,4,1,3,2,0,0,4,1,0,1,2,0,0,0,4,1,0,0,0,8.187667922,-2.417,0.211,0.697608638,-0.837,0.500,8.647,-2.309
P11588,Major urinary protein 1 OS=Mus musculus GN=Mup1 PE=1 SV=1,MUP1_MOUSE,Mup1,0,0,0,0,57,43,0,0,0,49,28,25,0,0,0,32,36,21,0,0,0,28,21,0,0.003024591,0.000,0.890,16.37104493,-0.934,0.480,6.551,-0.518
P27931,Interleukin-1 receptor type 2 OS=Mus musculus GN=Il1r2 PE=1 SV=1,IL1R2_MOUSE,Il1r2 Il-1r2 Il1rb,8,8,7,14,15,7,1,4,2,1,1,2,3,0,4,9,8,6,0,3,2,0,1,0,9.197599665,-2.000,0.508,0.510179511,-1.109,0.545,9.974,-1.421
Q61730,Isoform 2 of Interleukin-1 receptor accessory protein OS=Mus musculus GN=Il1rap,IL1AP_MOUSE,Il1rap,61,67,60,41,68,42,59,84,70,79,73,72,39,39,35,63,66,67,24,47,39,76,64,71,0.468460933,-0.349,0.912,11.60328694,-1.856,0.735,8.170,-1.459
Q9CPY7,Isoform 2 of Cytosol aminopeptidase OS=Mus musculus GN=Lap3,AMPL_MOUSE,Lap3 Lapep,39,31,36,11,24,15,17,17,27,11,14,10,30,20,19,12,26,11,9,16,10,9,10,7,5.003673053,-1.018,0.756,4.367073793,-2.175,0.635,9.400,-1.201
P97321,Isoform 3 of Seprase OS=Mus musculus GN=Fap,SEPR_MOUSE,Fap,12,4,1,2,5,9,2,4,1,2,2,1,4,2,3,0,2,1,3,1,0,2,0,1,10.51215787,-1.680,0.364,0.172645505,-0.647,0.583,9.480,-1.617
P01636,Ig kappa chain V-V region MOPC 149 OS=Mus musculus PE=1 SV=1,KV5A4_MOUSE,0,0,1,0,0,1,0,0,4,0,1,1,0,5,0,0,2,1,4,2,2,2,1,3,3,5.900781252,1.775,6.000,1.833859421,1.862,2.167,7.962,2.622
O35930,Platelet glycoprotein Ib alpha chain OS=Mus musculus GN=Gp1ba PE=2 SV=2,GP1BA_MOUSE,Gp1ba,32,23,24,31,31,24,25,26,23,15,12,16,34,30,22,31,42,30,18,25,28,34,26,22,1.875189843,1.064,1.145,5.627660861,2.365,1.308,6.578,1.377
Q7M747,Secretoglobin family 2B member 24 OS=Mus musculus GN=Scgb2b24 PE=2 SV=1,S2B24_MOUSE,Scgb2b24 Abpz,1,1,0,0,0,6,1,1,3,0,0,8,2,0,0,6,5,2,4,0,2,15,5,3,1.506599055,0.712,1.875,4.630327124,1.083,2.231,6.465,1.352
Q8CFX1,GDH/6PGL endoplasmic bifunctional protein OS=Mus musculus GN=H6pd PE=1 SV=2,G6PE_MOUSE,H6pd,13,9,10,4,14,10,1,2,1,3,0,0,21,9,12,8,13,13,7,10,3,2,2,2,2.60413345,1.286,1.267,8.779624722,2.062,3.714,7.787,1.225
Q61838,Alpha-2-macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3,A2M_MOUSE,A2m Pzp,1738,2528,3001,1957,3358,2226,1686,2706,2699,1886,1772,1807,2190,2349,2467,1885,3409,2237,1226,2389,2476,1968,2052,2121,3.133434989,0.000,0.982,4.42564464,0.623,0.974,7.295,0
P43025,Tetranectin OS=Mus musculus GN=Clec3b PE=1 SV=2,TETN_MOUSE,Clec3b Tna,16,18,15,7,10,8,35,43,33,22,20,21,10,15,11,8,11,8,12,25,23,19,18,18,0.510393853,-0.602,0.851,7.77206609,-2.480,0.661,7.118,-1.768
P47739,"Aldehyde dehydrogenase, dimeric NADP-preferring OS=Mus musculus GN=Aldh3a1 PE=2 SV=2",AL3A1_MOUSE,Aldh3a1 Ahd-4 Ahd4 Aldh3 Aldh4,4,4,5,2,1,8,3,1,4,1,0,3,4,1,9,15,6,4,4,0,8,8,3,1,4.623469762,1.009,1.625,2.980568322,1.366,2.000,8.060,1.393
P01756,Ig heavy chain V region J558 OS=Mus musculus PE=1 SV=1,HVM12_MOUSE,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,11,0,16,0,0,0.166666667,0.000,#DIV/0!,4.239438642,0.840,2.700,3.658,0.791
Q6UGQ3,Secretoglobin family 2B member 2 OS=Mus musculus GN=Scgb2b2 PE=2 SV=1,SG2B2_MOUSE,Scgb2b2 Abpe,0,0,0,0,0,2,1,1,1,1,0,6,0,0,0,1,1,1,2,1,3,13,6,2,0.00038901,0.000,1.500,5.136657555,1.305,2.700,4.560,1.216
P35441,Thrombospondin-1 OS=Mus musculus GN=Thbs1 PE=1 SV=1,TSP1_MOUSE,Thbs1 Tsp1,3,17,9,19,3,7,1,5,3,3,2,1,7,1,5,10,1,2,2,1,5,2,3,1,11.56038729,-1.347,0.448,0.004869979,0.136,0.933,8.723,-1.114
P18525,Ig heavy chain V region 5-84 OS=Mus musculus PE=1 SV=1,HVM54_MOUSE,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,4,0,0,3,1.257376346,1.053,2.667,2.059224143,1.330,#DIV/0!,3.830,1.759
P29533,Vascular cell adhesion protein 1 OS=Mus musculus GN=Vcam1 PE=1 SV=1,VCAM1_MOUSE,Vcam1 Vcam-1,42,30,30,27,30,28,27,43,39,31,23,31,50,40,35,26,38,25,42,39,50,36,32,29,2.349439095,0.884,1.144,5.358388211,1.811,1.175,7.390,1.641
